Rec #,Lang,ISBN-13,Course,Unit Num,start,stop,QZ #,line #,spkr,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills
21,FR,9781508261131,French 1,2,N/A,N/A,02Q,N/A,N/A,I understand French.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_021.mp3,"10,15"
22,FR,9781508261131,French 1,2,N/A,N/A,02R,N/A,N/A,Je comprends le français.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_022.mp3,"10,15"
23,FR,9781508261131,French 1,2,N/A,N/A,03Q,N/A,N/A,"Excuse me, sir.",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_023.mp3,"10,13,16"
24,FR,9781508261131,French 1,2,N/A,N/A,03R,N/A,N/A,"Pardon, monsieur.",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_024.mp3,"10,13,16"
25,FR,9781508261131,French 1,2,N/A,N/A,04Q,N/A,N/A,Are you well? / How are you?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_025.mp3,"8,10,15"
26,FR,9781508261131,French 1,2,N/A,N/A,04R,N/A,N/A,Vous allez bien?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_026.mp3,"8,10,15"
27,FR,9781508261131,French 1,2,N/A,N/A,05Q,N/A,N/A,"Good morning, ma’am.",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_027.mp3,10
28,FR,9781508261131,French 1,2,N/A,N/A,05R,N/A,N/A,"Bonjour, madame.",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_028.mp3,10
29,FR,9781508261131,French 1,2,N/A,N/A,06Q,N/A,N/A,"Very well, sir.",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_029.mp3,10
30,FR,9781508261131,French 1,2,N/A,N/A,06R,N/A,N/A,"Très bien, monsieur.",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_030.mp3,10
31,FR,9781508261131,French 1,2,N/A,N/A,07Q,N/A,N/A,You understand French.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_031.mp3,"10,15"
32,FR,9781508261131,French 1,2,N/A,N/A,07R,N/A,N/A,Vous comprenez le français.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_032.mp3,"10,15"
33,FR,9781508261131,French 1,2,N/A,N/A,08Q,N/A,N/A,"Very well, thank you.",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_033.mp3,"8,10"
34,FR,9781508261131,French 1,2,N/A,N/A,08R,N/A,N/A,"Très bien, merci.",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_034.mp3,"8,10"
35,FR,9781508261131,French 1,2,N/A,N/A,09Q,N/A,N/A,Not very well.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_035.mp3,"8,10"
36,FR,9781508261131,French 1,2,N/A,N/A,09R,N/A,N/A,Pas très bien.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_036.mp3,"8,10"
37,FR,9781508261131,French 1,2,N/A,N/A,10Q,N/A,N/A,I don't understand very well.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_037.mp3,"10,15,16"
38,FR,9781508261131,French 1,2,N/A,N/A,10R,N/A,N/A,Je ne comprends pas très bien.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_038.mp3,"10,15,16"
39,FR,9781508261131,French 1,2,N/A,N/A,11Q,N/A,N/A,Goodbye.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_039.mp3,10
40,FR,9781508261131,French 1,2,N/A,N/A,11R,N/A,N/A,Au revoir.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_040.mp3,10
41,FR,9781508261131,French 1,3,N/A,N/A,01Q,N/A,N/A,You speak very well.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_041.mp3,"10,15"
42,FR,9781508261131,French 1,3,N/A,N/A,01R,N/A,N/A,Vous parlez très bien.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_042.mp3,"10,15"
43,FR,9781508261131,French 1,3,N/A,N/A,02Q,N/A,N/A,Please.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_043.mp3,"13,16"
44,FR,9781508261131,French 1,3,N/A,N/A,02R,N/A,N/A,S’il vous plaît.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_044.mp3,"13,16"
45,FR,9781508261131,French 1,3,N/A,N/A,03Q,N/A,N/A,"I (m) am American, and you?",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_045.mp3,"10,16"
46,FR,9781508261131,French 1,3,N/A,N/A,03R,N/A,N/A,"Je suis américain, et vous?",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_046.mp3,"10,16"
47,FR,9781508261131,French 1,3,N/A,N/A,04Q,N/A,N/A,I'm (m) French.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_047.mp3,10
48,FR,9781508261131,French 1,3,N/A,N/A,04R,N/A,N/A,Je suis français.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_048.mp3,10
49,FR,9781508261131,French 1,3,N/A,N/A,05Q,N/A,N/A,Are you (f) French?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_049.mp3,10
50,FR,9781508261131,French 1,3,N/A,N/A,05R,N/A,N/A,Est-ce que vous êtes française?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_050.mp3,10
51,FR,9781508261131,French 1,3,N/A,N/A,06Q,N/A,N/A,I (f) am not French.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_051.mp3,10
52,FR,9781508261131,French 1,3,N/A,N/A,06R,N/A,N/A,Je ne suis pas française.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_052.mp3,10
53,FR,9781508261131,French 1,3,N/A,N/A,07Q,N/A,N/A,"The restrooms, please.",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_053.mp3,16
54,FR,9781508261131,French 1,3,N/A,N/A,07R,N/A,N/A,"Les toilettes, s’il vous plaît.",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_054.mp3,16
55,FR,9781508261131,French 1,3,N/A,N/A,08Q,N/A,N/A,You (f) are not American.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_055.mp3,10
56,FR,9781508261131,French 1,3,N/A,N/A,08R,N/A,N/A,Vous n'êtes pas américaine.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_056.mp3,10
57,FR,9781508261131,French 1,3,N/A,N/A,09Q,N/A,N/A,Do you understand French?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_057.mp3,"10,15"
58,FR,9781508261131,French 1,3,N/A,N/A,09R,N/A,N/A,Est-ce que vous comprenez le français?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_058.mp3,"10,15"
59,FR,9781508261131,French 1,4,N/A,N/A,01Q,N/A,N/A,You don’t understand English?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_059.mp3,"10,15,16"
60,FR,9781508261131,French 1,4,N/A,N/A,01R,N/A,N/A,Vous ne comprenez pas l’anglais?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_060.mp3,"10,15,16"
61,FR,9781508261131,French 1,4,N/A,N/A,02Q,N/A,N/A,You speak well.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_061.mp3,"10,15"
62,FR,9781508261131,French 1,4,N/A,N/A,02R,N/A,N/A,Vous parlez bien.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_062.mp3,"10,15"
63,FR,9781508261131,French 1,4,N/A,N/A,03Q,N/A,N/A,Where is the street?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_063.mp3,"4,16"
64,FR,9781508261131,French 1,4,N/A,N/A,03R,N/A,N/A,Où est la rue?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_064.mp3,"4,16"
65,FR,9781508261131,French 1,4,N/A,N/A,04Q,N/A,N/A,It's here.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_065.mp3,4
66,FR,9781508261131,French 1,4,N/A,N/A,04R,N/A,N/A,C'est ici.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_066.mp3,4
67,FR,9781508261131,French 1,4,N/A,N/A,05Q,N/A,N/A,Is it here?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_067.mp3,4
68,FR,9781508261131,French 1,4,N/A,N/A,05R,N/A,N/A,Est-ce que c'est ici?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_068.mp3,4
69,FR,9781508261131,French 1,4,N/A,N/A,06Q,N/A,N/A,It's not here.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_069.mp3,4
70,FR,9781508261131,French 1,4,N/A,N/A,06R,N/A,N/A,Ce n'est pas ici.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_070.mp3,4
71,FR,9781508261131,French 1,4,N/A,N/A,07Q,N/A,N/A,It’s over there.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_071.mp3,4
72,FR,9781508261131,French 1,4,N/A,N/A,07R,N/A,N/A,C’est là-bas.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_072.mp3,4
73,FR,9781508261131,French 1,4,N/A,N/A,08Q,N/A,N/A,It’s not down there.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_073.mp3,4
74,FR,9781508261131,French 1,4,N/A,N/A,08R,N/A,N/A,Ce n’est pas là-bas.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_074.mp3,4
75,FR,9781508261131,French 1,5,N/A,N/A,01Q,N/A,N/A,"It’s not here, it’s down there.",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_075.mp3,4
76,FR,9781508261131,French 1,5,N/A,N/A,01R,N/A,N/A,"Ce n’est pas ici, c’est là-bas.",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_076.mp3,4
77,FR,9781508261131,French 1,5,N/A,N/A,02Q,N/A,N/A,I understand French well.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_077.mp3,"15,16"
78,FR,9781508261131,French 1,5,N/A,N/A,02R,N/A,N/A,Je comprends bien le français.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_078.mp3,"15,16"
79,FR,9781508261131,French 1,5,N/A,N/A,03Q,N/A,N/A,I don’t want to.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_079.mp3,7
80,FR,9781508261131,French 1,5,N/A,N/A,03R,N/A,N/A,Je ne veux pas.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_080.mp3,7
81,FR,9781508261131,French 1,5,N/A,N/A,04Q,N/A,N/A,I don’t know.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_081.mp3,"9,15"
82,FR,9781508261131,French 1,5,N/A,N/A,04R,N/A,N/A,Je ne sais pas.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_082.mp3,"9,15"
83,FR,9781508261131,French 1,5,N/A,N/A,05Q,N/A,N/A,"Me, I know.",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_083.mp3,"9,15"
84,FR,9781508261131,French 1,5,N/A,N/A,05R,N/A,N/A,"Moi, je sais.",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_084.mp3,"9,15"
85,FR,9781508261131,French 1,5,N/A,N/A,06Q,N/A,N/A,"But yes, I know",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_085.mp3,"9,15"
86,FR,9781508261131,French 1,5,N/A,N/A,06R,N/A,N/A,"Mais si, je sais.",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_086.mp3,"9,15"
87,FR,9781508261131,French 1,5,N/A,N/A,07Q,N/A,N/A,"Ah yes, I know.",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_087.mp3,"9,15"
88,FR,9781508261131,French 1,5,N/A,N/A,07R,N/A,N/A,"Ah si, je sais.",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_088.mp3,"9,15"
89,FR,9781508261131,French 1,5,N/A,N/A,08Q,N/A,N/A,Do you know?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_089.mp3,"9,15"
90,FR,9781508261131,French 1,5,N/A,N/A,08R,N/A,N/A,Est-ce que vous savez?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_090.mp3,"9,15"
91,FR,9781508261131,French 1,5,N/A,N/A,09Q,N/A,N/A,Do you want to eat something?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_091.mp3,6
92,FR,9781508261131,French 1,5,N/A,N/A,09R,N/A,N/A,Est-ce que vous voulez manger quelque chose?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_092.mp3,6
93,FR,9781508261131,French 1,5,N/A,N/A,10Q,N/A,N/A,I would like to drink something.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_093.mp3,6
94,FR,9781508261131,French 1,5,N/A,N/A,10R,N/A,N/A,Je voudrais boire quelque chose.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_094.mp3,6
95,FR,9781508261131,French 1,5,N/A,N/A,11Q,N/A,N/A,Are you well?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_095.mp3,8
96,FR,9781508261131,French 1,5,N/A,N/A,11R,N/A,N/A,Est-ce que vous allez bien?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_096.mp3,8
97,FR,9781508261131,French 1,6,N/A,N/A,01Q,N/A,N/A,"Next door, at the café.",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_097.mp3,"4,6"
98,FR,9781508261131,French 1,6,N/A,N/A,01R,N/A,N/A,"A côté, au café.",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_098.mp3,"4,6"
99,FR,9781508261131,French 1,6,N/A,N/A,02Q,N/A,N/A,With pleasure.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_099.mp3,13
100,FR,9781508261131,French 1,6,N/A,N/A,02R,N/A,N/A,Avec plaisir.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_100.mp3,13
101,FR,9781508261131,French 1,6,N/A,N/A,03Q,N/A,N/A,Where do you want to eat?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_101.mp3,6
102,FR,9781508261131,French 1,6,N/A,N/A,03R,N/A,N/A,Où est-ce que vous voulez manger?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_102.mp3,6
103,FR,9781508261131,French 1,6,N/A,N/A,04Q,N/A,N/A,When do you want to eat?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_103.mp3,"6,17"
104,FR,9781508261131,French 1,6,N/A,N/A,04R,N/A,N/A,Quand est-ce que vous voulez manger?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_104.mp3,"6,17"
105,FR,9781508261131,French 1,6,N/A,N/A,05Q,N/A,N/A,Later.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_105.mp3,17
106,FR,9781508261131,French 1,6,N/A,N/A,05R,N/A,N/A,Plus tard.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_106.mp3,17
107,FR,9781508261131,French 1,6,N/A,N/A,06Q,N/A,N/A,Not me.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_107.mp3,7
108,FR,9781508261131,French 1,6,N/A,N/A,06R,N/A,N/A,Pas moi.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_108.mp3,7
109,FR,9781508261131,French 1,6,N/A,N/A,07Q,N/A,N/A,Not here.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_109.mp3,4
110,FR,9781508261131,French 1,6,N/A,N/A,07R,N/A,N/A,Pas ici.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_110.mp3,4
111,FR,9781508261131,French 1,6,N/A,N/A,08Q,N/A,N/A,Not now.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_111.mp3,17
112,FR,9781508261131,French 1,6,N/A,N/A,08R,N/A,N/A,Pas maintenant.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_112.mp3,17
113,FR,9781508261131,French 1,6,N/A,N/A,09Q,N/A,N/A,Do you want to drink something next door?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_113.mp3,"4,6"
114,FR,9781508261131,French 1,6,N/A,N/A,09R,N/A,N/A,Vous voulez boire quelque chose à côté?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_114.mp3,"4,6"
115,FR,9781508261131,French 1,6,N/A,N/A,10Q,N/A,N/A,"Yes, I’d be glad to.",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_115.mp3,7
116,FR,9781508261131,French 1,6,N/A,N/A,10R,N/A,N/A,"Oui, je veux bien.",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_116.mp3,7
117,FR,9781508261131,French 1,6,N/A,N/A,11Q,N/A,N/A,Do you want to eat over there?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_117.mp3,"4,6"
118,FR,9781508261131,French 1,6,N/A,N/A,11R,N/A,N/A,Vous voulez manger là-bas?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_118.mp3,"4,6"
119,FR,9781508261131,French 1,6,N/A,N/A,12Q,N/A,N/A,Me too.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_119.mp3,7
120,FR,9781508261131,French 1,6,N/A,N/A,12R,N/A,N/A,Moi aussi.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_120.mp3,7
121,FR,9781508261131,French 1,7,N/A,N/A,01Q,N/A,N/A,Agreed. / All right.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_121.mp3,7
122,FR,9781508261131,French 1,7,N/A,N/A,01R,N/A,N/A,D’accord.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_122.mp3,7
123,FR,9781508261131,French 1,7,N/A,N/A,02Q,N/A,N/A,Some water and some wine.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_123.mp3,6
124,FR,9781508261131,French 1,7,N/A,N/A,02R,N/A,N/A,De l’eau et du vin.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_124.mp3,6
125,FR,9781508261131,French 1,7,N/A,N/A,03Q,N/A,N/A,At the restaurant.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_125.mp3,6
126,FR,9781508261131,French 1,7,N/A,N/A,03R,N/A,N/A,Au restaurant.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_126.mp3,6
127,FR,9781508261131,French 1,7,N/A,N/A,04Q,N/A,N/A,I would like to eat too.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_127.mp3,6
128,FR,9781508261131,French 1,7,N/A,N/A,04R,N/A,N/A,Je voudrais manger aussi.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_128.mp3,6
129,FR,9781508261131,French 1,7,N/A,N/A,05Q,N/A,N/A,I'd like to drink some wine.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_129.mp3,6
130,FR,9781508261131,French 1,7,N/A,N/A,05R,N/A,N/A,Je voudrais boire du vin.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_130.mp3,6
131,FR,9781508261131,French 1,7,N/A,N/A,06Q,N/A,N/A,I'd like some water.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_131.mp3,6
132,FR,9781508261131,French 1,7,N/A,N/A,06R,N/A,N/A,Je voudrais de l’eau.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_132.mp3,6
133,FR,9781508261131,French 1,7,N/A,N/A,07Q,N/A,N/A,I don’t want to eat here.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_133.mp3,"4,6"
134,FR,9781508261131,French 1,7,N/A,N/A,07R,N/A,N/A,Je ne veux pas manger ici.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_134.mp3,"4,6"
135,FR,9781508261131,French 1,7,N/A,N/A,08Q,N/A,N/A,Some beer.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_135.mp3,6
136,FR,9781508261131,French 1,7,N/A,N/A,08R,N/A,N/A,De la bière.,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_136.mp3,6
137,FR,9781508261131,French 1,7,N/A,N/A,09Q,N/A,N/A,What do you want to drink?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_137.mp3,6
138,FR,9781508261131,French 1,7,N/A,N/A,09R,N/A,N/A,Qu’est-ce que vous voulez boire?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_138.mp3,6
139,FR,9781508261131,French 1,7,N/A,N/A,10Q,N/A,N/A,You don’t want to drink something?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_139.mp3,6
140,FR,9781508261131,French 1,7,N/A,N/A,10R,N/A,N/A,Vous ne voulez pas boire quelque chose?,N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_140.mp3,6
141,FR,9781508261131,French 1,8,N/A,N/A,01Q,N/A,N/A,"Two coffees, please.",N/A,N/A,Pimsleur French Level 1 Core Update MP3,9781508261131_French_1_QM_141.mp3,"6,12,13"
