Rec #,Lang,ISBN-13,Course,Unit Num,start,stop,QZ #,line #,Spkr,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills
85,SP,9781797110219,Spanish 3,04,00:00.000,00:00.000,03Q,0,N,"Two orders of the specialty, please.",n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_085.mp3,"12,13"
86,SP,9781797110219,Spanish 3,04,00:00.000,00:00.000,03R,0,M,"Dos platos de la especialidad, por favor.",n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_086.mp3,"12,13"
87,SP,9781797110219,Spanish 3,04,00:00.000,00:00.000,04Q,0,N,It’s easy to get here.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_087.mp3,4
88,SP,9781797110219,Spanish 3,04,00:00.000,00:00.000,04R,0,F,Es fácil llegar aquí.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_088.mp3,4
89,SP,9781797110219,Spanish 3,04,00:00.000,00:00.000,05Q,0,N,Your daughter speaks French?,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_089.mp3,"5,15"
90,SP,9781797110219,Spanish 3,04,00:00.000,00:00.000,05R,0,M,"¿Habla francés, tu hija?",n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_090.mp3,"5,15"
91,SP,9781797110219,Spanish 3,04,00:00.000,00:00.000,06Q,0,N,The specialty of the house.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_091.mp3,6
92,SP,9781797110219,Spanish 3,04,00:00.000,00:00.000,06R,0,F,La especialidad de la casa.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_092.mp3,6
93,SP,9781797110219,Spanish 3,04,00:00.000,00:00.000,07Q,0,N,She’s studying it. (m),n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_093.mp3,5
94,SP,9781797110219,Spanish 3,04,00:00.000,00:00.000,07R,0,F,Lo estudia.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_094.mp3,5
95,SP,9781797110219,Spanish 3,04,00:00.000,00:00.000,08Q,0,N,How interesting!,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_095.mp3,7
96,SP,9781797110219,Spanish 3,04,00:00.000,00:00.000,08R,0,F,¡Qué interesante!,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_096.mp3,7
97,SP,9781797110219,Spanish 3,04,00:00.000,00:00.000,09Q,0,N,What do you recommend to me?,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_097.mp3,"6,16"
98,SP,9781797110219,Spanish 3,04,00:00.000,00:00.000,09R,0,F,¿Qué me recomiendas?,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_098.mp3,"6,16"
99,SP,9781797110219,Spanish 3,04,00:00.000,00:00.000,10Q,0,N,What do you recommend to us?,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_099.mp3,"6,16"
100,SP,9781797110219,Spanish 3,04,00:00.000,00:00.000,10R,0,F,¿Qué nos recomiendas?,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_100.mp3,"6,16"
101,SP,9781797110219,Spanish 3,04,00:00.000,00:00.000,11Q,0,N,Always it’s delicious. (f),n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_101.mp3,"6,16"
102,SP,9781797110219,Spanish 3,04,00:00.000,00:00.000,11R,0,M,Siempre es deliciosa.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_102.mp3,"6,16"
103,SP,9781797110219,Spanish 3,04,00:00.000,00:00.000,12Q,0,N,She works at a French tech company.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_103.mp3,20
104,SP,9781797110219,Spanish 3,04,00:00.000,00:00.000,12R,0,M,Trabaja en una empresa de tecnología francesa.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_104.mp3,20
105,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,01Q,0,N,"There it is, under everything.",n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_105.mp3,7
106,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,01R,0,M,"Allí está, debajo de todo.",n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_106.mp3,7
107,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,02Q,0,N,Here they are on the table.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_107.mp3,7
108,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,02R,0,M,Aquí están en la mesa.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_108.mp3,7
109,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,03Q,0,N,He buys and sells books.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_109.mp3,"14,20"
110,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,03R,0,M,Compra y vende libros.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_110.mp3,"14,20"
111,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,04Q,0,N,How much does a bottle cost?,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_111.mp3,11
112,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,04R,0,F,¿Cuánto cuesta una botella?,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_112.mp3,11
113,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,05Q,0,N,The book was under my notes.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_113.mp3,7
114,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,05R,0,F,El libro estaba debajo de mis apuntes.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_114.mp3,7
115,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,06Q,0,N,"In that case, take a chair.",n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_115.mp3,7
116,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,06R,0,F,"Entonces, toma una silla.",n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_116.mp3,7
117,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,07Q,0,N,Those papers are my notes.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_117.mp3,7
118,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,07R,0,F,Esos papeles son mis apuntes.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_118.mp3,7
119,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,08Q,0,N,They were lost but here they are on the table.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_119.mp3,7
120,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,08R,0,F,Estaban perdidos pero aquí están en la mesa.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_120.mp3,7
121,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,09Q,0,N,It was a gift from my brother.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_121.mp3,5
122,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,09R,0,M,Fue un regalo de mi hermano.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_122.mp3,5
123,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,10Q,0,N,Do you sell it here?,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_123.mp3,14
124,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,10R,0,M,¿Lo vendes aquí?,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_124.mp3,14
125,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,11Q,0,N,My notes for today’s meeting.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_125.mp3,20
126,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,11R,0,M,Mis apuntes para la reunión de hoy.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_126.mp3,20
127,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,12Q,0,N,There are no pens.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_127.mp3,7
128,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,12R,0,M,No hay lapiceros.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_128.mp3,7
129,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,13Q,0,N,Do you want anything else?,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_129.mp3,7
130,SP,9781797110219,Spanish 3,05,00:00.000,00:00.000,13R,0,M,¿Quieren algo más?,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_130.mp3,7
131,SP,9781797110219,Spanish 3,06,00:00.000,00:00.000,01Q,0,N,Now we can talk about the trip.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_131.mp3,"15,18"
132,SP,9781797110219,Spanish 3,06,00:00.000,00:00.000,01R,0,M,Ahora podemos hablar del viaje.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_132.mp3,"15,18"
133,SP,9781797110219,Spanish 3,06,00:00.000,00:00.000,02Q,0,N,How can he help us?,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_133.mp3,7
134,SP,9781797110219,Spanish 3,06,00:00.000,00:00.000,02R,0,M,¿Cómo puede ayudarnos?,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_134.mp3,7
135,SP,9781797110219,Spanish 3,06,00:00.000,00:00.000,03Q,0,N,With the hotel reservations.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_135.mp3,18
136,SP,9781797110219,Spanish 3,06,00:00.000,00:00.000,03R,0,M,Con las reservaciones del hotel.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_136.mp3,18
137,SP,9781797110219,Spanish 3,06,00:00.000,00:00.000,04Q,0,N,I don’t believe that I know him.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_137.mp3,10
138,SP,9781797110219,Spanish 3,06,00:00.000,00:00.000,04R,0,M,Creo que no lo conozco.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_138.mp3,10
139,SP,9781797110219,Spanish 3,06,00:00.000,00:00.000,05Q,0,N,He can help us.,n/a,n/a,Spanish Level 3 Core Update,9781797110219_Spanish_3_QZ_139.mp3,7
