Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,start,stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
267,267,JP,9781442310964,Japanese 3,12,,,07Q,,N,It was from Mr. Tanaka.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0267.mp3,9
268,268,JP,9781442310964,Japanese 3,12,,,07R,,F,田中さんからでした。,tanaka san kara deshita.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0268.mp3,9
269,269,JP,9781442310964,Japanese 3,12,,,08Q,,N,It's not warm.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0269.mp3,"7,19"
270,270,JP,9781442310964,Japanese 3,12,,,08R,,F,暖かくありません。,atatakaku arimasen.,2,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0270.mp3,"7,19"
271,271,JP,9781442310964,Japanese 3,12,,,09Q,,N,Won't you take a walk?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0271.mp3,1
272,272,JP,9781442310964,Japanese 3,12,,,09R,,F,散歩しませんか。,sanpo shimasen ka.,3,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0272.mp3,1
273,273,JP,9781442310964,Japanese 3,12,,,10Q,,N,Let's take a walk.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0273.mp3,"1,7"
274,274,JP,9781442310964,Japanese 3,12,,,10R,,M,散歩しましょう。,sanpo shimashoo.,2,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0274.mp3,"1,7"
275,275,JP,9781442310964,Japanese 3,12,,,11Q,,N,It's not cool.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0275.mp3,"7,19"
276,276,JP,9781442310964,Japanese 3,12,,,11R,,M,涼しくありません。,suzushiku arimasen.,2,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0276.mp3,"7,19"
277,277,JP,9781442310964,Japanese 3,12,,,12Q,,N,"At lunch break, I'm going to take a walk.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0277.mp3,"1,6"
278,278,JP,9781442310964,Japanese 3,12,,,12R,,F,お昼休みに散歩します。,ohiru yasumi ni sanpo shimasu.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0278.mp3,"1,6"
279,279,JP,9781442310964,Japanese 3,12,,,13Q,,N,"At Hibiya Park, there's a concert.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0279.mp3,"1,9"
280,280,JP,9781442310964,Japanese 3,12,,,13R,,F,日比谷公園でコンサートがあります。,hibiya kooen de konsaato ga arimasu.,6,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0280.mp3,"1,9"
281,281,JP,9781442310964,Japanese 3,13,,,01Q,,N,The head is aching.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0281.mp3,"8,16"
282,282,JP,9781442310964,Japanese 3,13,,,01R,,M,頭が痛いんです。,atama ga itai n desu.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0282.mp3,"8,16"
283,283,JP,9781442310964,Japanese 3,13,,,02Q,,N,Please take care of yourself. (said to a sick person),,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0283.mp3,"7,8,13,16"
284,284,JP,9781442310964,Japanese 3,13,,,02R,,F,どうぞお大事に。,dozo odaiji ni.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0284.mp3,"7,8,13,16"
285,285,JP,9781442310964,Japanese 3,13,,,03Q,,N,There wasn't any.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0285.mp3,9
286,286,JP,9781442310964,Japanese 3,13,,,03R,,F,何もありませんでした。,nanimo arimasen deshita.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0286.mp3,9
287,287,JP,9781442310964,Japanese 3,13,,,04Q,,N,I have a fever.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0287.mp3,"8,9,16"
288,288,JP,9781442310964,Japanese 3,13,,,04R,,F,熱があるんです。,netsu ga aru n desu.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0288.mp3,"8,9,16"
289,289,JP,9781442310964,Japanese 3,13,,,05Q,,N,I have a stomachache also.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0289.mp3,"8,9,16"
290,290,JP,9781442310964,Japanese 3,13,,,05R,,M,お腹も痛いんです。,onaka mo itai n desu.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0290.mp3,"8,9,16"
291,291,JP,9781442310964,Japanese 3,13,,,06Q,,N,Is Boston warm in March?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0291.mp3,"17,19"
292,292,JP,9781442310964,Japanese 3,13,,,06R,,F,ボストンの三月は暖かいですか。,bosuton no san gatsu wa atatakai desu ka.,8,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0292.mp3,"17,19"
293,293,JP,9781442310964,Japanese 3,13,,,07Q,,N,How about this medicine?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0293.mp3,8
294,294,JP,9781442310964,Japanese 3,13,,,07R,,F,この薬はどうですか。,kono kusuri wa doo desu ka.,6,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0294.mp3,8
295,295,JP,9781442310964,Japanese 3,13,,,08Q,,N,"As for this medicine, it exists in America also.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0295.mp3,8
296,296,JP,9781442310964,Japanese 3,13,,,08R,,M,この薬はアメリカにもあります。,kono kusuri wa amerika ni mo arimasu.,7,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0296.mp3,8
297,297,JP,9781442310964,Japanese 3,14,,,01Q,,N,I will be fine.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0297.mp3,"7,8,16"
298,298,JP,9781442310964,Japanese 3,14,,,01R,,F,大丈夫でしょう。,daijoobu deshoo.,2,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0298.mp3,"7,8,16"
299,299,JP,9781442310964,Japanese 3,14,,,02Q,,N,"I'm preparing for it, but.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0299.mp3,"9,20"
300,300,JP,9781442310964,Japanese 3,14,,,02R,,M,準備していますが。,junbi shite imasu ga.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0300.mp3,"9,20"
301,301,JP,9781442310964,Japanese 3,14,,,03Q,,N,How's the preparation for the meeting?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0301.mp3,"9,20"
302,302,JP,9781442310964,Japanese 3,14,,,03R,,F,会議の準備はいかがですか。,kaigi no junbi wa ikaga desu ka.,7,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0302.mp3,"9,20"
303,303,JP,9781442310964,Japanese 3,14,,,04Q,,N,It's an important meeting.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0303.mp3,"9,20"
304,304,JP,9781442310964,Japanese 3,14,,,04R,,M,大事な会議です。,daijina kaigi desu.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0304.mp3,"9,20"
305,305,JP,9781442310964,Japanese 3,14,,,05Q,,N,It will take a long time.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0305.mp3,"7,17"
306,306,JP,9781442310964,Japanese 3,14,,,05R,,M,長くかかるでしょう。,nagaku kakaru deshoo.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0306.mp3,"7,17"
307,307,JP,9781442310964,Japanese 3,14,,,06Q,,N,Please do me the favor.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0307.mp3,"7,13,16"
308,308,JP,9781442310964,Japanese 3,14,,,06R,,M,お願いします。,onegai shimasu.,2,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0308.mp3,"7,13,16"
309,309,JP,9781442310964,Japanese 3,14,,,07Q,,N,I'll need an interpreter.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0309.mp3,"16,20"
310,310,JP,9781442310964,Japanese 3,14,,,07R,,M,通訳がいります。,tsuuyaku ga irimasu.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0310.mp3,"16,20"
311,311,JP,9781442310964,Japanese 3,14,,,08Q,,N,It's an important business trip.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0311.mp3,"9,18,20"
312,312,JP,9781442310964,Japanese 3,14,,,08R,,M,大事な出張です。,daijina shucchoo desu.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0312.mp3,"9,18,20"
313,313,JP,9781442310964,Japanese 3,14,,,09Q,,N,Mr. Kawamura is an important customer.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0313.mp3,"9,20"
314,314,JP,9781442310964,Japanese 3,14,,,09R,,M,河村さんは大事なお客様です。,kawamura san wa daijina okyakusama desu.,6,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0314.mp3,"9,20"
315,315,JP,9781442310964,Japanese 3,14,,,10Q,,N,I'll need an interpreter. (more polite),,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0315.mp3,"13,16"
316,316,JP,9781442310964,Japanese 3,14,,,10R,,M,通訳がいるんですが。,tsuuyaku ga iru n desu ga.,6,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0316.mp3,"13,16"
317,317,JP,9781442310964,Japanese 3,14,,,11Q,,N,Is it a cold?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0317.mp3,"8,9"
318,318,JP,9781442310964,Japanese 3,14,,,11R,,M,風邪ですか。,kaze desu ka.,3,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0318.mp3,"8,9"
319,319,JP,9781442310964,Japanese 3,15,,,01Q,,N,I'm going to attend the meeting.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0319.mp3,20
320,320,JP,9781442310964,Japanese 3,15,,,01R,,F,会議に出ます。,kaigi ni demasu.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0320.mp3,20
321,321,JP,9781442310964,Japanese 3,15,,,02Q,,N,Can you attend the meeting?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0321.mp3,20
322,322,JP,9781442310964,Japanese 3,15,,,02R,,M,会議に出られますか。,kaigi ni deraremasu ka.,4,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0322.mp3,20
323,323,JP,9781442310964,Japanese 3,15,,,03Q,,N,Everyone will attend.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0323.mp3,20
324,324,JP,9781442310964,Japanese 3,15,,,03R,,M,みんな出ます。,minna demasu.,2,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0324.mp3,20
325,325,JP,9781442310964,Japanese 3,15,,,04Q,,N,Shall I do something to help?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0325.mp3,"13,20"
326,326,JP,9781442310964,Japanese 3,15,,,04R,,F,何かお手伝いしましょうか。,nanika otetsudai shimashoo ka.,4,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0326.mp3,"13,20"
327,327,JP,9781442310964,Japanese 3,15,,,05Q,,N,Shall I help?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0327.mp3,7
328,328,JP,9781442310964,Japanese 3,15,,,05R,,F,お手伝いしましょうか。,otetsudai shimashoo ka.,3,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0328.mp3,7
329,329,JP,9781442310964,Japanese 3,15,,,06Q,,N,First let's toast.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0329.mp3,"1,6"
330,330,JP,9781442310964,Japanese 3,15,,,06R,,M,まず乾杯しましょう。,mazu kanpai shimashoo.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0330.mp3,"1,6"
331,331,JP,9781442310964,Japanese 3,15,,,07Q,,N,Do you need a microphone?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0331.mp3,20
332,332,JP,9781442310964,Japanese 3,15,,,07R,,F,マイクが要りますか。,maiku ga irimasu ka.,4,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0332.mp3,20
333,333,JP,9781442310964,Japanese 3,15,,,08Q,,N,I may not need one.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0333.mp3,9
334,334,JP,9781442310964,Japanese 3,15,,,08R,,F,要らないでしょう。,iranai deshoo.,2,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0334.mp3,9
335,335,JP,9781442310964,Japanese 3,15,,,09Q,,N,I'm not going to attend.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0335.mp3,1
336,336,JP,9781442310964,Japanese 3,15,,,09R,,F,出ません。,demasen.,1,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0336.mp3,1
337,337,JP,9781442310964,Japanese 3,15,,,10Q,,N,Are you going to attend the party?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0337.mp3,1
338,338,JP,9781442310964,Japanese 3,15,,,10R,,M,パーティに出ますか。,paatee ni demasu ka.,4,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0338.mp3,1
339,339,JP,9781442310964,Japanese 3,15,,,11Q,,N,I can't attend the meeting.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0339.mp3,20
340,340,JP,9781442310964,Japanese 3,15,,,11R,,F,会議に出られません。,kaigi ni deraremasen.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0340.mp3,20
341,341,JP,9781442310964,Japanese 3,16,,,01Q,,N,"As for the party, I will not attend.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0341.mp3,1
342,342,JP,9781442310964,Japanese 3,16,,,01R,,F,パーティには出ません。,paatee ni wa demasen.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0342.mp3,1
343,343,JP,9781442310964,Japanese 3,16,,,02Q,,N,I'm going to Mr. Kawamura's office.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0343.mp3,"9,20"
344,344,JP,9781442310964,Japanese 3,16,,,02R,,M,河村さんのオフィスへ行きます。,kawamura san no ofuisu e ikimasu.,6,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0344.mp3,"9,20"
345,345,JP,9781442310964,Japanese 3,16,,,03Q,,N,I'm hungry.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0345.mp3,"7,16"
346,346,JP,9781442310964,Japanese 3,16,,,03R,,F,お腹がすきました。,onaka ga sukimashita.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0346.mp3,"7,16"
347,347,JP,9781442310964,Japanese 3,16,,,04Q,,N,"By the way, it's already twelve-thirty, isn't it.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0347.mp3,12
348,348,JP,9781442310964,Japanese 3,16,,,04R,,M,ところでもう１２時半ですね。,tokorode moo ju ni ji han desu ne.,8,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0348.mp3,12
349,349,JP,9781442310964,Japanese 3,16,,,05Q,,N,Please ask at the reception desk.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0349.mp3,7
350,350,JP,9781442310964,Japanese 3,16,,,05R,,M,受付で聞い て下さい。,uketsuke de kiite kudasi.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0350.mp3,7
351,351,JP,9781442310964,Japanese 3,16,,,06Q,,N,Please ask and see.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0351.mp3,7
352,352,JP,9781442310964,Japanese 3,16,,,06R,,F,聞いてみてください。,kiite mite kudasai.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0352.mp3,7
353,353,JP,9781442310964,Japanese 3,16,,,07Q,,N,Where is the Shinjuku Building?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0353.mp3,4
354,354,JP,9781442310964,Japanese 3,16,,,07R,,M,新宿ビルはどこですか.,shinjuku biru wa doko desu ka.,6,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0354.mp3,4
355,355,JP,9781442310964,Japanese 3,16,,,08Q,,N,"Over there, there's a police box.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0355.mp3,"4,16"
356,356,JP,9781442310964,Japanese 3,16,,,08R,,F,あそこに交番があります。,asoko ni kooban ga arimasu.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0356.mp3,"4,16"
357,357,JP,9781442310964,Japanese 3,16,,,09Q,,N,Please ask at the police box and see.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0357.mp3,"4,16"
358,358,JP,9781442310964,Japanese 3,16,,,09R,,F,交番で聞いてみて下さい。,kooban de kiite mite kudasai.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0358.mp3,"4,16"
359,359,JP,9781442310964,Japanese 3,16,,,10Q,,N,"It's in the Shinjuku Building, isn't it.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0359.mp3,"4,9"
360,360,JP,9781442310964,Japanese 3,16,,,10R,,F,新宿ビルにありますね。,shinjuku biru ni arimasu ne.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0360.mp3,"4,9"
361,361,JP,9781442310964,Japanese 3,17,,,01Q,,N,Where is good?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0361.mp3,"4,7,9"
362,362,JP,9781442310964,Japanese 3,17,,,01R,,F,どこがいいですか。,doko ga ii desu ka.,5,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0362.mp3,"4,7,9"
363,363,JP,9781442310964,Japanese 3,17,,,02Q,,N,Where do you think is good?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0363.mp3,"4,7,9"
364,364,JP,9781442310964,Japanese 3,17,,,02R,,F,どこがいいと思いますか。,doko ga ii to omoimasu ka.,6,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0364.mp3,"4,7,9"
365,365,JP,9781442310964,Japanese 3,17,,,03Q,,N,Who is good? (polite),,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0365.mp3,"7,9"
366,366,JP,9781442310964,Japanese 3,17,,,03R,,M,どなたがいいですか。,donata ga ii desu ka.,5,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0366.mp3,"7,9"
367,367,JP,9781442310964,Japanese 3,17,,,04Q,,N,I'm thirsty.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0367.mp3,"6,7,16"
368,368,JP,9781442310964,Japanese 3,17,,,04R,,F,のどが渇きました。,nodo ga kawakimashita.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0368.mp3,"6,7,16"
369,369,JP,9781442310964,Japanese 3,17,,,05Q,,N,Won't you sit down?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0369.mp3,"6,7"
370,370,JP,9781442310964,Japanese 3,17,,,05R,,F,おかけになりませんか。,okake ni narimasen ka.,4,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0370.mp3,"6,7"
371,371,JP,9781442310964,Japanese 3,17,,,06Q,,N,We were speaking about the United States.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0371.mp3,15
372,372,JP,9781442310964,Japanese 3,17,,,06R,,F,私達はアメリカのことを話していました。,watashitachi wa amerika no koto o hanashite imashita.,8,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0372.mp3,15
373,373,JP,9781442310964,Japanese 3,17,,,07Q,,N,They moved to the Shinjuku Building.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0373.mp3,"4,9"
374,374,JP,9781442310964,Japanese 3,17,,,07R,,F,でも新宿ビルに移りました。,shinjuku biru ni utsurimashita.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0374.mp3,"4,9"
375,375,JP,9781442310964,Japanese 3,17,,,08Q,,N,"By the way, is someone going to make a trip?",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0375.mp3,18
376,376,JP,9781442310964,Japanese 3,17,,,08R,,M,ところで 誰か旅行しますか。,tokorode dareka ryokoo shimasu ka.,5,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0376.mp3,18
377,377,JP,9781442310964,Japanese 3,17,,,09Q,,N,Who is going to the United States? (polite),,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0377.mp3,"9,18"
378,378,JP,9781442310964,Japanese 3,17,,,09R,,M,どなたがアメリカへいらっしゃいますか。,donata ga amerika e irasshaimasu ka.,6,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0378.mp3,"9,18"
379,379,JP,9781442310964,Japanese 3,18,,,01Q,,N,I think Boston is good.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0379.mp3,"9,18"
380,380,JP,9781442310964,Japanese 3,18,,,01R,,M,ボストンがいいと思います。,bosuton ga ii to omoimasu.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0380.mp3,"9,18"
381,381,JP,9781442310964,Japanese 3,18,,,02Q,,N,Is someone living in Boston?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0381.mp3,9
382,382,JP,9781442310964,Japanese 3,18,,,02R,,F,だれかボストンにすんでいますか.,dareka bosuton ni sunde imasu ka.,6,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0382.mp3,9
383,383,JP,9781442310964,Japanese 3,18,,,03Q,,N,There are many old temples.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0383.mp3,"9,18"
384,384,JP,9781442310964,Japanese 3,18,,,03R,,F,たくさん古いお寺があります。,takusan furui otera ga arimasu.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0384.mp3,"9,18"
385,385,JP,9781442310964,Japanese 3,18,,,04Q,,N,It took time.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0385.mp3,"7,9,17"
386,386,JP,9781442310964,Japanese 3,18,,,04R,,M,時間がかかりました。,jikan ga kakarimashita.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0386.mp3,"7,9,17"
387,387,JP,9781442310964,Japanese 3,18,,,05Q,,N,The meeting went very well.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0387.mp3,"9,20"
388,388,JP,9781442310964,Japanese 3,18,,,05R,,M,会議はうまく行きました。,kaigi wa umaku ikimashita.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0388.mp3,"9,20"
389,389,JP,9781442310964,Japanese 3,18,,,06Q,,N,I want to stay more.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0389.mp3,18
390,390,JP,9781442310964,Japanese 3,18,,,06R,,M,もっといたいです。,motto itai desu.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0390.mp3,18
391,391,JP,9781442310964,Japanese 3,18,,,07Q,,N,Nara is famous for its temples.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0391.mp3,"9,18"
392,392,JP,9781442310964,Japanese 3,18,,,07R,,M,奈良はお寺で有名です。,nara wa otera de yuumei desu.,6,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0392.mp3,"9,18"
393,393,JP,9781442310964,Japanese 3,18,,,08Q,,N,I like old towns.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0393.mp3,"9,18"
394,394,JP,9781442310964,Japanese 3,18,,,08R,,M,古い町が好きです。,furui machi ga suki desu.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0394.mp3,"9,18"
395,395,JP,9781442310964,Japanese 3,18,,,09Q,,N,Is someone you know living in Nara?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0395.mp3,9
396,396,JP,9781442310964,Japanese 3,18,,,09R,,M,誰か奈良に住んでいらっしゃいますか。,dareka nara ni sunde irasshaimasu ka.,6,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0396.mp3,9
397,397,JP,9781442310964,Japanese 3,18,,,10Q,,N,I met new customers.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0397.mp3,9
398,398,JP,9781442310964,Japanese 3,18,,,10R,,M,新しいお客さまに会いました。,atarashii okyakusama ni aimashita.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0398.mp3,9
399,399,JP,9781442310964,Japanese 3,18,,,11Q,,N,"Next time, in Nara I want to stay more.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0399.mp3,"17,18"
400,400,JP,9781442310964,Japanese 3,18,,,11R,,M,今度奈良にもっといたいです。,kondo nara ni motto itai desu.,6,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0400.mp3,"17,18"
401,401,JP,9781442310964,Japanese 3,19,,,01Q,,N,Please ask the station employee.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0401.mp3,18
402,402,JP,9781442310964,Japanese 3,19,,,01R,,F,駅員に聞いてみて下さい。,eki in ni kiite mite kudasai.,6,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0402.mp3,18
403,403,JP,9781442310964,Japanese 3,19,,,02Q,,N,Please take this train.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0403.mp3,"4,18"
404,404,JP,9781442310964,Japanese 3,19,,,02R,,M,この電車に乗って下さい。,kono densha ni notte kudasai.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0404.mp3,"4,18"
405,405,JP,9781442310964,Japanese 3,19,,,03Q,,N,Please transfer to an express train.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0405.mp3,"4,18"
