Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,start,stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet name,Skills
11,1,MA,9781442395718,Mandarin 5,1,,,06Q,,N,I haven’t been to England.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_011.mp3,"9,18"
12,1,MA,9781442395718,Mandarin 5,1,,,06R,,F,我没有去过英国。,wǒ méi yǒu qù guò yīng guó.,7,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_012.mp3,"9,18"
13,1,MA,9781442395718,Mandarin 5,1,,,07Q,,N,Was Macau in the past England’s colony?,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_013.mp3,7
14,1,MA,9781442395718,Mandarin 5,1,,,07R,,M,澳门以前是英国的殖民地吗？,ào men yǐ qián shì yīng guó de zhí mín dì ma?,12,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_014.mp3,7
15,1,MA,9781442395718,Mandarin 5,1,,,08Q,,N,Hong Kong is very close to Macau.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_015.mp3,"9,18"
16,1,MA,9781442395718,Mandarin 5,1,,,08R,,M,香港离澳门很近。,xiāng gǎng lí ào men hěn jìn.,7,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_016.mp3,"9,18"
17,1,MA,9781442395718,Mandarin 5,1,,,09Q,,N,Portugal’s egg tarts are delicious.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_017.mp3,"6,9"
18,1,MA,9781442395718,Mandarin 5,1,,,09R,,M,葡萄牙的蛋塔很好吃。,pú tao yá de dàn tà hěn hǎo chī.,9,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_018.mp3,"6,9"
19,1,MA,9781442395718,Mandarin 5,1,,,10Q,,N,My grandson lives in London.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_019.mp3,"5,9"
20,1,MA,9781442395718,Mandarin 5,1,,,10R,,M,我孙子住在伦敦。,wǒ sūn zi zhù zài lún dūn.,7,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_020.mp3,"5,9"
21,1,MA,9781442395718,Mandarin 5,1,,,11Q,,N,My son very much likes Hong Kong’s nightlife.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_021.mp3,"1,5"
22,1,MA,9781442395718,Mandarin 5,1,,,11R,,M,我儿子很喜欢香港的夜生活。,wǒ ér zi hěn xǐ huan xiāng gǎng de yè sheng huó.,12,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_022.mp3,"1,5"
23,1,MA,9781442395718,Mandarin 5,2,,,01Q,,N,A lot of people are standing in line.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_023.mp3,"7,9"
24,1,MA,9781442395718,Mandarin 5,2,,,01R,,M,很多的人在排队。,hěn duō de rén zài pái duì.,7,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_024.mp3,
25,1,MA,9781442395718,Mandarin 5,2,,,02Q,,M,Does he often get in touch with you?,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_025.mp3,7
26,1,MA,9781442395718,Mandarin 5,2,,,02R,,N,他常常跟你联系吗？,tā cháng cháng gēn nǐ lián xì ma?,8,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_026.mp3,7
27,1,MA,9781442395718,Mandarin 5,2,,,03Q,,N,Rhode Island is one of America’s states.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_027.mp3,9
28,1,MA,9781442395718,Mandarin 5,2,,,03R,,F,罗德岛是美国的一个州。,luó dé dǎo shì měi guó de yí gè zhōu.,10,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_028.mp3,9
29,1,MA,9781442395718,Mandarin 5,2,,,04Q,,N,Are you standing in line?,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_029.mp3,7
30,1,MA,9781442395718,Mandarin 5,2,,,04R,,F,你们在排队吗？,nǐ men zài pái duì ma?,6,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_030.mp3,7
31,1,MA,9781442395718,Mandarin 5,2,,,05Q,,N,Please don’t jump the line.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_031.mp3,7
32,1,MA,9781442395718,Mandarin 5,2,,,05R,,F,请别插队。,qǐng bié chā duì.,4,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_032.mp3,7
33,1,MA,9781442395718,Mandarin 5,2,,,06Q,,N,His ancestors were French.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_033.mp3,9
34,1,MA,9781442395718,Mandarin 5,2,,,06R,,M,他的祖先是法国人。,tā de zǔ xiān shì fǎ guó rén.,8,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_034.mp3,9
35,1,MA,9781442395718,Mandarin 5,2,,,07Q,,N,I’m the manager of a four-star hotel.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_035.mp3,"12,18"
36,1,MA,9781442395718,Mandarin 5,2,,,07R,,M,我是一家四星级酒店的经理。,wǒ shì yì jiā sì xīng jí jiǔ diàn de jīng lǐ.,12,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_036.mp3,"12,18"
37,1,MA,9781442395718,Mandarin 5,2,,,08Q,,N,I never jump the line.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_037.mp3,7
38,1,MA,9781442395718,Mandarin 5,2,,,08R,,M,我从来不插队。,wǒ cóng lái bù chā duì.,6,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_038.mp3,7
39,1,MA,9781442395718,Mandarin 5,2,,,09Q,,N,Are you Portuguese?,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_039.mp3,7
40,1,MA,9781442395718,Mandarin 5,2,,,09R,,M,您是葡萄牙人吗？,nín shì pú tao yá rén ma?,7,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_040.mp3,7
41,1,MA,9781442395718,Mandarin 5,2,,,10Q,,N,My son is at the Hong Kong Exchange interning.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_041.mp3,"5,11"
42,1,MA,9781442395718,Mandarin 5,2,,,10R,,M,我儿子在香港交易所实习。,wǒ ér zi zài xiāng gǎng jiāo yī suǒ shí xí.,11,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_042.mp3,"5,11"
43,1,MA,9781442395718,Mandarin 5,2,,,11Q,,N,Is Rhode Island an island?,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_043.mp3,7
44,1,MA,9781442395718,Mandarin 5,2,,,11R,,M,罗德岛是一个岛吗？,luó dé dǎo shì yí gè dǎo ma?,8,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_044.mp3,7
45,1,MA,9781442395718,Mandarin 5,2,,,12Q,,N,My son is interning at a five-star hotel.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_045.mp3,"5,9,12,18"
46,1,MA,9781442395718,Mandarin 5,2,,,12R,,M,我儿子在一家五星级酒店实习。,wǒ ér zi zài yī jiā wǔ xīng jí jiǔ diàn shí xí.,13,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_046.mp3,"5,9,12,18"
47,1,MA,9781442395718,Mandarin 5,3,,,01Q,,N,Eating raw chicken is not safe.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_047.mp3,"6,8"
48,1,MA,9781442395718,Mandarin 5,3,,,01R,,F,吃生的鸡肉不安全。,chī sheng de jī ròu bù ān quán.,8,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_048.mp3,"6,8"
49,1,MA,9781442395718,Mandarin 5,3,,,02Q,,N,Eating sashimi is too risky.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_049.mp3,"6,8"
50,1,MA,9781442395718,Mandarin 5,3,,,02R,,F,吃生鱼片风险太大。,chī sheng yǘ piàn fēng xiǎn tài dà.,8,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_050.mp3,"6,8"
51,1,MA,9781442395718,Mandarin 5,3,,,03Q,,N,Why don’t you like to gamble?,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_051.mp3,1
52,1,MA,9781442395718,Mandarin 5,3,,,03R,,F,你为什么不喜欢赌博？,nǐ wèi shén me bù xǐ huan dǔ bó?,9,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_052.mp3,1
53,1,MA,9781442395718,Mandarin 5,3,,,04Q,,N,How about we go to the casino?,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_053.mp3,1
54,1,MA,9781442395718,Mandarin 5,3,,,04R,,M,我们去赌场，怎么样？,"wǒ men qù dǔ chǎng, zěn me yàng?",8,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_054.mp3,1
55,1,MA,9781442395718,Mandarin 5,3,,,05Q,,N,Hawaii has two big islands.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_055.mp3,"12,18"
56,1,MA,9781442395718,Mandarin 5,3,,,05R,,M,夏威夷有两个大岛。,xià wēi yí yǒu liǎng gè dà dǎo.,8,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_056.mp3,"12,18"
57,1,MA,9781442395718,Mandarin 5,3,,,06Q,,N,"I eat cooked meat, but I like to eat sashimi.",,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_057.mp3,6
58,1,MA,9781442395718,Mandarin 5,3,,,06R,,M,我吃熟肉，可是我喜欢吃生鱼片。,"wǒ chī shòu ròu, kě shì wǒ xǐ huan chī sheng yǘ piàn.",13,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_058.mp3,6
59,1,MA,9781442395718,Mandarin 5,3,,,07Q,,N,Our fish is very safe.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_059.mp3,"6,8,16"
60,1,MA,9781442395718,Mandarin 5,3,,,07R,,F,我们的鱼很安全。,wǒ men de yǘ hěn ān quán.,7,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_060.mp3,"6,8,16"
61,1,MA,9781442395718,Mandarin 5,3,,,08Q,,N,I very much like to eat sashimi.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_061.mp3,"6,9"
62,1,MA,9781442395718,Mandarin 5,3,,,08R,,F,是我很喜欢吃生鱼片。,wǒ hěn xǐ huan chī shēng yù piàn.,8,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_062.mp3,"6,9"
63,1,MA,9781442395718,Mandarin 5,3,,,09Q,,N,Eating cooked meat is safer than eating raw meat.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_063.mp3,"6,8"
64,1,MA,9781442395718,Mandarin 5,3,,,09R,,M,吃熟肉比吃生肉安全。,chī shóu ròu bǐ chī sheng ròu ān quán.,9,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_064.mp3,"6,8"
65,1,MA,9781442395718,Mandarin 5,3,,,10Q,,N,"You’re from Rhode Island, isn’t that so?",,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_065.mp3,7
66,1,MA,9781442395718,Mandarin 5,3,,,10R,,M,"你是罗德岛人, 是吧？","nǐ shì luó dé dǎo rén, shì ba?",8,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_066.mp3,7
67,1,MA,9781442395718,Mandarin 5,3,,,11Q,,N,My daughter wants to work as a manager.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_067.mp3,"5,20"
68,1,MA,9781442395718,Mandarin 5,3,,,11R,,M,我女儿要当经理。,wǒ nǚ ér yào dāng jīng lǐ.,7,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_068.mp3,"5,20"
69,1,MA,9781442395718,Mandarin 5,4,,,01Q,,N,Is eating sashimi safe?,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_069.mp3,"6,8,16"
70,1,MA,9781442395718,Mandarin 5,4,,,01R,,M,吃生鱼片安全吗？,chī sheng yǘ piàn ān quán ma?,7,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_070.mp3,"6,8,16"
71,1,MA,9781442395718,Mandarin 5,4,,,02Q,,N,Opening a restaurant is very tiring.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_071.mp3,6
72,1,MA,9781442395718,Mandarin 5,4,,,02R,,F,开饭馆儿很累。,kāi fàn guǎnr hěn lèi.,5,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_072.mp3,6
73,1,MA,9781442395718,Mandarin 5,4,,,03Q,,N,He wants to open a restaurant.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_073.mp3,"6,14"
74,1,MA,9781442395718,Mandarin 5,4,,,03R,,F,他要开饭馆儿。,tā yào kāi fàn guǎnr.,5,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_074.mp3,"6,14"
75,1,MA,9781442395718,Mandarin 5,4,,,04Q,,N,It’s a pity he doesn’t have venture capital.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_075.mp3,20
76,1,MA,9781442395718,Mandarin 5,4,,,04R,,F,可惜他没有风险资本。,kě xī tā méi yǒu fēng xiǎn zī běn.,9,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_076.mp3,20
77,1,MA,9781442395718,Mandarin 5,4,,,05Q,,N,You don’t like to drink ice water?,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_077.mp3,6
78,1,MA,9781442395718,Mandarin 5,4,,,05R,,M,你不喜欢喝冰水吗？,nǐ bù xǐ huan hē bīng shuǐ ma?,8,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_078.mp3,6
79,1,MA,9781442395718,Mandarin 5,4,,,06Q,,N,Do you smoke?,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_079.mp3,8
80,1,MA,9781442395718,Mandarin 5,4,,,06R,,F,你吸烟吗？,nǐ xī yān ma?,4,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_080.mp3,8
81,1,MA,9781442395718,Mandarin 5,4,,,07Q,,N,Please give me a glass of boiled water.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_081.mp3,"6,8,16"
82,1,MA,9781442395718,Mandarin 5,4,,,07R,,F,请给我一杯开水。,qǐng gěi wǒ yì bēi kāi shuǐ.,7,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_082.mp3,"6,8,16"
83,1,MA,9781442395718,Mandarin 5,4,,,08Q,,N,In the tap water there are parasites.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_083.mp3,"6,8"
84,1,MA,9781442395718,Mandarin 5,4,,,08R,,M,生水里有寄生虫。,sheng shuǐ lǐ yǒu jì sheng chóng.,7,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_084.mp3,"6,8"
85,1,MA,9781442395718,Mandarin 5,4,,,09Q,,N,My son invests in stocks.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_085.mp3,"1,5,11"
86,1,MA,9781442395718,Mandarin 5,4,,,09R,,F,我儿子投资股票。,wǒ ér zi tóu zī gǔ piào.,7,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_086.mp3,"1,5,11"
87,1,MA,9781442395718,Mandarin 5,4,,,10Q,,N,Our restaurant is very hygienic.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_087.mp3,"6,8"
88,1,MA,9781442395718,Mandarin 5,4,,,10R,,M,我们饭馆儿很卫生。,wǒ men fàn guǎnr hěn wèi sheng.,7,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_088.mp3,"6,8"
89,1,MA,9781442395718,Mandarin 5,4,,,11Q,,N,I think investing in stocks resembles gambling.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_089.mp3,"1,11,20"
90,1,MA,9781442395718,Mandarin 5,4,,,11R,,M,我觉得投资股票像赌博。,wǒ jué de tóu zī gǔ piào xiàng dǔ bó.,10,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_090.mp3,"1,11,20"
91,1,MA,9781442395718,Mandarin 5,5,,,01Q,,N,Hainan Island is in China’s southern part.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_091.mp3,"9,18"
92,1,MA,9781442395718,Mandarin 5,5,,,01R,,F,海南岛在中国的南部。,hǎi nán dǎo zài zhōng guó de nán bù.,9,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_092.mp3,"9,18"
93,1,MA,9781442395718,Mandarin 5,5,,,02Q,,N,Hainan’s sandy beaches are very white.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_093.mp3,"9,17,18"
94,1,MA,9781442395718,Mandarin 5,5,,,02R,,F,海南的沙滩很白。,hǎi nán de shā tān hěn bái.,7,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_094.mp3,"9,17,18"
95,1,MA,9781442395718,Mandarin 5,5,,,03Q,,N,Teaching surfing is my hobby.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_095.mp3,"1,6"
96,1,MA,9781442395718,Mandarin 5,5,,,03R,,M,教冲浪是我的爱好。,jiāo chōng làng shì wǒ de ài hào.,8,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_096.mp3,"1,6"
97,1,MA,9781442395718,Mandarin 5,5,,,04Q,,N,"If you are careful, it’s not dangerous.",,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_097.mp3,7
98,1,MA,9781442395718,Mandarin 5,5,,,04R,,F,如果你小心，不危险。,"rú guǒ nǐ xiǎo xīn, bù wēi xiǎn.",8,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_098.mp3,7
99,1,MA,9781442395718,Mandarin 5,5,,,05Q,,N,I think working as a firefighter is too risky.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_099.mp3,"7,20"
100,1,MA,9781442395718,Mandarin 5,5,,,05R,,F,我觉得当消防员风险太大。,wǒ jué de dāng xiāo fáng yuán fēng xiǎn tài dà.,11,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_100.mp3,"7,20"
101,1,MA,9781442395718,Mandarin 5,5,,,06Q,,N,I want to participate in a surfing competition.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_101.mp3,1
102,1,MA,9781442395718,Mandarin 5,5,,,06R,,M,我要参加一个冲浪比赛。,wǒ yào cān jiā yí gè chōng làng bǐ sài.,10,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_102.mp3,1
103,1,MA,9781442395718,Mandarin 5,5,,,07Q,,N,"If you have interest, I’ll teach you to surf.",,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_103.mp3,1
104,1,MA,9781442395718,Mandarin 5,5,,,07R,,F,如果你有兴趣，我教你冲浪。,"rú guǒ nǐ yǒu xìng qu, wǒ jiāo nǐ chōng làng.",11,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_104.mp3,1
105,1,MA,9781442395718,Mandarin 5,5,,,08Q,,N,Hainan is China’s smallest province.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_105.mp3,"9,18"
106,1,MA,9781442395718,Mandarin 5,5,,,08R,,F,海南是中国最小的一个省。,hǎi nán shì zhōng guó zuì xiǎo de yí gè shěng.,11,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_106.mp3,"9,18"
107,1,MA,9781442395718,Mandarin 5,5,,,09Q,,N,"The waves are very big, very long.",,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_107.mp3,"9,18"
108,1,MA,9781442395718,Mandarin 5,5,,,09R,,F,浪很大、很长。,"làng hěn dà, hěn cháng.",5,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_108.mp3,"9,18"
109,1,MA,9781442395718,Mandarin 5,5,,,10Q,,N,My hobby is surfing.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_109.mp3,1
110,1,MA,9781442395718,Mandarin 5,5,,,10R,,F,我的爱好是冲浪。,wǒ de ài hào shì chōng làng.,7,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_110.mp3,1
111,1,MA,9781442395718,Mandarin 5,6,,,01Q,,N,Working as a firefighter is not boring.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_111.mp3,20
112,1,MA,9781442395718,Mandarin 5,6,,,01R,,F,当消防员不无聊。,dāng xiāo fáng yuán bù wú liáo.,7,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_112.mp3,20
113,1,MA,9781442395718,Mandarin 5,6,,,02Q,,N,Does it snow on Hainan Island?,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_113.mp3,"18,19"
114,1,MA,9781442395718,Mandarin 5,6,,,02R,,F,海南岛下雪吗？,hǎi nán dǎo xià xuě ma?,6,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_114.mp3,"18,19"
115,1,MA,9781442395718,Mandarin 5,6,,,03Q,,N,Very suitable for ice sculpture competitions and skiing.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_115.mp3,"1,18"
116,1,MA,9781442395718,Mandarin 5,6,,,03R,,M,很适合冰雕比赛和滑雪。,hěn shì hé bīng diāo bǐ sài hé huá xuě.,10,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_116.mp3,"1,18"
117,1,MA,9781442395718,Mandarin 5,6,,,04Q,,N,What’s the temperature the day after tomorrow?,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_117.mp3,"16,18,19"
118,1,MA,9781442395718,Mandarin 5,6,,,04R,,M,后天气温多少度？,hò tiān qì wēn duō shǎo dù?,7,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_118.mp3,"16,18,19"
119,1,MA,9781442395718,Mandarin 5,6,,,05Q,,N,Today’s temperature is five degrees below zero.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_119.mp3,"9,12,19"
120,1,MA,9781442395718,Mandarin 5,6,,,05R,,M,今天的气温是零下五度。,jīn tiān de qì wēn shì líng xià wǔ dù.,10,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_120.mp3,"9,12,19"
121,1,MA,9781442395718,Mandarin 5,6,,,06Q,,N,"Minnesota’s winter is very long, very cold.",,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_121.mp3,"17,19"
