Rec #,Lang,ISBN-13,Course,Unit Num,start,stop,QZ #,line #,spkr,Cue,#of words,Q or S,Course Name (Source),Skills
51,SP,978-1-4423-4634-5,Spanish 1,3,0:12:35,0:12:38,05Q,139,N,Good afternoon.,,,"Spanish Phase 1, Units 1-30 (2003)","10,13,16"
52,SP,978-1-4423-4634-5,Spanish 1,3,0:12:39,0:12:42,05R,140,M,Buenas tardes.,2,S,"Spanish Phase 1, Units 1-30 (2003)","10,13,16"
53,SP,978-1-4423-4634-5,Spanish 1,3,0:13:19,0:13:20,06Q,148,N,"Fine, thanks.",,,"Spanish Phase 1, Units 1-30 (2003)","13,16"
54,SP,978-1-4423-4634-5,Spanish 1,3,0:13:22,0:13:26,06R,149,F,"Bien, gracias.",2,S,"Spanish Phase 1, Units 1-30 (2003)","13,16"
55,SP,978-1-4423-4634-5,Spanish 1,3,0:14:03,0:14:05,07Q,154,N,I speak English.,,,"Spanish Phase 1, Units 1-30 (2003)","10,15,16"
56,SP,978-1-4423-4634-5,Spanish 1,3,0:14:06,0:14:10,07R,155,M,Hablo inglés.,2,S,"Spanish Phase 1, Units 1-30 (2003)","10,15,16"
57,SP,978-1-4423-4634-5,Spanish 1,3,0:14:10,0:14:13,08Q,156,N,I don’t understand Spanish.,,,"Spanish Phase 1, Units 1-30 (2003)","15,16"
58,SP,978-1-4423-4634-5,Spanish 1,3,0:14:15,0:14:19,08R,157,M,No entiendo español.,3,S,"Spanish Phase 1, Units 1-30 (2003)","15,16"
59,SP,978-1-4423-4634-5,Spanish 1,3,0:15:31,0:15:31,09Q,167,N,Good evening.,,,"Spanish Phase 1, Units 1-30 (2003)","10,13,16"
60,SP,978-1-4423-4634-5,Spanish 1,3,0:15:33,0:15:37,09R,168,M,Buenas noches.,2,S,"Spanish Phase 1, Units 1-30 (2003)","10,13,16"
61,SP,978-1-4423-4634-5,Spanish 1,3,0:20:34,0:20:37,10Q,222,N,"Excuse me, do you speak English?",,,"Spanish Phase 1, Units 1-30 (2003)","10,13,15,16"
62,SP,978-1-4423-4634-5,Spanish 1,3,0:20:39,0:20:43,10R,223,M,"Perdón, ¿habla inglés?",3,Q,"Spanish Phase 1, Units 1-30 (2003)","10,13,15,16"
63,SP,978-1-4423-4634-5,Spanish 1,3,0:20:46,0:20:48,11Q,224,N,"No sir, I don’t speak English.",,,"Spanish Phase 1, Units 1-30 (2003)",15
64,SP,978-1-4423-4634-5,Spanish 1,3,0:20:52,0:20:56,11R,225,F,"No señor, no hablo inglés.",5,S,"Spanish Phase 1, Units 1-30 (2003)",15
65,SP,978-1-4423-4634-5,Spanish 1,4,0:01:27,0:01:28,01Q,21,N,It's the evening.,,,"Spanish Phase 1, Units 1-30 (2003)",17
66,SP,978-1-4423-4634-5,Spanish 1,4,0:01:30,0:01:33,01R,22,M,Es la noche.,3,S,"Spanish Phase 1, Units 1-30 (2003)",17
67,SP,978-1-4423-4634-5,Spanish 1,4,0:08:58,0:08:59,02Q,95,N,"Pleased to meet you, miss.",,,"Spanish Phase 1, Units 1-30 (2003)","10,13,16"
68,SP,978-1-4423-4634-5,Spanish 1,4,0:09:03,0:09:06,02R,96,M,"Encantado, señorita.",2,S,"Spanish Phase 1, Units 1-30 (2003)","10,13,16"
69,SP,978-1-4423-4634-5,Spanish 1,4,0:09:29,0:09:30,03Q,100,N,Where are you?,,,"Spanish Phase 1, Units 1-30 (2003)",7
70,SP,978-1-4423-4634-5,Spanish 1,4,0:09:33,0:09:36,03R,101,M,¿Dónde está usted?,3,Q,"Spanish Phase 1, Units 1-30 (2003)",7
71,SP,978-1-4423-4634-5,Spanish 1,4,0:10:34,0:10:35,04Q,111,N,Where is the hotel?,,,"Spanish Phase 1, Units 1-30 (2003)","4,16,18"
72,SP,978-1-4423-4634-5,Spanish 1,4,0:10:38,0:10:41,04R,112,M,¿Dónde está el hotel?,4,Q,"Spanish Phase 1, Units 1-30 (2003)","4,16,18"
73,SP,978-1-4423-4634-5,Spanish 1,4,0:12:28,0:12:29,05Q,128,N,Is it here?,,,"Spanish Phase 1, Units 1-30 (2003)","4,7"
74,SP,978-1-4423-4634-5,Spanish 1,4,0:12:31,0:12:34,05R,129,F,¿Está aquí?,2,Q,"Spanish Phase 1, Units 1-30 (2003)","4,7"
75,SP,978-1-4423-4634-5,Spanish 1,4,0:15:06,0:15:07,06Q,153,N,The restaurant is here.,,,"Spanish Phase 1, Units 1-30 (2003)","4,6"
76,SP,978-1-4423-4634-5,Spanish 1,4,0:15:11,0:15:15,06R,154,M,El restaurante está aquí.,4,S,"Spanish Phase 1, Units 1-30 (2003)","4,6"
77,SP,978-1-4423-4634-5,Spanish 1,4,0:15:33,0:15:34,07Q,157,N,It’s over there.,,,"Spanish Phase 1, Units 1-30 (2003)",4
78,SP,978-1-4423-4634-5,Spanish 1,4,0:15:37,0:15:40,07R,158,M,Está allí.,2,S,"Spanish Phase 1, Units 1-30 (2003)",4
79,SP,978-1-4423-4634-5,Spanish 1,4,0:17:12,0:17:14,08Q,173,N,"Pleased to meet you, sir.",,,"Spanish Phase 1, Units 1-30 (2003)","10,13,16"
80,SP,978-1-4423-4634-5,Spanish 1,4,0:17:16,0:17:20,08R,174,F,"Encantada, señor.",2,S,"Spanish Phase 1, Units 1-30 (2003)","10,13,16"
81,SP,978-1-4423-4634-5,Spanish 1,4,0:18:34,0:18:36,09Q,188,N,Ask the man if he’s American.,,,"Spanish Phase 1, Units 1-30 (2003)",7
82,SP,978-1-4423-4634-5,Spanish 1,4,0:18:40,0:18:44,09R,189,F,"¿Es usted norteamericano, señor?",4,Q,"Spanish Phase 1, Units 1-30 (2003)",7
83,SP,978-1-4423-4634-5,Spanish 1,4,0:22:34,0:22:38,10Q,228,N,"How does he say, “I’m not Mexican.”",,,"Spanish Phase 1, Units 1-30 (2003)",7
84,SP,978-1-4423-4634-5,Spanish 1,4,0:22:41,0:22:45,10R,229,F,No soy mexicano.,3,S,"Spanish Phase 1, Units 1-30 (2003)",7
85,SP,978-1-4423-4634-5,Spanish 1,5,0:04:21,0:04:24,01Q,61,N,Are you from here?,,,"Spanish Phase 1, Units 1-30 (2003)",7
86,SP,978-1-4423-4634-5,Spanish 1,5,0:04:26,0:04:29,01R,62,M,¿Es usted de aquí?,4,Q,"Spanish Phase 1, Units 1-30 (2003)",7
87,SP,978-1-4423-4634-5,Spanish 1,5,0:07:13,0:07:14,02Q,89,N,I don’t know.,,,"Spanish Phase 1, Units 1-30 (2003)","7,16"
88,SP,978-1-4423-4634-5,Spanish 1,5,0:07:16,0:07:17,02R,90,F,No sé.,2,S,"Spanish Phase 1, Units 1-30 (2003)","7,16"
89,SP,978-1-4423-4634-5,Spanish 1,5,0:07:46,0:07:50,03Q,95,N,Do you know where the hotel is?,,,"Spanish Phase 1, Units 1-30 (2003)","4,16,18"
90,SP,978-1-4423-4634-5,Spanish 1,5,0:07:52,0:07:56,03R,96,M,¿Sabe dónde está el hotel?,5,Q,"Spanish Phase 1, Units 1-30 (2003)","4,16,18"
91,SP,978-1-4423-4634-5,Spanish 1,5,0:09:20,0:09:22,04Q,111,N,"Please, do you know where it is?",,,"Spanish Phase 1, Units 1-30 (2003)","4,13,16"
92,SP,978-1-4423-4634-5,Spanish 1,5,0:09:25,0:09:29,04R,112,M,"Por favor, ¿sabe dónde está?",5,Q,"Spanish Phase 1, Units 1-30 (2003)","4,13,16"
93,SP,978-1-4423-4634-5,Spanish 1,5,0:09:48,0:09:50,05Q,116,N,I don’t know where it is.,,,"Spanish Phase 1, Units 1-30 (2003)",4
94,SP,978-1-4423-4634-5,Spanish 1,5,0:09:52,0:09:56,05R,117,F,No sé dónde está.,4,S,"Spanish Phase 1, Units 1-30 (2003)",4
95,SP,978-1-4423-4634-5,Spanish 1,5,0:10:43,0:10:44,06Q,128,N,I’m not from here.,,,"Spanish Phase 1, Units 1-30 (2003)","7,16"
96,SP,978-1-4423-4634-5,Spanish 1,5,0:10:46,0:10:49,06R,129,F,No soy de aquí.,4,S,"Spanish Phase 1, Units 1-30 (2003)","7,16"
97,SP,978-1-4423-4634-5,Spanish 1,5,0:14:40,0:14:42,07Q,164,N,"Yes, I have pesos.",,,"Spanish Phase 1, Units 1-30 (2003)",11
98,SP,978-1-4423-4634-5,Spanish 1,5,0:14:44,0:14:47,07R,165,M,"Si, tengo pesos.",3,S,"Spanish Phase 1, Units 1-30 (2003)",11
99,SP,978-1-4423-4634-5,Spanish 1,5,0:16:48,0:16:50,08Q,185,N,I don’t have any pesos.,,,"Spanish Phase 1, Units 1-30 (2003)",11
100,SP,978-1-4423-4634-5,Spanish 1,5,0:16:52,0:16:55,08R,186,M,No tengo pesos.,3,S,"Spanish Phase 1, Units 1-30 (2003)",11
101,SP,978-1-4423-4634-5,Spanish 1,5,0:20:04,0:20:06,09Q,219,N,I don’t know where it is.,,,"Spanish Phase 1, Units 1-30 (2003)","4,16"
102,SP,978-1-4423-4634-5,Spanish 1,5,0:20:09,0:20:12,09R,220,F,No sé dónde está.,4,S,"Spanish Phase 1, Units 1-30 (2003)","4,16"
103,SP,978-1-4423-4634-5,Spanish 1,5,0:29:08,0:29:10,10Q,325,N,"You speak Spanish very well, sir.",,,"Spanish Phase 1, Units 1-30 (2003)",15
104,SP,978-1-4423-4634-5,Spanish 1,5,0:29:14,0:29:18,10R,326,F,"Habla castellano muy bien, señor.",5,S,"Spanish Phase 1, Units 1-30 (2003)",15
105,SP,978-1-4423-4634-5,Spanish 1,6,0:05:41,0:05:42,01Q,75,N,Not much.,,,"Spanish Phase 1, Units 1-30 (2003)",7
106,SP,978-1-4423-4634-5,Spanish 1,6,0:05:50,0:05:53,01R,76,F,No mucho.,2,S,"Spanish Phase 1, Units 1-30 (2003)",7
107,SP,978-1-4423-4634-5,Spanish 1,6,0:06:46,0:06:49,02Q,85,N,"Now say with emphasis, “YOU have a lot of dollars.”",,,"Spanish Phase 1, Units 1-30 (2003)","11,17"
108,SP,978-1-4423-4634-5,Spanish 1,6,0:06:53,0:06:57,02R,86,M,Usted tiene muchos dólares.,4,S,"Spanish Phase 1, Units 1-30 (2003)","11,17"
109,SP,978-1-4423-4634-5,Spanish 1,6,0:07:33,0:07:34,03Q,93,N,How many do you have?,,,"Spanish Phase 1, Units 1-30 (2003)",7
110,SP,978-1-4423-4634-5,Spanish 1,6,0:07:36,0:07:39,03R,94,M,¿Cuántos tiene?,2,Q,"Spanish Phase 1, Units 1-30 (2003)",7
111,SP,978-1-4423-4634-5,Spanish 1,6,0:08:09,0:08:11,04Q,100,N,I have two pesos.,,,"Spanish Phase 1, Units 1-30 (2003)","11,12"
112,SP,978-1-4423-4634-5,Spanish 1,6,0:08:13,0:08:15,04R,101,F,Tengo dos pesos.,3,S,"Spanish Phase 1, Units 1-30 (2003)","11,12"
113,SP,978-1-4423-4634-5,Spanish 1,6,0:09:21,0:09:23,05Q,112,N,But I don’t have any dollars.,,,"Spanish Phase 1, Units 1-30 (2003)",11
114,SP,978-1-4423-4634-5,Spanish 1,6,0:09:26,0:09:28,05R,113,F,Pero no tengo dólares.,4,S,"Spanish Phase 1, Units 1-30 (2003)",11
115,SP,978-1-4423-4634-5,Spanish 1,6,0:12:49,0:12:50,06Q,155,N,Do you want dollars?,,,"Spanish Phase 1, Units 1-30 (2003)",11
116,SP,978-1-4423-4634-5,Spanish 1,6,0:12:53,0:12:54,06R,156,M,¿Quiere dólares?,2,Q,"Spanish Phase 1, Units 1-30 (2003)",11
117,SP,978-1-4423-4634-5,Spanish 1,6,0:15:08,0:15:10,07Q,181,N,I want three pesos.,,,"Spanish Phase 1, Units 1-30 (2003)","11,12"
118,SP,978-1-4423-4634-5,Spanish 1,6,0:15:12,0:15:14,07R,182,F,Quiero tres pesos.,3,S,"Spanish Phase 1, Units 1-30 (2003)","11,12"
119,SP,978-1-4423-4634-5,Spanish 1,6,0:15:54,0:15:56,08Q,189,N,I don’t want three dollars.,,,"Spanish Phase 1, Units 1-30 (2003)","11,12"
120,SP,978-1-4423-4634-5,Spanish 1,6,0:15:59,0:16:01,08R,190,F,No quiero tres dólares.,4,S,"Spanish Phase 1, Units 1-30 (2003)","11,12"
121,SP,978-1-4423-4634-5,Spanish 1,6,0:18:23,0:18:24,09Q,218,N,That’s O.K.,,,"Spanish Phase 1, Units 1-30 (2003)",7
122,SP,978-1-4423-4634-5,Spanish 1,6,0:18:26,0:18:28,09R,219,M,Está bien.,2,S,"Spanish Phase 1, Units 1-30 (2003)",7
123,SP,978-1-4423-4634-5,Spanish 1,6,0:19:13,0:19:14,10Q,228,N,In the hotel.,,,"Spanish Phase 1, Units 1-30 (2003)",18
124,SP,978-1-4423-4634-5,Spanish 1,6,0:19:16,0:19:18,10R,229,F,En el hotel.,3,S,"Spanish Phase 1, Units 1-30 (2003)",18
125,SP,978-1-4423-4634-5,Spanish 1,7,0:11:50,0:11:51,01Q,142,N,I have four dollars.,,,"Spanish Phase 1, Units 1-30 (2003)","11,12"
126,SP,978-1-4423-4634-5,Spanish 1,7,0:11:53,0:11:57,01R,143,F,Yo tengo cuatro dólares.,4,S,"Spanish Phase 1, Units 1-30 (2003)","11,12"
127,SP,978-1-4423-4634-5,Spanish 1,7,0:14:42,0:14:43,02Q,173,N,What do you want?,,,"Spanish Phase 1, Units 1-30 (2003)",7
128,SP,978-1-4423-4634-5,Spanish 1,7,0:14:45,0:14:47,02R,174,M,¿Qué quiere?,2,Q,"Spanish Phase 1, Units 1-30 (2003)",7
129,SP,978-1-4423-4634-5,Spanish 1,7,0:16:06,0:16:08,03Q,189,N,Tell me that you want to eat.,,,"Spanish Phase 1, Units 1-30 (2003)",6
130,SP,978-1-4423-4634-5,Spanish 1,7,0:16:09,0:16:12,03R,190,F,Quiero comer.,2,S,"Spanish Phase 1, Units 1-30 (2003)",6
131,SP,978-1-4423-4634-5,Spanish 1,7,0:16:30,0:16:33,04Q,195,N,I want to eat in the hotel.,,,"Spanish Phase 1, Units 1-30 (2003)","6,18"
132,SP,978-1-4423-4634-5,Spanish 1,7,0:16:35,0:16:39,04R,196,F,Quiero comer en el hotel.,5,S,"Spanish Phase 1, Units 1-30 (2003)","6,18"
133,SP,978-1-4423-4634-5,Spanish 1,7,0:16:55,0:16:56,05Q,200,N,What do you want to eat?,,,"Spanish Phase 1, Units 1-30 (2003)",6
134,SP,978-1-4423-4634-5,Spanish 1,7,0:16:58,0:17:01,05R,201,M,¿Qué quiere comer?,3,Q,"Spanish Phase 1, Units 1-30 (2003)",6
135,SP,978-1-4423-4634-5,Spanish 1,7,0:19:31,0:19:32,06Q,231,N,I don’t want anything.,,,"Spanish Phase 1, Units 1-30 (2003)",7
136,SP,978-1-4423-4634-5,Spanish 1,7,0:19:38,0:19:42,06R,233,F,No quiero nada.,3,S,"Spanish Phase 1, Units 1-30 (2003)",7
137,SP,978-1-4423-4634-5,Spanish 1,7,0:20:52,0:20:53,07Q,248,N,I want to eat something.,,,"Spanish Phase 1, Units 1-30 (2003)","6,16"
138,SP,978-1-4423-4634-5,Spanish 1,7,0:20:56,0:20:59,07R,249,M,Quiero comer algo.,3,S,"Spanish Phase 1, Units 1-30 (2003)","6,16"
139,SP,978-1-4423-4634-5,Spanish 1,7,0:22:14,0:22:15,08Q,262,N,Where do you want to eat?,,,"Spanish Phase 1, Units 1-30 (2003)",6
140,SP,978-1-4423-4634-5,Spanish 1,7,0:22:17,0:22:21,08R,263,M,¿Dónde quiere comer?,3,Q,"Spanish Phase 1, Units 1-30 (2003)",6
141,SP,978-1-4423-4634-5,Spanish 1,7,0:24:36,0:24:37,09Q,296,N,Let’s go to eat.,,,"Spanish Phase 1, Units 1-30 (2003)",6
142,SP,978-1-4423-4634-5,Spanish 1,7,0:24:39,0:24:42,09R,297,F,Vamos a comer.,3,S,"Spanish Phase 1, Units 1-30 (2003)",6
143,SP,978-1-4423-4634-5,Spanish 1,7,0:27:47,0:27:49,10Q,328,N,How does she ask if you want to eat something?,,,"Spanish Phase 1, Units 1-30 (2003)",6
144,SP,978-1-4423-4634-5,Spanish 1,7,0:27:51,0:27:54,10R,329,F,¿Quiere comer algo?,3,Q,"Spanish Phase 1, Units 1-30 (2003)",6
145,SP,978-1-4423-4634-5,Spanish 1,8,0:05:20,0:05:22,01Q,70,N,Let’s go to the hotel.,,,"Spanish Phase 1, Units 1-30 (2003)","16,18"
146,SP,978-1-4423-4634-5,Spanish 1,8,0:05:24,0:05:26,01R,71,M,Vamos al hotel.,3,S,"Spanish Phase 1, Units 1-30 (2003)","16,18"
147,SP,978-1-4423-4634-5,Spanish 1,8,0:06:57,0:06:59,02Q,83,N,But I want to drink something.,,,"Spanish Phase 1, Units 1-30 (2003)",6
148,SP,978-1-4423-4634-5,Spanish 1,8,0:07:02,0:07:04,02R,84,M,Pero quiero beber algo.,4,S,"Spanish Phase 1, Units 1-30 (2003)",6
149,SP,978-1-4423-4634-5,Spanish 1,8,0:07:37,0:07:38,03Q,90,N,What do you want to drink?,,,"Spanish Phase 1, Units 1-30 (2003)",6
150,SP,978-1-4423-4634-5,Spanish 1,8,0:07:41,0:07:43,03R,91,F,¿Qué quiere beber?,3,Q,"Spanish Phase 1, Units 1-30 (2003)",6
151,SP,978-1-4423-4634-5,Spanish 1,8,0:09:09,0:09:10,04Q,103,N,I want a beer.,,,"Spanish Phase 1, Units 1-30 (2003)",6
152,SP,978-1-4423-4634-5,Spanish 1,8,0:09:13,0:09:15,04R,104,F,Quiero una cerveza.,3,S,"Spanish Phase 1, Units 1-30 (2003)",6
153,SP,978-1-4423-4634-5,Spanish 1,8,0:10:36,0:10:37,05Q,118,N,How much does it cost?,,,"Spanish Phase 1, Units 1-30 (2003)","14,16"
154,SP,978-1-4423-4634-5,Spanish 1,8,0:10:40,0:10:42,05R,119,M,¿Cuánto cuesta?,2,Q,"Spanish Phase 1, Units 1-30 (2003)","14,16"
155,SP,978-1-4423-4634-5,Spanish 1,8,0:15:06,0:15:08,06Q,167,N,I have six pesos.,,,"Spanish Phase 1, Units 1-30 (2003)","11,12"
156,SP,978-1-4423-4634-5,Spanish 1,8,0:15:12,0:15:15,06R,168,F,Yo tengo seis pesos.,4,S,"Spanish Phase 1, Units 1-30 (2003)","11,12"
157,SP,978-1-4423-4634-5,Spanish 1,8,0:18:48,0:18:50,07Q,203,N,Ask where the bathroom is.,,,"Spanish Phase 1, Units 1-30 (2003)","4,16"
158,SP,978-1-4423-4634-5,Spanish 1,8,0:18:53,0:18:55,07R,204,M,¿Dónde está el baño?,4,Q,"Spanish Phase 1, Units 1-30 (2003)","4,16"
159,SP,978-1-4423-4634-5,Spanish 1,8,0:19:45,0:19:47,08Q,213,N,I don’t know where the bathroom is.,,,"Spanish Phase 1, Units 1-30 (2003)","4,16"
160,SP,978-1-4423-4634-5,Spanish 1,8,0:19:51,0:19:53,08R,214,F,No sé dónde está el baño.,6,S,"Spanish Phase 1, Units 1-30 (2003)","4,16"
161,SP,978-1-4423-4634-5,Spanish 1,8,0:21:09,0:21:11,09Q,226,N,"Please, where’s the bathroom?",,,"Spanish Phase 1, Units 1-30 (2003)",16
