Rec #,Lang,Course,Lesson,Cluster,Qz #,Spkr,Cue,Transliteration,MP3 Snippet File Name,MP3 Audio ISBN,Premium ISBN
16,MSA,MSA 1,1 ,,08R,M,أنتِ تعرفينَ عَرَبي؟,anti ta`rifiina `arabi?,9781797112237_Arabic_Modern_Standard_1_QZ_016.mp3,9781442360341,9781797112237
17,MSA,MSA 1,1 ,,09Q,N,Do you understand English? (f),,9781797112237_Arabic_Modern_Standard_1_QZ_017.mp3,9781442360341,9781797112237
18,MSA,MSA 1,1 ,,09R,M,أنتِ تَعرِ فينَ إنكليزي؟,anti ta`rifiina ingliizi?,9781797112237_Arabic_Modern_Standard_1_QZ_018.mp3,9781442360341,9781797112237
19,MSA,MSA 1,1 ,,10Q,N,"No, I don’t understand. (m)",,9781797112237_Arabic_Modern_Standard_1_QZ_019.mp3,9781442360341,9781797112237
20,MSA,MSA 1,1 ,,10R,M,لا، أنا لا أعرِف.,"laa, ana laa a`rif.",9781797112237_Arabic_Modern_Standard_1_QZ_020.mp3,9781442360341,9781797112237
21,MSA,MSA 1,2 ,,01Q,N,I am American. (f),,9781797112237_Arabic_Modern_Standard_1_QZ_021.mp3,9781442360341,9781797112237
22,MSA,MSA 1,2 ,,01R,F,أنا أمريكية.,ana amriikiyya.,9781797112237_Arabic_Modern_Standard_1_QZ_022.mp3,9781442360341,9781797112237
23,MSA,MSA 1,2 ,,02Q,N,I understand Arabic a little.,,9781797112237_Arabic_Modern_Standard_1_QZ_023.mp3,9781442360341,9781797112237
24,MSA,MSA 1,2 ,,02R,F,أنا أعرفُ عربي قليلاً.,ana a`rifu `arabi qaliilan.,9781797112237_Arabic_Modern_Standard_1_QZ_024.mp3,9781442360341,9781797112237
25,MSA,MSA 1,2 ,,03Q,N,"I’m fine, thanks.",,9781797112237_Arabic_Modern_Standard_1_QZ_025.mp3,9781442360341,9781797112237
26,MSA,MSA 1,2 ,,03R,F,أنا بخَير، شكراً.,"ana bi-khayr, shukran.",9781797112237_Arabic_Modern_Standard_1_QZ_026.mp3,9781442360341,9781797112237
27,MSA,MSA 1,2 ,,04Q,N,I don’t know English well.,,9781797112237_Arabic_Modern_Standard_1_QZ_027.mp3,9781442360341,9781797112237
28,MSA,MSA 1,2 ,,04R,F,أنا لا أعرفُ إنكليزي جَيِّداً.,ana laa a`rifu ingliizi jayyidan.,9781797112237_Arabic_Modern_Standard_1_QZ_028.mp3,9781442360341,9781797112237
29,MSA,MSA 1,2 ,,05Q,N,Are you American? (f),,9781797112237_Arabic_Modern_Standard_1_QZ_029.mp3,9781442360341,9781797112237
30,MSA,MSA 1,2 ,,05R,F,أنتِ أمريكية؟,anti amriikiyya?,9781797112237_Arabic_Modern_Standard_1_QZ_030.mp3,9781442360341,9781797112237
31,MSA,MSA 1,2 ,,06Q,N,"Fine, thanks.",,9781797112237_Arabic_Modern_Standard_1_QZ_031.mp3,9781442360341,9781797112237
32,MSA,MSA 1,2 ,,06R,M,بخَير، شكراً.,"bi-khayr, shukran.",9781797112237_Arabic_Modern_Standard_1_QZ_032.mp3,9781442360341,9781797112237
33,MSA,MSA 1,2 ,,07Q,N,How are you?,,9781797112237_Arabic_Modern_Standard_1_QZ_033.mp3,9781442360341,9781797112237
34,MSA,MSA 1,2 ,,07R,M,كَيفَ الحال؟,kayfa-lHaal?,9781797112237_Arabic_Modern_Standard_1_QZ_034.mp3,9781442360341,9781797112237
35,MSA,MSA 1,2 ,,08Q,N,Good-bye.,,9781797112237_Arabic_Modern_Standard_1_QZ_035.mp3,9781442360341,9781797112237
36,MSA,MSA 1,2 ,,08R,M,مَعَ السلامة.,ma`assalama.,9781797112237_Arabic_Modern_Standard_1_QZ_036.mp3,9781442360341,9781797112237
37,MSA,MSA 1,2 ,,09Q,N,Good morning. (greeting),,9781797112237_Arabic_Modern_Standard_1_QZ_037.mp3,9781442360341,9781797112237
38,MSA,MSA 1,2 ,,09R,M,صباح الخَير.,sabaaH-al khayr.,9781797112237_Arabic_Modern_Standard_1_QZ_038.mp3,9781442360341,9781797112237
39,MSA,MSA 1,2 ,,10Q,N,Good morning. (response),,9781797112237_Arabic_Modern_Standard_1_QZ_039.mp3,9781442360341,9781797112237
40,MSA,MSA 1,2 ,,10R,M,صباح النور.,sabaaH-annour.,9781797112237_Arabic_Modern_Standard_1_QZ_040.mp3,9781442360341,9781797112237
41,MSA,MSA 1,3 ,,01Q,N,I’m Emirati. (f),,9781797112237_Arabic_Modern_Standard_1_QZ_041.mp3,9781442360341,9781797112237
42,MSA,MSA 1,3 ,,01R,F,أنا إماراتيّة.,Ana imaaraatiyya.,9781797112237_Arabic_Modern_Standard_1_QZ_042.mp3,9781442360341,9781797112237
43,MSA,MSA 1,3 ,,02Q,N,I’m not Syrian. (f),,9781797112237_Arabic_Modern_Standard_1_QZ_043.mp3,9781442360341,9781797112237
44,MSA,MSA 1,3 ,,02R,F,أنا لَستُ سورية.,ana lastu suuriyya.,9781797112237_Arabic_Modern_Standard_1_QZ_044.mp3,9781442360341,9781797112237
45,MSA,MSA 1,3 ,,03Q,N,You speak Arabic. (m),,9781797112237_Arabic_Modern_Standard_1_QZ_045.mp3,9781442360341,9781797112237
46,MSA,MSA 1,3 ,,03R,F,أنتَ تتكلّمُ عربي.‎,anta tatakallamu `arabi.,9781797112237_Arabic_Modern_Standard_1_QZ_046.mp3,9781442360341,9781797112237
47,MSA,MSA 1,3 ,,04Q,N,You speak very well. (m),,9781797112237_Arabic_Modern_Standard_1_QZ_047.mp3,9781442360341,9781797112237
48,MSA,MSA 1,3 ,,04R,F,أنتَ تتكلّمُ جيّدا جدا.,anta tatakallamu jayyidan jiddan.,9781797112237_Arabic_Modern_Standard_1_QZ_048.mp3,9781442360341,9781797112237
49,MSA,MSA 1,3 ,,05Q,N,You don’t understand English. (f),,9781797112237_Arabic_Modern_Standard_1_QZ_049.mp3,9781442360341,9781797112237
50,MSA,MSA 1,3 ,,05R,F,أنتِ لا تَعِرفينَ إنكليزي.,anti laa ta`rifiina ingliizi.,9781797112237_Arabic_Modern_Standard_1_QZ_050.mp3,9781442360341,9781797112237
51,MSA,MSA 1,3 ,,06Q,N,I’m Syrian. (m),,9781797112237_Arabic_Modern_Standard_1_QZ_051.mp3,9781442360341,9781797112237
52,MSA,MSA 1,3 ,,06R,M,أنا سوريّ.,ana suuri.,9781797112237_Arabic_Modern_Standard_1_QZ_052.mp3,9781442360341,9781797112237
53,MSA,MSA 1,3 ,,07Q,N,I’m not Kuwaiti. (m),,9781797112237_Arabic_Modern_Standard_1_QZ_053.mp3,9781442360341,9781797112237
54,MSA,MSA 1,3 ,,07R,M,أنا لَستُ كُوَيتيّ.,ana lastu kuwaytiy.,9781797112237_Arabic_Modern_Standard_1_QZ_054.mp3,9781442360341,9781797112237
55,MSA,MSA 1,3 ,,08Q,N,Are you Syrian? (f),,9781797112237_Arabic_Modern_Standard_1_QZ_055.mp3,9781442360341,9781797112237
56,MSA,MSA 1,3 ,,08R,M,أنتَ سوريّة؟,anti suuriyya?,9781797112237_Arabic_Modern_Standard_1_QZ_056.mp3,9781442360341,9781797112237
57,MSA,MSA 1,3 ,,09Q,N,But I don’t know Arabic.,,9781797112237_Arabic_Modern_Standard_1_QZ_057.mp3,9781442360341,9781797112237
58,MSA,MSA 1,3 ,,09R,M,لاكِن أنا لا أعرفُ عربي.,laakin ana laa a`rifu `arabi.,9781797112237_Arabic_Modern_Standard_1_QZ_058.mp3,9781442360341,9781797112237
59,MSA,MSA 1,3 ,,10Q,N,And you? (m),,9781797112237_Arabic_Modern_Standard_1_QZ_059.mp3,9781442360341,9781797112237
60,MSA,MSA 1,3 ,,10R,M,و أنتَ؟,wa anta?,9781797112237_Arabic_Modern_Standard_1_QZ_060.mp3,9781442360341,9781797112237
61,MSA,MSA 1,4 ,,01Q,N,I speak well.,,9781797112237_Arabic_Modern_Standard_1_QZ_061.mp3,9781442360341,9781797112237
62,MSA,MSA 1,4 ,,01R,F,أنا أتكلّمُ جيِّداً.,ana atakallamu jayyidan.,9781797112237_Arabic_Modern_Standard_1_QZ_062.mp3,9781442360341,9781797112237
63,MSA,MSA 1,4 ,,02Q,N,I speak a little.,,9781797112237_Arabic_Modern_Standard_1_QZ_063.mp3,9781442360341,9781797112237
64,MSA,MSA 1,4 ,,02R,F,أنا أتكلّم قليلاً.,ana atakallamu qaliilan.,9781797112237_Arabic_Modern_Standard_1_QZ_064.mp3,9781442360341,9781797112237
65,MSA,MSA 1,4 ,,03Q,N,Do you speak English? (f),,9781797112237_Arabic_Modern_Standard_1_QZ_065.mp3,9781442360341,9781797112237
66,MSA,MSA 1,4 ,,03R,F,أنتِ تتكلّمينَ إنكليزي؟,anti tatakallamiina ingliizi?,9781797112237_Arabic_Modern_Standard_1_QZ_066.mp3,9781442360341,9781797112237
67,MSA,MSA 1,4 ,,04Q,N,You speak well. (f),,9781797112237_Arabic_Modern_Standard_1_QZ_067.mp3,9781442360341,9781797112237
68,MSA,MSA 1,4 ,,04R,F,أنتِ تتكلّمينَ جيّدا.,anti tatakallamiina jayyidan.,9781797112237_Arabic_Modern_Standard_1_QZ_068.mp3,9781442360341,9781797112237
69,MSA,MSA 1,4 ,,05Q,N,"Where is Alhamra Street, please?",,9781797112237_Arabic_Modern_Standard_1_QZ_069.mp3,9781442360341,9781797112237
70,MSA,MSA 1,4 ,,05R,F,أينَ شارع الحمرا، مِن فضلِك؟,"ayna shaari` alHamra, min faDlik?",9781797112237_Arabic_Modern_Standard_1_QZ_070.mp3,9781442360341,9781797112237
71,MSA,MSA 1,4 ,,06Q,N,It’s here. (f),,9781797112237_Arabic_Modern_Standard_1_QZ_071.mp3,9781442360341,9781797112237
72,MSA,MSA 1,4 ,,06R,M,هِيَ هُنا.,hiya huna.,9781797112237_Arabic_Modern_Standard_1_QZ_072.mp3,9781442360341,9781797112237
73,MSA,MSA 1,4 ,,07Q,N,It’s over there. (f),,9781797112237_Arabic_Modern_Standard_1_QZ_073.mp3,9781442360341,9781797112237
74,MSA,MSA 1,4 ,,07R,M,هِيَ هُناك.,hiya hunaak.,9781797112237_Arabic_Modern_Standard_1_QZ_074.mp3,9781442360341,9781797112237
75,MSA,MSA 1,4 ,,08Q,N,Is it here? (f),,9781797112237_Arabic_Modern_Standard_1_QZ_075.mp3,9781442360341,9781797112237
76,MSA,MSA 1,4 ,,08R,M,هِيَ هُنا؟,hiya huna?,9781797112237_Arabic_Modern_Standard_1_QZ_076.mp3,9781442360341,9781797112237
77,MSA,MSA 1,4 ,,09Q,N,Is it here? (m),,9781797112237_Arabic_Modern_Standard_1_QZ_077.mp3,9781442360341,9781797112237
78,MSA,MSA 1,4 ,,09R,M,هُوَ هُنا?,huwa huna?,9781797112237_Arabic_Modern_Standard_1_QZ_078.mp3,9781442360341,9781797112237
79,MSA,MSA 1,4 ,,10Q,N,Is it over there? (m),,9781797112237_Arabic_Modern_Standard_1_QZ_079.mp3,9781442360341,9781797112237
80,MSA,MSA 1,4 ,,10R,M,هُوَ هُناك؟,huwa hunaak?,9781797112237_Arabic_Modern_Standard_1_QZ_080.mp3,9781442360341,9781797112237
81,MSA,MSA 1,5 ,,01Q,N,I would like to eat something.,,9781797112237_Arabic_Modern_Standard_1_QZ_081.mp3,9781442360341,9781797112237
82,MSA,MSA 1,5 ,,01R,F,أنا أحِبّ أن آكُلَ شيئاً.,ana uHibbu an aakula shay’an.,9781797112237_Arabic_Modern_Standard_1_QZ_082.mp3,9781442360341,9781797112237
83,MSA,MSA 1,5 ,,02Q,N,I would like to drink something.,,9781797112237_Arabic_Modern_Standard_1_QZ_083.mp3,9781442360341,9781797112237
84,MSA,MSA 1,5 ,,02R,F,أنا أحِبّ أن أشرَبَ شيئاً.,ana uHibbu an ashraba shay’an.,9781797112237_Arabic_Modern_Standard_1_QZ_084.mp3,9781442360341,9781797112237
85,MSA,MSA 1,5 ,,03Q,N,Okay. Where?,,9781797112237_Arabic_Modern_Standard_1_QZ_085.mp3,9781442360341,9781797112237
86,MSA,MSA 1,5 ,,03R,F,تمام. أينَ؟,tamaam. ayna?,9781797112237_Arabic_Modern_Standard_1_QZ_086.mp3,9781442360341,9781797112237
87,MSA,MSA 1,5 ,,04Q,N,"Where is Alhijaaz Station, please?",,9781797112237_Arabic_Modern_Standard_1_QZ_087.mp3,9781442360341,9781797112237
88,MSA,MSA 1,5 ,,04R,F,أينَ محطة الحجاز،من فضلِك؟,"ayna maHattat alHijaaz, min faDlik?",9781797112237_Arabic_Modern_Standard_1_QZ_088.mp3,9781442360341,9781797112237
89,MSA,MSA 1,5 ,,05Q,N,"It’s not here, sir.",,9781797112237_Arabic_Modern_Standard_1_QZ_089.mp3,9781442360341,9781797112237
90,MSA,MSA 1,5 ,,05R,F,هِيَ لَيسَت هُنا،يا سَيِّد.,"hiya laysat huna, yaa sayyid.",9781797112237_Arabic_Modern_Standard_1_QZ_090.mp3,9781442360341,9781797112237
91,MSA,MSA 1,5 ,,06Q,N,You would like to eat. (f),,9781797112237_Arabic_Modern_Standard_1_QZ_091.mp3,9781442360341,9781797112237
92,MSA,MSA 1,5 ,,06R,M,أنتِ تحبّينَ أن تأكلي.,anti tuHibbiina an ta’kulii.,9781797112237_Arabic_Modern_Standard_1_QZ_092.mp3,9781442360341,9781797112237
93,MSA,MSA 1,5 ,,07Q,N,"No, no, I know!",,9781797112237_Arabic_Modern_Standard_1_QZ_093.mp3,9781442360341,9781797112237
94,MSA,MSA 1,5 ,,07R,M,لا، لا،أنا أعرف!,"laa, laa, ana a`rif!",9781797112237_Arabic_Modern_Standard_1_QZ_094.mp3,9781442360341,9781797112237
95,MSA,MSA 1,5 ,,08Q,N,"Okay, thanks.",,9781797112237_Arabic_Modern_Standard_1_QZ_095.mp3,9781442360341,9781797112237
96,MSA,MSA 1,5 ,,08R,M,تمام، شكراً.,"tamaam, shukran.",9781797112237_Arabic_Modern_Standard_1_QZ_096.mp3,9781442360341,9781797112237
97,MSA,MSA 1,5 ,,09Q,N,"Excuse me, ma’am.",,9781797112237_Arabic_Modern_Standard_1_QZ_097.mp3,9781442360341,9781797112237
98,MSA,MSA 1,5 ,,09R,M,عفوا، يا سيِّدة.,"`afwan, yaa sayyida.",9781797112237_Arabic_Modern_Standard_1_QZ_098.mp3,9781442360341,9781797112237
99,MSA,MSA 1,5 ,,10Q,N,You would like to drink. (f),,9781797112237_Arabic_Modern_Standard_1_QZ_099.mp3,9781442360341,9781797112237
100,MSA,MSA 1,5 ,,10R,M,أنتِ تحبّينَ أن تشربي.,anti tuHibbiina an tashrabii.,9781797112237_Arabic_Modern_Standard_1_QZ_100.mp3,9781442360341,9781797112237
101,MSA,MSA 1,5 ,,11Q,N,Would you like to eat something? (f),,9781797112237_Arabic_Modern_Standard_1_QZ_101.mp3,9781442360341,9781797112237
102,MSA,MSA 1,5 ,,11R,M,أنتِ تحبّينَ أن تأكلي شيئاً؟,anti tuHibbiina an ta’kulii shay’an?,9781797112237_Arabic_Modern_Standard_1_QZ_102.mp3,9781442360341,9781797112237
103,MSA,MSA 1,6 ,,01Q,N,I too would like to eat.,,9781797112237_Arabic_Modern_Standard_1_QZ_103.mp3,9781442360341,9781797112237
104,MSA,MSA 1,6 ,,01R,F,أنا أيضاً أحبُّ أن آكل.,ana ayDan uHibbu an aakul.,9781797112237_Arabic_Modern_Standard_1_QZ_104.mp3,9781442360341,9781797112237
105,MSA,MSA 1,6 ,,02Q,N,Me too.,,9781797112237_Arabic_Modern_Standard_1_QZ_105.mp3,9781442360341,9781797112237
106,MSA,MSA 1,6 ,,02R,F,أنا أيضاً‬.,ana ayDan.,9781797112237_Arabic_Modern_Standard_1_QZ_106.mp3,9781442360341,9781797112237
107,MSA,MSA 1,6 ,,03Q,N,Where would you like to drink something? (m),,9781797112237_Arabic_Modern_Standard_1_QZ_107.mp3,9781442360341,9781797112237
108,MSA,MSA 1,6 ,,03R,F,أين تحبُ أن تشربَ شيئاً؟,ayna tuHibbu an tashraba shay’an?,9781797112237_Arabic_Modern_Standard_1_QZ_108.mp3,9781442360341,9781797112237
109,MSA,MSA 1,6 ,,04Q,N,I don’t know.,,9781797112237_Arabic_Modern_Standard_1_QZ_109.mp3,9781442360341,9781797112237
110,MSA,MSA 1,6 ,,04R,F,لا أعرف.,laa a`rif.,9781797112237_Arabic_Modern_Standard_1_QZ_110.mp3,9781442360341,9781797112237
111,MSA,MSA 1,6 ,,05Q,N,Not now.,,9781797112237_Arabic_Modern_Standard_1_QZ_111.mp3,9781442360341,9781797112237
112,MSA,MSA 1,6 ,,05R,F,ليس الآن.,laysa-l-aan.,9781797112237_Arabic_Modern_Standard_1_QZ_112.mp3,9781442360341,9781797112237
113,MSA,MSA 1,6 ,,06Q,N,When would you like to eat something?,,9781797112237_Arabic_Modern_Standard_1_QZ_113.mp3,9781442360341,9781797112237
114,MSA,MSA 1,6 ,,06R,M,متى ‬تُحِبّينَ‏ ‬أن تأكلي‏ ‬شيئاً؟‏,mataa tuHibbiina an ta’kulii shay’an?,9781797112237_Arabic_Modern_Standard_1_QZ_114.mp3,9781442360341,9781797112237
115,MSA,MSA 1,6 ,,07Q,N,"Yes, I know.",,9781797112237_Arabic_Modern_Standard_1_QZ_115.mp3,9781442360341,9781797112237
116,MSA,MSA 1,6 ,,07R,M,نعم، أعرف.,"na`am, a`rif.",9781797112237_Arabic_Modern_Standard_1_QZ_116.mp3,9781442360341,9781797112237
117,MSA,MSA 1,6 ,,08Q,N,Do you know? (f),,9781797112237_Arabic_Modern_Standard_1_QZ_117.mp3,9781442360341,9781797112237
118,MSA,MSA 1,6 ,,08R,M,تعرفين؟,ta`rifiin?,9781797112237_Arabic_Modern_Standard_1_QZ_118.mp3,9781442360341,9781797112237
119,MSA,MSA 1,6 ,,09Q,N,Do you speak English? (f),,9781797112237_Arabic_Modern_Standard_1_QZ_119.mp3,9781442360341,9781797112237
120,MSA,MSA 1,6 ,,09R,M,تتكلمينَ إنكليزي؟,tatakallamiina ingliizi?,9781797112237_Arabic_Modern_Standard_1_QZ_120.mp3,9781442360341,9781797112237
121,MSA,MSA 1,6 ,,10Q,N,I would like to drink something.,,9781797112237_Arabic_Modern_Standard_1_QZ_121.mp3,9781442360341,9781797112237
122,MSA,MSA 1,6 ,,10R,M,أحبُّ أن أشربَ شيئاً.,uHibbu an ashraba shay’an.,9781797112237_Arabic_Modern_Standard_1_QZ_122.mp3,9781442360341,9781797112237
123,MSA,MSA 1,7 ,,01Q,N,Where would you like to eat? (m),,9781797112237_Arabic_Modern_Standard_1_QZ_123.mp3,9781442360341,9781797112237
124,MSA,MSA 1,7 ,,01R,F,أين تُحِبُ أن تأكلْ؟,ayna tuHibbu an ta’kul?,9781797112237_Arabic_Modern_Standard_1_QZ_124.mp3,9781442360341,9781797112237
125,MSA,MSA 1,7 ,,02Q,N,Where is the restaurant?,,9781797112237_Arabic_Modern_Standard_1_QZ_125.mp3,9781442360341,9781797112237
126,MSA,MSA 1,7 ,,02R,F,أينَ المطعم؟,ayna-l-maT`am?,9781797112237_Arabic_Modern_Standard_1_QZ_126.mp3,9781442360341,9781797112237
127,MSA,MSA 1,7 ,,03Q,N,At the hotel or the restaurant?,,9781797112237_Arabic_Modern_Standard_1_QZ_127.mp3,9781442360341,9781797112237
128,MSA,MSA 1,7 ,,03R,F,بالفندق أو بِالمطعم؟,bil-fundoq ‘aw bil-maT`am?,9781797112237_Arabic_Modern_Standard_1_QZ_128.mp3,9781442360341,9781797112237
129,MSA,MSA 1,7 ,,04Q,N,Here or over there?,,9781797112237_Arabic_Modern_Standard_1_QZ_129.mp3,9781442360341,9781797112237
130,MSA,MSA 1,7 ,,04R,F,هُنا أو هُناك؟,huna ‘aw hunaak?,9781797112237_Arabic_Modern_Standard_1_QZ_130.mp3,9781442360341,9781797112237
131,MSA,MSA 1,7 ,,05Q,N,I don’t know what I would like to eat.,,9781797112237_Arabic_Modern_Standard_1_QZ_131.mp3,9781442360341,9781797112237
132,MSA,MSA 1,7 ,,05R,F,لا أعرف ماذا أحبُ أن آكل.,laa a`rif maadha uHibbu an aakul.,9781797112237_Arabic_Modern_Standard_1_QZ_132.mp3,9781442360341,9781797112237
133,MSA,MSA 1,7 ,,06Q,N,What would you like to drink? (f),,9781797112237_Arabic_Modern_Standard_1_QZ_133.mp3,9781442360341,9781797112237
134,MSA,MSA 1,7 ,,06R,M,ماذا تحبّينَ أن تشربي؟,maadha tuHibbiina an tashrabii?,9781797112237_Arabic_Modern_Standard_1_QZ_134.mp3,9781442360341,9781797112237
135,MSA,MSA 1,7 ,,07Q,N,Do you know where the restaurant is? (m),,9781797112237_Arabic_Modern_Standard_1_QZ_135.mp3,9781442360341,9781797112237
136,MSA,MSA 1,7 ,,07R,M,‏تعرفُ أينَ المطعم؟,ta`rifu ayna-l-maT`am?,9781797112237_Arabic_Modern_Standard_1_QZ_136.mp3,9781442360341,9781797112237
137,MSA,MSA 1,7 ,,08Q,N,Would you like coffee or tea?,,9781797112237_Arabic_Modern_Standard_1_QZ_137.mp3,9781442360341,9781797112237
138,MSA,MSA 1,7 ,,08R,M,تحبّينَ ‏‬قهوة أو شاي؟,tuHibbiina qahwa ‘aw shaay?,9781797112237_Arabic_Modern_Standard_1_QZ_138.mp3,9781442360341,9781797112237
139,MSA,MSA 1,7 ,,09Q,N,I’d like to eat here.,,9781797112237_Arabic_Modern_Standard_1_QZ_139.mp3,9781442360341,9781797112237
140,MSA,MSA 1,7 ,,09R,M,أحبُّ أن آكلَ هُنا.,uHibbu an aakula huna.,9781797112237_Arabic_Modern_Standard_1_QZ_140.mp3,9781442360341,9781797112237
141,MSA,MSA 1,7 ,,10Q,N,I would like tea or coffee.,,9781797112237_Arabic_Modern_Standard_1_QZ_141.mp3,9781442360341,9781797112237
142,MSA,MSA 1,7 ,,10R,M,أحبُّ شاي أو قهوة.,uHibbu shaay ‘aw qahwa.,9781797112237_Arabic_Modern_Standard_1_QZ_142.mp3,9781442360341,9781797112237
143,MSA,MSA 1,8 ,,01Q,N,Later I would like to buy something. (f),,9781797112237_Arabic_Modern_Standard_1_QZ_143.mp3,9781442360341,9781797112237
144,MSA,MSA 1,8 ,,01R,F,بعدَ قليل أحبّ أن أشتريَ شيئاً.,ba`da qaliil uHibbu an ashtariya shay’an.,9781797112237_Arabic_Modern_Standard_1_QZ_144.mp3,9781442360341,9781797112237
145,MSA,MSA 1,8 ,,02Q,N,"Two baklava, please.",,9781797112237_Arabic_Modern_Standard_1_QZ_145.mp3,9781442360341,9781797112237
146,MSA,MSA 1,8 ,,02R,F,"إثنين بقلاوة, من فضلِك.","ithnayn baqlaawa, min faDlik.",9781797112237_Arabic_Modern_Standard_1_QZ_146.mp3,9781442360341,9781797112237
147,MSA,MSA 1,8 ,,03Q,N,With whom?,,9781797112237_Arabic_Modern_Standard_1_QZ_147.mp3,9781442360341,9781797112237
148,MSA,MSA 1,8 ,,03R,F,مَعَ مَن؟,ma`a man?,9781797112237_Arabic_Modern_Standard_1_QZ_148.mp3,9781442360341,9781797112237
149,MSA,MSA 1,8 ,,04Q,N,What would you like to do? (m),,9781797112237_Arabic_Modern_Standard_1_QZ_149.mp3,9781442360341,9781797112237
150,MSA,MSA 1,8 ,,04R,F,ماذا تحبّ أن تفعل؟,maadha tuHibbu an taf`al?,9781797112237_Arabic_Modern_Standard_1_QZ_150.mp3,9781442360341,9781797112237
151,MSA,MSA 1,8 ,,05Q,N,What would you like to buy? (f),,9781797112237_Arabic_Modern_Standard_1_QZ_151.mp3,9781442360341,9781797112237
152,MSA,MSA 1,8 ,,05R,M,ماذا تحبّينَ أن تشتري؟,maadha tuHibbiina an tashtarii?,9781797112237_Arabic_Modern_Standard_1_QZ_152.mp3,9781442360341,9781797112237
153,MSA,MSA 1,8 ,,06Q,N,Would you like to eat something with me? (f),,9781797112237_Arabic_Modern_Standard_1_QZ_153.mp3,9781442360341,9781797112237
154,MSA,MSA 1,8 ,,06R,M,تحبينَ أن تأكلي شيئاً معي؟,tuHibbiina an ta’kulii shay’an ma`ii?,9781797112237_Arabic_Modern_Standard_1_QZ_154.mp3,9781442360341,9781797112237
155,MSA,MSA 1,8 ,,07Q,N,Would you like to eat baklava? (m),,9781797112237_Arabic_Modern_Standard_1_QZ_155.mp3,9781442360341,9781797112237
156,MSA,MSA 1,8 ,,07R,M,تحبُّ أن تأكلَ بقلاوة؟,tuHibbu an ta’kula baqlaawa?,9781797112237_Arabic_Modern_Standard_1_QZ_156.mp3,9781442360341,9781797112237
157,MSA,MSA 1,8 ,,08Q,N,Would you like to buy tea? (m),,9781797112237_Arabic_Modern_Standard_1_QZ_157.mp3,9781442360341,9781797112237
158,MSA,MSA 1,8 ,,08R,M,تحبّ أن تشتريَ شاي؟,tuHibbu an tashtariya shaay?,9781797112237_Arabic_Modern_Standard_1_QZ_158.mp3,9781442360341,9781797112237
159,MSA,MSA 1,8 ,,09Q,N,I would like to do something with you. (m),,9781797112237_Arabic_Modern_Standard_1_QZ_159.mp3,9781442360341,9781797112237
