Rec #,Lang,ISBN-13,Course,Unit Num,start,stop,QZ #,line #,spkr,Cue,#of words,Q or S,Course Name (Source),Skills
20,SP,978-1-4423-5040-3,Spanish 4,1,0:25:37,0:25:40,10R,229,F,Compré juguetes para sus niños.,5,S,"Spanish Phase 4, Units 1-30 (2010)","5,14"
21,SP,978-1-4423-5040-3,Spanish 4,1,0:26:02,0:26:05,11Q,232,N,I’m going to put them (m) here under the table.,,,"Spanish Phase 4, Units 1-30 (2010)",9
22,SP,978-1-4423-5040-3,Spanish 4,1,0:26:10,0:26:14,11R,233,M,Voy a ponerlos aquí debajo de la mesa.,7,S,"Spanish Phase 4, Units 1-30 (2010)",9
23,SP,978-1-4423-5040-3,Spanish 4,2,0:05:14,0:05:17,01Q,56,N,When are you going to meet with him?,,,"Spanish Phase 4, Units 1-30 (2010)",9
24,SP,978-1-4423-5040-3,Spanish 4,2,0:05:21,0:05:23,01R,57,F,¿Cuándo va a reunirse con él?,5,Q,"Spanish Phase 4, Units 1-30 (2010)",9
25,SP,978-1-4423-5040-3,Spanish 4,2,0:08:03,0:08:06,02Q,79,N,"Yes, it’s a very interesting novel.",,,"Spanish Phase 4, Units 1-30 (2010)",9
26,SP,978-1-4423-5040-3,Spanish 4,2,0:08:12,0:08:16,02R,80,M,"Sí, es una novela muy interesante.",5,S,"Spanish Phase 4, Units 1-30 (2010)",9
27,SP,978-1-4423-5040-3,Spanish 4,2,0:09:17,0:09:18,03Q,88,N,Have you read it (f)?,,,"Spanish Phase 4, Units 1-30 (2010)",1
28,SP,978-1-4423-5040-3,Spanish 4,2,0:09:20,0:09:22,03R,89,M,¿La ha leído?,3,Q,"Spanish Phase 4, Units 1-30 (2010)",1
29,SP,978-1-4423-5040-3,Spanish 4,2,0:11:32,0:11:35,04Q,107,N,"Yes, I’ve read her new novel.",,,"Spanish Phase 4, Units 1-30 (2010)",1
30,SP,978-1-4423-5040-3,Spanish 4,2,0:11:40,0:11:43,04R,108,F,"Sí, he leído su novela nueva.",5,S,"Spanish Phase 4, Units 1-30 (2010)",1
31,SP,978-1-4423-5040-3,Spanish 4,2,0:13:27,0:13:29,05Q,123,N,I read it (f) a little while ago.,,,"Spanish Phase 4, Units 1-30 (2010)",1
32,SP,978-1-4423-5040-3,Spanish 4,2,0:13:32,0:13:35,05R,124,M,La leí hace poco.,5,S,"Spanish Phase 4, Units 1-30 (2010)",1
33,SP,978-1-4423-5040-3,Spanish 4,2,0:14:26,0:14:30,06Q,131,N,I read her new novel translated into English.,,,"Spanish Phase 4, Units 1-30 (2010)",1
34,SP,978-1-4423-5040-3,Spanish 4,2,0:14:37,0:14:42,06R,132,M,Leí su novela nueva traducida al inglés.,7,S,"Spanish Phase 4, Units 1-30 (2010)",1
35,SP,978-1-4423-5040-3,Spanish 4,2,0:15:30,0:15:32,07Q,139,N,She’s very well-known.,,,"Spanish Phase 4, Units 1-30 (2010)",9
36,SP,978-1-4423-5040-3,Spanish 4,2,0:15:35,0:15:37,07R,140,M,Es muy conocida.,3,S,"Spanish Phase 4, Units 1-30 (2010)",9
37,SP,978-1-4423-5040-3,Spanish 4,2,0:17:30,0:17:32,08Q,153,N,She’s an interesting writer.,,,"Spanish Phase 4, Units 1-30 (2010)",9
38,SP,978-1-4423-5040-3,Spanish 4,2,0:17:36,0:17:39,08R,154,M,Es una escritora interesante.,4,S,"Spanish Phase 4, Units 1-30 (2010)",9
39,SP,978-1-4423-5040-3,Spanish 4,2,0:18:02,0:18:04,09Q,158,N,Here’s today’s newspaper.,,,"Spanish Phase 4, Units 1-30 (2010)",9
40,SP,978-1-4423-5040-3,Spanish 4,2,0:18:11,0:18:14,09R,160,F,Aquí está el periódico de hoy.,6,S,"Spanish Phase 4, Units 1-30 (2010)",9
41,SP,978-1-4423-5040-3,Spanish 4,2,0:23:30,0:23:33,10Q,204,N,There’s something special for the dessert.,,,"Spanish Phase 4, Units 1-30 (2010)",6
42,SP,978-1-4423-5040-3,Spanish 4,2,0:23:37,0:23:39,10R,206,F,Hay algo especial para el postre.,6,S,"Spanish Phase 4, Units 1-30 (2010)",6
43,SP,978-1-4423-5040-3,Spanish 4,2,0:27:10,0:27:12,11Q,234,N,I have read a few of her books.,,,"Spanish Phase 4, Units 1-30 (2010)",1
44,SP,978-1-4423-5040-3,Spanish 4,2,0:27:17,0:27:20,11R,235,M,He leído unos de sus libros.,6,S,"Spanish Phase 4, Units 1-30 (2010)",1
45,SP,978-1-4423-5040-3,Spanish 4,3,0:03:04,0:03:06,01Q,41,N,I’m a project manager.,,,"Spanish Phase 4, Units 1-30 (2010)",20
46,SP,978-1-4423-5040-3,Spanish 4,3,0:03:09,0:03:12,01R,42,F,Soy gerente de proyectos.,4,S,"Spanish Phase 4, Units 1-30 (2010)",20
47,SP,978-1-4423-5040-3,Spanish 4,3,0:04:06,0:04:08,02Q,54,N,I’m (f) the manager of the project.,,,"Spanish Phase 4, Units 1-30 (2010)",20
48,SP,978-1-4423-5040-3,Spanish 4,3,0:04:11,0:04:14,02R,55,F,Soy la gerente del proyecto.,5,S,"Spanish Phase 4, Units 1-30 (2010)",20
49,SP,978-1-4423-5040-3,Spanish 4,3,0:08:48,0:08:51,03Q,86,N,We’ll talk about the schedule.,,,"Spanish Phase 4, Units 1-30 (2010)",9
50,SP,978-1-4423-5040-3,Spanish 4,3,0:08:54,0:08:56,03R,87,F,Hablaremos del calendario.,3,S,"Spanish Phase 4, Units 1-30 (2010)",9
51,SP,978-1-4423-5040-3,Spanish 4,3,0:09:24,0:09:28,04Q,91,N,When are you going to meet with the department head?,,,"Spanish Phase 4, Units 1-30 (2010)",9
52,SP,978-1-4423-5040-3,Spanish 4,3,0:09:34,0:09:39,04R,92,M,¿Cuándo va a reunirse con el jefe del departamento?,8,Q,"Spanish Phase 4, Units 1-30 (2010)",9
53,SP,978-1-4423-5040-3,Spanish 4,3,0:11:21,0:11:23,05Q,107,N,It will take six months?,,,"Spanish Phase 4, Units 1-30 (2010)","12,17"
54,SP,978-1-4423-5040-3,Spanish 4,3,0:11:26,0:11:29,05R,108,M,¿Tomará seis meses?,3,Q,"Spanish Phase 4, Units 1-30 (2010)","12,17"
55,SP,978-1-4423-5040-3,Spanish 4,3,0:14:51,0:14:54,06Q,134,N,He writes business software.,,,"Spanish Phase 4, Units 1-30 (2010)","18,20"
56,SP,978-1-4423-5040-3,Spanish 4,3,0:14:57,0:15:00,06R,135,M,Escribe software de negocios.,4,S,"Spanish Phase 4, Units 1-30 (2010)","18,20"
57,SP,978-1-4423-5040-3,Spanish 4,3,0:17:02,0:17:03,07Q,149,N,She wrote a new novel.,,,"Spanish Phase 4, Units 1-30 (2010)",9
58,SP,978-1-4423-5040-3,Spanish 4,3,0:17:07,0:17:09,07R,150,F,Escribió una novela nueva.,4,S,"Spanish Phase 4, Units 1-30 (2010)",9
59,SP,978-1-4423-5040-3,Spanish 4,3,0:18:05,0:18:07,08Q,157,N,I read it translated into Spanish.,,,"Spanish Phase 4, Units 1-30 (2010)",1
60,SP,978-1-4423-5040-3,Spanish 4,3,0:18:12,0:18:15,08R,158,M,La leí traducida al español.,4,S,"Spanish Phase 4, Units 1-30 (2010)",1
61,SP,978-1-4423-5040-3,Spanish 4,3,0:18:39,0:18:41,09Q,161,N,It’s an interesting story.,,,"Spanish Phase 4, Units 1-30 (2010)",9
62,SP,978-1-4423-5040-3,Spanish 4,3,0:18:45,0:18:48,09R,162,M,Es un relato interesante.,4,S,"Spanish Phase 4, Units 1-30 (2010)",9
63,SP,978-1-4423-5040-3,Spanish 4,3,0:20:09,0:20:11,10Q,173,N,I read it twice.,,,"Spanish Phase 4, Units 1-30 (2010)",1
64,SP,978-1-4423-5040-3,Spanish 4,3,0:20:13,0:20:15,10R,174,F,La leí dos veces.,4,S,"Spanish Phase 4, Units 1-30 (2010)",1
65,SP,978-1-4423-5040-3,Spanish 4,4,0:03:24,0:03:26,01Q,46,N,We’ll talk about the project.,,,"Spanish Phase 4, Units 1-30 (2010)",20
66,SP,978-1-4423-5040-3,Spanish 4,4,0:03:29,0:03:31,01R,47,F,Hablaremos del proyecto.,3,S,"Spanish Phase 4, Units 1-30 (2010)",20
67,SP,978-1-4423-5040-3,Spanish 4,4,0:04:24,0:04:25,02Q,53,N,We’ll review the progress.,,,"Spanish Phase 4, Units 1-30 (2010)",9
68,SP,978-1-4423-5040-3,Spanish 4,4,0:04:29,0:04:31,02R,54,F,Repasaremos el progreso.,3,S,"Spanish Phase 4, Units 1-30 (2010)",9
69,SP,978-1-4423-5040-3,Spanish 4,4,0:04:36,0:04:40,03Q,55,N,The project will take at least six months.,,,"Spanish Phase 4, Units 1-30 (2010)","12,17,20"
70,SP,978-1-4423-5040-3,Spanish 4,4,0:04:44,0:04:48,03R,56,F,El proyecto tomará por lo menos seis meses.,7,S,"Spanish Phase 4, Units 1-30 (2010)","12,17,20"
71,SP,978-1-4423-5040-3,Spanish 4,4,0:07:00,0:07:03,04Q,75,N,She called an hour ago.,,,"Spanish Phase 4, Units 1-30 (2010)","3,17"
72,SP,978-1-4423-5040-3,Spanish 4,4,0:07:05,0:07:08,04R,76,M,Llamó hace una hora.,4,S,"Spanish Phase 4, Units 1-30 (2010)","3,17"
73,SP,978-1-4423-5040-3,Spanish 4,4,0:10:28,0:10:30,05Q,101,N,We’ll review some new invoices.,,,"Spanish Phase 4, Units 1-30 (2010)","9,20"
74,SP,978-1-4423-5040-3,Spanish 4,4,0:10:34,0:10:38,05R,102,F,Repasaremos unas facturas nuevas.,3,S,"Spanish Phase 4, Units 1-30 (2010)","9,20"
75,SP,978-1-4423-5040-3,Spanish 4,4,0:11:20,0:11:24,06Q,108,N,The problem of the schedule is already settled?,,,"Spanish Phase 4, Units 1-30 (2010)",9
76,SP,978-1-4423-5040-3,Spanish 4,4,0:11:30,0:11:34,06R,109,M,¿El problema del calendario ya está arreglado?,6,Q,"Spanish Phase 4, Units 1-30 (2010)",9
77,SP,978-1-4423-5040-3,Spanish 4,4,0:17:21,0:17:23,07Q,154,N,I want to read it (f).,,,"Spanish Phase 4, Units 1-30 (2010)",1
78,SP,978-1-4423-5040-3,Spanish 4,4,0:17:25,0:17:27,07R,155,F,Quiero leerla.,2,S,"Spanish Phase 4, Units 1-30 (2010)",1
79,SP,978-1-4423-5040-3,Spanish 4,4,0:19:59,0:20:01,08Q,177,N,What is the book about?,,,"Spanish Phase 4, Units 1-30 (2010)",9
80,SP,978-1-4423-5040-3,Spanish 4,4,0:20:04,0:20:06,08R,178,F,¿De qué trata el libro?,5,Q,"Spanish Phase 4, Units 1-30 (2010)",9
81,SP,978-1-4423-5040-3,Spanish 4,4,0:21:36,0:21:38,09Q,191,N,He stayed six months in Texas.,,,"Spanish Phase 4, Units 1-30 (2010)","12,17,18"
82,SP,978-1-4423-5040-3,Spanish 4,4,0:21:45,0:21:48,09R,192,M,Se quedó seis meses en Tejas.,6,S,"Spanish Phase 4, Units 1-30 (2010)","12,17,18"
83,SP,978-1-4423-5040-3,Spanish 4,4,0:23:02,0:23:05,10Q,203,N,The story is about his trip through Texas.,,,"Spanish Phase 4, Units 1-30 (2010)",18
84,SP,978-1-4423-5040-3,Spanish 4,4,0:23:11,0:23:14,10R,204,M,El relato trata de su viaje por Tejas.,7,S,"Spanish Phase 4, Units 1-30 (2010)",18
85,SP,978-1-4423-5040-3,Spanish 4,4,0:26:39,0:26:41,11Q,232,N,Right now.,,,"Spanish Phase 4, Units 1-30 (2010)",17
86,SP,978-1-4423-5040-3,Spanish 4,4,0:26:45,0:26:47,11R,233,F,Ahora mismo.,2,S,"Spanish Phase 4, Units 1-30 (2010)",17
87,SP,978-1-4423-5040-3,Spanish 4,5,0:05:04,0:05:06,01Q,52,N,"Well, I’m going to tell you.",,,"Spanish Phase 4, Units 1-30 (2010)",9
88,SP,978-1-4423-5040-3,Spanish 4,5,0:05:09,0:05:12,01R,53,M,"Bueno, voy a decírselo.",3,S,"Spanish Phase 4, Units 1-30 (2010)",9
89,SP,978-1-4423-5040-3,Spanish 4,5,0:07:40,0:07:43,02Q,71,N,And he lived in a small town.,,,"Spanish Phase 4, Units 1-30 (2010)",9
90,SP,978-1-4423-5040-3,Spanish 4,5,0:07:47,0:07:50,02R,72,M,Y vivió en un pueblo pequeño.,5,S,"Spanish Phase 4, Units 1-30 (2010)",9
91,SP,978-1-4423-5040-3,Spanish 4,5,0:08:26,0:08:28,03Q,79,N,He stayed there a few months.,,,"Spanish Phase 4, Units 1-30 (2010)","17,18"
92,SP,978-1-4423-5040-3,Spanish 4,5,0:08:32,0:08:35,03R,80,M,Se quedó allí unos meses.,5,S,"Spanish Phase 4, Units 1-30 (2010)","17,18"
93,SP,978-1-4423-5040-3,Spanish 4,5,0:09:46,0:09:47,04Q,89,N,What happened?,,,"Spanish Phase 4, Units 1-30 (2010)",7
94,SP,978-1-4423-5040-3,Spanish 4,5,0:09:50,0:09:51,04R,90,F,¿Qué pasó?,2,Q,"Spanish Phase 4, Units 1-30 (2010)",7
95,SP,978-1-4423-5040-3,Spanish 4,5,0:10:55,0:10:57,05Q,99,N,Something exciting occurred.,,,"Spanish Phase 4, Units 1-30 (2010)",7
96,SP,978-1-4423-5040-3,Spanish 4,5,0:11:05,0:11:08,05R,100,M,Ocurrió algo emocionante.,3,S,"Spanish Phase 4, Units 1-30 (2010)",7
97,SP,978-1-4423-5040-3,Spanish 4,5,0:11:14,0:11:16,06Q,102,N,But I’m not going to tell you.,,,"Spanish Phase 4, Units 1-30 (2010)",9
98,SP,978-1-4423-5040-3,Spanish 4,5,0:11:20,0:11:22,06R,103,M,Pero no voy a decírselo.,4,S,"Spanish Phase 4, Units 1-30 (2010)",9
99,SP,978-1-4423-5040-3,Spanish 4,5,0:11:48,0:11:50,07Q,106,N,I don’t want to tell you.,,,"Spanish Phase 4, Units 1-30 (2010)",9
100,SP,978-1-4423-5040-3,Spanish 4,5,0:11:53,0:11:55,07R,107,M,No quiero decírselo.,3,S,"Spanish Phase 4, Units 1-30 (2010)",9
101,SP,978-1-4423-5040-3,Spanish 4,5,0:14:00,0:14:03,08Q,126,N,There is a problem with some new invoices.,,,"Spanish Phase 4, Units 1-30 (2010)",20
102,SP,978-1-4423-5040-3,Spanish 4,5,0:14:08,0:14:12,08R,127,M,Hay un problema con unas facturas nuevas.,7,S,"Spanish Phase 4, Units 1-30 (2010)",20
103,SP,978-1-4423-5040-3,Spanish 4,5,0:17:08,0:17:11,09Q,151,N,My niece lives on the outskirts of Oaxaca.,,,"Spanish Phase 4, Units 1-30 (2010)",5
104,SP,978-1-4423-5040-3,Spanish 4,5,0:17:16,0:17:19,09R,152,M,Mi sobrina vive en las afueras de Oaxaca.,8,S,"Spanish Phase 4, Units 1-30 (2010)",5
105,SP,978-1-4423-5040-3,Spanish 4,5,0:20:00,0:20:03,10Q,175,N,She writes for an online magazine.,,,"Spanish Phase 4, Units 1-30 (2010)",9
106,SP,978-1-4423-5040-3,Spanish 4,5,0:20:07,0:20:10,10R,176,F,Escribe para una revista en Internet.,6,S,"Spanish Phase 4, Units 1-30 (2010)",9
107,SP,978-1-4423-5040-3,Spanish 4,6,0:02:19,0:02:20,01Q,34,N,What has he written?,,,"Spanish Phase 4, Units 1-30 (2010)",9
108,SP,978-1-4423-5040-3,Spanish 4,6,0:02:23,0:02:24,01R,35,F,¿Qué ha escrito?,3,Q,"Spanish Phase 4, Units 1-30 (2010)",9
109,SP,978-1-4423-5040-3,Spanish 4,6,0:07:17,0:07:18,02Q,76,N,Tell it to me!,,,"Spanish Phase 4, Units 1-30 (2010)",7
110,SP,978-1-4423-5040-3,Spanish 4,6,0:07:23,0:07:24,02R,77,F,¡Dígamelo!,1,S,"Spanish Phase 4, Units 1-30 (2010)",7
111,SP,978-1-4423-5040-3,Spanish 4,6,0:09:56,0:09:59,03Q,102,N,Then he moved to an apartment in Melbourne.,,,"Spanish Phase 4, Units 1-30 (2010)",9
112,SP,978-1-4423-5040-3,Spanish 4,6,0:10:24,0:10:28,03R,103,M,Entonces se mudó a un apartamento en Melburno.,7,S,"Spanish Phase 4, Units 1-30 (2010)",9
113,SP,978-1-4423-5040-3,Spanish 4,6,0:14:18,0:14:20,04Q,134,N,But I haven’t seen a translation.,,,"Spanish Phase 4, Units 1-30 (2010)",9
114,SP,978-1-4423-5040-3,Spanish 4,6,0:14:25,0:14:27,04R,135,F,Pero no he visto traducción.,5,S,"Spanish Phase 4, Units 1-30 (2010)",9
115,SP,978-1-4423-5040-3,Spanish 4,6,0:15:56,0:15:59,05Q,148,N,"Yes, he has written other books.",,,"Spanish Phase 4, Units 1-30 (2010)",1
116,SP,978-1-4423-5040-3,Spanish 4,6,0:16:03,0:16:06,05R,149,M,"Sí, ha escrito otros libros.",4,S,"Spanish Phase 4, Units 1-30 (2010)",1
117,SP,978-1-4423-5040-3,Spanish 4,6,0:20:26,0:20:28,06Q,185,N,My daughter is a journalist.,,,"Spanish Phase 4, Units 1-30 (2010)",5
118,SP,978-1-4423-5040-3,Spanish 4,6,0:20:32,0:20:34,06R,186,M,Mi hija es periodista.,4,S,"Spanish Phase 4, Units 1-30 (2010)",5
119,SP,978-1-4423-5040-3,Spanish 4,6,0:22:20,0:22:23,07Q,202,N,She found employment and an apartment.,,,"Spanish Phase 4, Units 1-30 (2010)",9
120,SP,978-1-4423-5040-3,Spanish 4,6,0:22:28,0:22:31,07R,203,M,Encontró empleo y un apartamento.,4,S,"Spanish Phase 4, Units 1-30 (2010)",9
121,SP,978-1-4423-5040-3,Spanish 4,6,0:23:08,0:23:11,08Q,208,N,He found a good employment in Accounting.,,,"Spanish Phase 4, Units 1-30 (2010)","9,20"
122,SP,978-1-4423-5040-3,Spanish 4,6,0:23:15,0:23:19,08R,209,F,Encontró un buen empleo en Contabilidad.,6,S,"Spanish Phase 4, Units 1-30 (2010)","9,20"
123,SP,978-1-4423-5040-3,Spanish 4,6,0:25:21,0:25:24,09Q,227,N,I found two old invoices.,,,"Spanish Phase 4, Units 1-30 (2010)",12
124,SP,978-1-4423-5040-3,Spanish 4,6,0:25:28,0:25:31,09R,228,F,Encontré dos facturas viejas.,4,S,"Spanish Phase 4, Units 1-30 (2010)",12
125,SP,978-1-4423-5040-3,Spanish 4,6,0:26:02,0:26:03,10Q,233,N,It’s not settled?,,,"Spanish Phase 4, Units 1-30 (2010)",9
126,SP,978-1-4423-5040-3,Spanish 4,6,0:26:06,0:26:09,10R,234,M,¿No está arreglado?,3,Q,"Spanish Phase 4, Units 1-30 (2010)",9
127,SP,978-1-4423-5040-3,Spanish 4,6,0:26:22,0:26:25,11Q,237,N,There still is a problem with one old invoice.,,,"Spanish Phase 4, Units 1-30 (2010)",9
128,SP,978-1-4423-5040-3,Spanish 4,6,0:26:29,0:26:32,11R,238,F,Todavía hay un problema con una factura vieja.,8,S,"Spanish Phase 4, Units 1-30 (2010)",9
129,SP,978-1-4423-5040-3,Spanish 4,7,0:03:23,0:03:26,01Q,42,N,I have an appointment with a journalist.,,,"Spanish Phase 4, Units 1-30 (2010)",9
130,SP,978-1-4423-5040-3,Spanish 4,7,0:03:38,0:03:40,01R,44,F,Tengo cita con un periodista.,5,S,"Spanish Phase 4, Units 1-30 (2010)",9
131,SP,978-1-4423-5040-3,Spanish 4,7,0:05:20,0:05:22,02Q,62,N,Is everything OK?,,,"Spanish Phase 4, Units 1-30 (2010)",7
132,SP,978-1-4423-5040-3,Spanish 4,7,0:05:27,0:05:29,02R,63,F,¿Está bien todo?,3,Q,"Spanish Phase 4, Units 1-30 (2010)",7
133,SP,978-1-4423-5040-3,Spanish 4,7,0:07:09,0:07:12,03Q,79,N,"Well, there was a problem in the subway.",,,"Spanish Phase 4, Units 1-30 (2010)",18
134,SP,978-1-4423-5040-3,Spanish 4,7,0:07:15,0:07:18,03R,80,M,"Pues, hubo un problema en el metro.",7,S,"Spanish Phase 4, Units 1-30 (2010)",18
135,SP,978-1-4423-5040-3,Spanish 4,7,0:07:33,0:07:35,04Q,83,N,Suddenly the train stopped.,,,"Spanish Phase 4, Units 1-30 (2010)",18
136,SP,978-1-4423-5040-3,Spanish 4,7,0:07:37,0:07:40,04R,84,M,De repente el tren se detuvo.,6,S,"Spanish Phase 4, Units 1-30 (2010)",18
137,SP,978-1-4423-5040-3,Spanish 4,7,0:12:09,0:12:11,05Q,124,N,Do you know the gentleman who is over there?,,,"Spanish Phase 4, Units 1-30 (2010)",7
138,SP,978-1-4423-5040-3,Spanish 4,7,0:12:15,0:12:19,05R,125,M,¿Conoce al caballero que está allí?,6,Q,"Spanish Phase 4, Units 1-30 (2010)",7
139,SP,978-1-4423-5040-3,Spanish 4,7,0:13:04,0:13:08,06Q,133,N,The gentleman who is standing next to the table.,,,"Spanish Phase 4, Units 1-30 (2010)",9
140,SP,978-1-4423-5040-3,Spanish 4,7,0:13:12,0:13:17,06R,134,M,El caballero que está parado al lado de la mesa.,10,S,"Spanish Phase 4, Units 1-30 (2010)",9
141,SP,978-1-4423-5040-3,Spanish 4,7,0:14:55,0:14:59,07Q,150,N,It’s the lady who is talking with some children?,,,"Spanish Phase 4, Units 1-30 (2010)",5
142,SP,978-1-4423-5040-3,Spanish 4,7,0:15:02,0:15:06,07R,151,F,¿Es la señora que está hablando con unos niños?,9,Q,"Spanish Phase 4, Units 1-30 (2010)",5
143,SP,978-1-4423-5040-3,Spanish 4,7,0:16:17,0:16:19,08Q,161,N,I’m reading one of his novels.,,,"Spanish Phase 4, Units 1-30 (2010)",1
144,SP,978-1-4423-5040-3,Spanish 4,7,0:16:23,0:16:27,08R,162,M,Estoy leyendo una de sus novelas.,5,S,"Spanish Phase 4, Units 1-30 (2010)",1
145,SP,978-1-4423-5040-3,Spanish 4,7,0:18:23,0:18:26,09Q,177,N,"Well, I’m not going to tell it to you.",,,"Spanish Phase 4, Units 1-30 (2010)",9
146,SP,978-1-4423-5040-3,Spanish 4,7,0:18:29,0:18:32,09R,178,M,"Pues, no voy a decírselo.",4,S,"Spanish Phase 4, Units 1-30 (2010)",9
147,SP,978-1-4423-5040-3,Spanish 4,7,0:24:20,0:24:22,10Q,228,N,There was a lot of traffic.,,,"Spanish Phase 4, Units 1-30 (2010)",9
148,SP,978-1-4423-5040-3,Spanish 4,7,0:24:25,0:24:27,10R,229,F,Hubo mucho tráfico.,3,S,"Spanish Phase 4, Units 1-30 (2010)",9
149,SP,978-1-4423-5040-3,Spanish 4,8,0:03:48,0:03:50,01Q,46,N,I’m going to the bookstore.,,,"Spanish Phase 4, Units 1-30 (2010)",1
150,SP,978-1-4423-5040-3,Spanish 4,8,0:04:26,0:04:29,01R,51,M,Voy a la librería.,3,S,"Spanish Phase 4, Units 1-30 (2010)",1
151,SP,978-1-4423-5040-3,Spanish 4,8,0:05:55,0:05:59,02Q,65,N,Can you recommend to me a book of short stories?,,,"Spanish Phase 4, Units 1-30 (2010)",9
152,SP,978-1-4423-5040-3,Spanish 4,8,0:06:04,0:06:08,02R,66,M,¿Puede recomendarme un libro de cuentos cortos?,6,Q,"Spanish Phase 4, Units 1-30 (2010)",9
153,SP,978-1-4423-5040-3,Spanish 4,8,0:07:22,0:07:24,03Q,79,N,Do you need any book?,,,"Spanish Phase 4, Units 1-30 (2010)",9
154,SP,978-1-4423-5040-3,Spanish 4,8,0:07:28,0:07:32,03R,80,M,¿Usted necesita algún libro?,4,Q,"Spanish Phase 4, Units 1-30 (2010)",9
155,SP,978-1-4423-5040-3,Spanish 4,8,0:08:35,0:08:38,04Q,91,N,The lady who is talking with the gentleman?,,,"Spanish Phase 4, Units 1-30 (2010)",9
156,SP,978-1-4423-5040-3,Spanish 4,8,0:08:42,0:08:47,04R,92,M,¿La señora que está hablando con el caballero?,8,Q,"Spanish Phase 4, Units 1-30 (2010)",9
157,SP,978-1-4423-5040-3,Spanish 4,8,0:09:30,0:09:31,05Q,99,N,I’m only looking.,,,"Spanish Phase 4, Units 1-30 (2010)",7
158,SP,978-1-4423-5040-3,Spanish 4,8,0:09:33,0:09:35,05R,100,M,Sólo estoy mirando.,3,S,"Spanish Phase 4, Units 1-30 (2010)",7
159,SP,978-1-4423-5040-3,Spanish 4,8,0:10:51,0:10:54,06Q,111,N,I’m looking at these books of short stories.,,,"Spanish Phase 4, Units 1-30 (2010)",1
