"Rec #","Lang","ISBN-13","Course","Unit Num","start","stop","QZ #","line #","spkr","Cue","#of words","Q or S","Course Name (Source)","Skills"
"36","IT","978-1-4423-5037-3","Italian 3","2","0:22:15","0:22:18","08R","220","F","Ha piovuto e ha nevicato qui a Roma l’anno scorso.","10","S","Italian Phase 3, units 1 - 30 (2004)","17,19"
"37","IT","978-1-4423-5037-3","Italian 3","2","0:23:22","0:23:24","09Q","232","N","I have a photo of our family at our place.","","","Italian Phase 3, units 1 - 30 (2004)","5"
"38","IT","978-1-4423-5037-3","Italian 3","2","0:23:29","0:23:31","09R","233","M","Ho una foto della nostra famiglia da noi.","8","S","Italian Phase 3, units 1 - 30 (2004)","5"
"39","IT","978-1-4423-5037-3","Italian 3","2","0:25:16","0:25:18","10Q","250","N","She’s learning Italian at school.","","","Italian Phase 3, units 1 - 30 (2004)","1,15"
"40","IT","978-1-4423-5037-3","Italian 3","2","0:25:22","0:25:23","10R","251","M","Impara l’italiano a scuola.","4","S","Italian Phase 3, units 1 - 30 (2004)","1,15"
"41","IT","978-1-4423-5037-3","Italian 3","2","0:25:56","0:25:57","11Q","256","N","this summer","","","Italian Phase 3, units 1 - 30 (2004)","17"
"42","IT","978-1-4423-5037-3","Italian 3","2","0:25:59","0:26:00","11R","257","M","quest’estate","1","S","Italian Phase 3, units 1 - 30 (2004)","17"
"43","IT","978-1-4423-5037-3","Italian 3","3","0:01:19","0:01:21","01Q","24","N","I don’t see where your house is on the map.","","","Italian Phase 3, units 1 - 30 (2004)","4"
"44","IT","978-1-4423-5037-3","Italian 3","3","0:01:25","0:01:28","01R","25","F","Non vedo dov’è la Sua casa sulla pianta.","8","S","Italian Phase 3, units 1 - 30 (2004)","4"
"45","IT","978-1-4423-5037-3","Italian 3","3","0:04:30","0:04:32","02Q","54","N","In the summer, it’s very hot.","","","Italian Phase 3, units 1 - 30 (2004)","17,19"
"46","IT","978-1-4423-5037-3","Italian 3","3","0:04:36","0:04:38","02R","55","F","In estate fa molto caldo.","5","S","Italian Phase 3, units 1 - 30 (2004)","17,19"
"47","IT","978-1-4423-5037-3","Italian 3","3","0:05:09","0:05:11","03Q","60","N","The weather is bad in January.","","","Italian Phase 3, units 1 - 30 (2004)","17,19"
"48","IT","978-1-4423-5037-3","Italian 3","3","0:05:15","0:05:16","03R","61","F","Fa cattivo tempo in gennaio.","5","S","Italian Phase 3, units 1 - 30 (2004)","17,19"
"49","IT","978-1-4423-5037-3","Italian 3","3","0:05:20","0:05:23","04Q","62","N","Last year it snowed, and it rained a lot.","","","Italian Phase 3, units 1 - 30 (2004)","12,17,19"
"50","IT","978-1-4423-5037-3","Italian 3","3","0:05:28","0:05:31","04R","63","M","L’anno scorso ha nevicato, e ha piovuto molto.","8","S","Italian Phase 3, units 1 - 30 (2004)","12,17,19"
"51","IT","978-1-4423-5037-3","Italian 3","3","0:07:07","0:07:10","05Q","78","N","It rained a lot last summer, but it never snows.","","","Italian Phase 3, units 1 - 30 (2004)","12,17,19"
"52","IT","978-1-4423-5037-3","Italian 3","3","0:07:17","0:07:19","05R","79","F","Ha piovuto molto l’estate scorsa, ma non nevica mai.","9","S","Italian Phase 3, units 1 - 30 (2004)","12,17,19"
"53","IT","978-1-4423-5037-3","Italian 3","3","0:13:34","0:13:36","06Q","139","N","Allow me to introduce myself.","","","Italian Phase 3, units 1 - 30 (2004)","10"
"54","IT","978-1-4423-5037-3","Italian 3","3","0:13:39","0:13:41","06R","140","M","Permetta che mi presenti.","4","S","Italian Phase 3, units 1 - 30 (2004)","10"
"55","IT","978-1-4423-5037-3","Italian 3","3","0:18:23","0:18:24","07Q","184","N","Where are you from?","","","Italian Phase 3, units 1 - 30 (2004)","4"
"56","IT","978-1-4423-5037-3","Italian 3","3","0:18:27","0:18:28","07R","185","M","Di dov’è Lei?","3","Q","Italian Phase 3, units 1 - 30 (2004)","4"
"57","IT","978-1-4423-5037-3","Italian 3","3","0:20:38","0:20:39","08Q","204","N","What is your occupation?","","","Italian Phase 3, units 1 - 30 (2004)","10,20"
"58","IT","978-1-4423-5037-3","Italian 3","3","0:20:42","0:20:43","08R","205","M","Di che cosa si occupa?","5","Q","Italian Phase 3, units 1 - 30 (2004)","10,20"
"59","IT","978-1-4423-5037-3","Italian 3","3","0:21:00","0:21:01","09Q","207","N","I work in a bank.","","","Italian Phase 3, units 1 - 30 (2004)","11,20"
"60","IT","978-1-4423-5037-3","Italian 3","3","0:21:07","0:21:08","09R","208","F","Lavoro in banca.","3","S","Italian Phase 3, units 1 - 30 (2004)","11,20"
"61","IT","978-1-4423-5037-3","Italian 3","3","0:28:55","0:28:58","10Q","280","N","Last month it rained a lot, but now it’s beautiful.","","","Italian Phase 3, units 1 - 30 (2004)","12,17,19"
"62","IT","978-1-4423-5037-3","Italian 3","3","0:29:04","0:29:07","10R","281","M","Il mese scorso ha piovuto molto, ma adesso fa bello.","10","S","Italian Phase 3, units 1 - 30 (2004)","12,17,19"
"63","IT","978-1-4423-5037-3","Italian 3","4","0:03:33","0:03:35","01Q","49","N","It wasn’t really bad weather.","","","Italian Phase 3, units 1 - 30 (2004)","19"
"64","IT","978-1-4423-5037-3","Italian 3","4","0:03:39","0:03:41","01R","50","F","Non faceva veramente cattivo tempo.","5","S","Italian Phase 3, units 1 - 30 (2004)","19"
"65","IT","978-1-4423-5037-3","Italian 3","4","0:04:17","0:04:19","02Q","55","N","How’s the weather in summer?","","","Italian Phase 3, units 1 - 30 (2004)","16,17,19"
"66","IT","978-1-4423-5037-3","Italian 3","4","0:04:22","0:04:24","02R","56","F","Che tempo fa in estate?","5","Q","Italian Phase 3, units 1 - 30 (2004)","16,17,19"
"67","IT","978-1-4423-5037-3","Italian 3","4","0:04:56","0:04:57","03Q","61","N","Sometimes it rains a lot.","","","Italian Phase 3, units 1 - 30 (2004)","12,17,19"
"68","IT","978-1-4423-5037-3","Italian 3","4","0:05:01","0:05:03","03R","62","M","Qualche volta piove molto.","4","S","Italian Phase 3, units 1 - 30 (2004)","12,17,19"
"69","IT","978-1-4423-5037-3","Italian 3","4","0:06:55","0:06:56","04Q","79","N","Does it snow there?","","","Italian Phase 3, units 1 - 30 (2004)","19"
"70","IT","978-1-4423-5037-3","Italian 3","4","0:06:59","0:07:00","04R","80","M","Nevica lì?","2","Q","Italian Phase 3, units 1 - 30 (2004)","19"
"71","IT","978-1-4423-5037-3","Italian 3","4","0:08:51","0:08:55","05Q","98","N","Are you a teacher?","","","Italian Phase 3, units 1 - 30 (2004)","20"
"72","IT","978-1-4423-5037-3","Italian 3","4","0:08:55","0:08:56","05R","99","F","È professore?","2","Q","Italian Phase 3, units 1 - 30 (2004)","20"
"73","IT","978-1-4423-5037-3","Italian 3","4","0:14:35","0:14:36","06Q","148","N","My brother is married.","","","Italian Phase 3, units 1 - 30 (2004)","5"
"74","IT","978-1-4423-5037-3","Italian 3","4","0:14:40","0:14:41","06R","149","M","Mio fratello è sposato.","4","S","Italian Phase 3, units 1 - 30 (2004)","5"
"75","IT","978-1-4423-5037-3","Italian 3","4","0:17:03","0:17:05","07Q","169","N","My sister is married to an American.","","","Italian Phase 3, units 1 - 30 (2004)","5"
"76","IT","978-1-4423-5037-3","Italian 3","4","0:17:10","0:17:12","07R","170","F","Mia sorella è sposata con un americano.","7","S","Italian Phase 3, units 1 - 30 (2004)","5"
"77","IT","978-1-4423-5037-3","Italian 3","4","0:18:43","0:18:45","08Q","183","N","Where do your brother and his wife live?","","","Italian Phase 3, units 1 - 30 (2004)","4,5"
"78","IT","978-1-4423-5037-3","Italian 3","4","0:18:51","0:18:53","08R","184","F","Dove abitano suo fratello e sua moglie?","7","Q","Italian Phase 3, units 1 - 30 (2004)","4,5"
"79","IT","978-1-4423-5037-3","Italian 3","4","0:21:36","0:21:37","09Q","210","N","I’m a bank manager.","","","Italian Phase 3, units 1 - 30 (2004)","5,20"
"80","IT","978-1-4423-5037-3","Italian 3","4","0:21:38","0:21:39","09R","211","M","Sono dirigente di banca.","4","S","Italian Phase 3, units 1 - 30 (2004)","5,20"
"81","IT","978-1-4423-5037-3","Italian 3","4","0:24:10","0:24:12","10Q","233","N","They don’t want to stay there a long time.","","","Italian Phase 3, units 1 - 30 (2004)","17,18"
"82","IT","978-1-4423-5037-3","Italian 3","4","0:24:16","0:24:17","10R","234","F","Non vogliono restarci molto tempo.","5","S","Italian Phase 3, units 1 - 30 (2004)","17,18"
"83","IT","978-1-4423-5037-3","Italian 3","5","0:01:56","0:01:58","01Q","29","N","He’s a teacher at the University.","","","Italian Phase 3, units 1 - 30 (2004)","20"
"84","IT","978-1-4423-5037-3","Italian 3","5","0:02:02","0:02:03","01R","30","M","È professore all’università.","3","S","Italian Phase 3, units 1 - 30 (2004)","20"
"85","IT","978-1-4423-5037-3","Italian 3","5","0:10:52","0:10:53","02Q","112","N","What is your brother’s occupation?","","","Italian Phase 3, units 1 - 30 (2004)","5,20"
"86","IT","978-1-4423-5037-3","Italian 3","5","0:10:57","0:11:00","02R","113","F","Di che cosa si occupa Suo fratello?","7","Q","Italian Phase 3, units 1 - 30 (2004)","5,20"
"87","IT","978-1-4423-5037-3","Italian 3","5","0:11:09","0:11:10","03Q","115","N","He’s an engineer .","","","Italian Phase 3, units 1 - 30 (2004)","20"
"88","IT","978-1-4423-5037-3","Italian 3","5","0:11:13","0:11:14","03R","116","M","È ingegnere.","2","S","Italian Phase 3, units 1 - 30 (2004)","20"
"89","IT","978-1-4423-5037-3","Italian 3","5","0:15:52","0:15:52","04Q","159","N","Not bad.","","","Italian Phase 3, units 1 - 30 (2004)","7"
"90","IT","978-1-4423-5037-3","Italian 3","5","0:15:55","0:15:56","04R","160","F","Niente male.","2","S","Italian Phase 3, units 1 - 30 (2004)","7"
"91","IT","978-1-4423-5037-3","Italian 3","5","0:16:25","0:16:26","05Q","165","N","Where did you learn Italian?","","","Italian Phase 3, units 1 - 30 (2004)","9,15"
"92","IT","978-1-4423-5037-3","Italian 3","5","0:16:30","0:16:31","05R","166","F","Dove ha imparato l’italiano?","4","Q","Italian Phase 3, units 1 - 30 (2004)","9,15"
"93","IT","978-1-4423-5037-3","Italian 3","5","0:16:36","0:16:38","06Q","167","N","I learned with a Pimsleur course.","","","Italian Phase 3, units 1 - 30 (2004)","9,15"
"94","IT","978-1-4423-5037-3","Italian 3","5","0:16:42","0:16:43","06R","168","M","Ho imparato con un corso Pimsleur.","6","S","Italian Phase 3, units 1 - 30 (2004)","9,15"
"95","IT","978-1-4423-5037-3","Italian 3","5","0:19:18","0:19:19","07Q","194","N","English is difficult.","","","Italian Phase 3, units 1 - 30 (2004)","9,15"
"96","IT","978-1-4423-5037-3","Italian 3","5","0:19:22","0:19:24","07R","195","F","L’inglese è difficile.","3","S","Italian Phase 3, units 1 - 30 (2004)","9,15"
"97","IT","978-1-4423-5037-3","Italian 3","5","0:19:27","0:19:28","08Q","196","N","It’s not easy.","","","Italian Phase 3, units 1 - 30 (2004)","16"
"98","IT","978-1-4423-5037-3","Italian 3","5","0:19:31","0:19:32","08R","197","F","Non è facile.","3","S","Italian Phase 3, units 1 - 30 (2004)","16"
"99","IT","978-1-4423-5037-3","Italian 3","5","0:19:59","0:20:00","09Q","201","N","When did you learn English?","","","Italian Phase 3, units 1 - 30 (2004)","15"
"100","IT","978-1-4423-5037-3","Italian 3","5","0:20:04","0:20:05","09R","202","M","Quando ha imparato l’inglese?","4","Q","Italian Phase 3, units 1 - 30 (2004)","15"
"101","IT","978-1-4423-5037-3","Italian 3","5","0:29:17","0:29:19","10Q","187","N","Was Italian easy for you?","","","Italian Phase 3, units 1 - 30 (2004)","15"
"102","IT","978-1-4423-5037-3","Italian 3","5","29:25..66","0:29:27","10R","188","F","L’italiano era facile per lei?","5","Q","Italian Phase 3, units 1 - 30 (2004)","15"
"103","IT","978-1-4423-5037-3","Italian 3","5","0:29:47","0:29:49","11Q","292","N","It’s not difficult at all.","","","Italian Phase 3, units 1 - 30 (2004)","16"
"104","IT","978-1-4423-5037-3","Italian 3","5","0:29:53","0:29:54","11R","293","M","Non è affatto difficile.","4","S","Italian Phase 3, units 1 - 30 (2004)","16"
"105","IT","978-1-4423-5037-3","Italian 3","6","0:03:53","0:03:55","01Q","50","N","Her husband is an engineer in an Italian company.","","","Italian Phase 3, units 1 - 30 (2004)","5,20"
"106","IT","978-1-4423-5037-3","Italian 3","6","0:04:00","0:04:03","01R","51","M","Suo marito è ingegnere in una società italiana.","8","S","Italian Phase 3, units 1 - 30 (2004)","5,20"
"107","IT","978-1-4423-5037-3","Italian 3","6","0:12:26","0:12:27","02Q","132","N","What does her husband do?","","","Italian Phase 3, units 1 - 30 (2004)","5"
"108","IT","978-1-4423-5037-3","Italian 3","6","0:12:29","0:12:30","02R","133","F","Che cosa fa suo marito?","5","Q","Italian Phase 3, units 1 - 30 (2004)","5"
"109","IT","978-1-4423-5037-3","Italian 3","6","0:15:29","0:15:30","03Q","161","N","The menu, please.","","","Italian Phase 3, units 1 - 30 (2004)","6,13,16"
"110","IT","978-1-4423-5037-3","Italian 3","6","0:15:33","0:15:34","03R","162","M","Il menú, per favore.","4","S","Italian Phase 3, units 1 - 30 (2004)","6,13,16"
"111","IT","978-1-4423-5037-3","Italian 3","6","0:16:56","0:16:57","04Q","176","N","What do you recommend to us?","","","Italian Phase 3, units 1 - 30 (2004)","6,16"
"112","IT","978-1-4423-5037-3","Italian 3","6","0:17:00","0:17:02","04R","177","M","Che cosa ci raccomanda?","4","Q","Italian Phase 3, units 1 - 30 (2004)","6,16"
"113","IT","978-1-4423-5037-3","Italian 3","6","0:17:05","0:17:07","05Q","178","N","We’re going to order red wine.","","","Italian Phase 3, units 1 - 30 (2004)","6"
"114","IT","978-1-4423-5037-3","Italian 3","6","0:17:09","0:17:11","05R","179","M","Ordiniamo del vino rosso.","4","S","Italian Phase 3, units 1 - 30 (2004)","6"
"115","IT","978-1-4423-5037-3","Italian 3","6","0:18:07","0:18:09","06Q","186","N","We’d like to order some wine.","","","Italian Phase 3, units 1 - 30 (2004)","6"
"116","IT","978-1-4423-5037-3","Italian 3","6","0:18:13","0:18:14","06R","187","M","Vorremmo ordinare del vino.","4","S","Italian Phase 3, units 1 - 30 (2004)","6"
"117","IT","978-1-4423-5037-3","Italian 3","6","0:18:37","0:18:38","07Q","190","N","What wine do you recommend to us?","","","Italian Phase 3, units 1 - 30 (2004)","6"
"118","IT","978-1-4423-5037-3","Italian 3","6","0:18:42","0:18:43","07R","191","M","Che vino ci raccomanda?","4","Q","Italian Phase 3, units 1 - 30 (2004)","6"
"119","IT","978-1-4423-5037-3","Italian 3","6","0:20:11","0:20:13","08Q","203","N","I recommend this wine to you.","","","Italian Phase 3, units 1 - 30 (2004)","6"
"120","IT","978-1-4423-5037-3","Italian 3","6","0:20:17","0:20:18","08R","204","F","Le raccomando questo vino.","4","S","Italian Phase 3, units 1 - 30 (2004)","6"
"121","IT","978-1-4423-5037-3","Italian 3","6","0:22:36","0:22:37","09Q","226","N","My brother sells wine.","","","Italian Phase 3, units 1 - 30 (2004)","5,6,14,20"
"122","IT","978-1-4423-5037-3","Italian 3","6","0:22:40","0:22:43","09R","227","F","Mio fratello vende vino.","4","S","Italian Phase 3, units 1 - 30 (2004)","5,6,14,20"
"123","IT","978-1-4423-5037-3","Italian 3","6","0:24:13","0:24:15","10Q","241","N","That’s why you recommend this wine to us.","","","Italian Phase 3, units 1 - 30 (2004)","6"
"124","IT","978-1-4423-5037-3","Italian 3","6","0:24:20","0:24:22","10R","242","M","Ecco perché ci raccomanda questo vino.","6","S","Italian Phase 3, units 1 - 30 (2004)","6"
"125","IT","978-1-4423-5037-3","Italian 3","6","0:25:28","0:25:29","11Q","252","N","I’ll have the lasagna.","","","Italian Phase 3, units 1 - 30 (2004)","6"
"126","IT","978-1-4423-5037-3","Italian 3","6","0:25:32","0:25:35","11R","253","F","Prendo la lasagna.","3","S","Italian Phase 3, units 1 - 30 (2004)","6"
"127","IT","978-1-4423-5037-3","Italian 3","7","0:11:16","0:11:17","01Q","122","N","I’m looking for a book.","","","Italian Phase 3, units 1 - 30 (2004)","4"
"128","IT","978-1-4423-5037-3","Italian 3","7","0:11:20","0:11:21","01R","123","M","Cerco un libro.","3","S","Italian Phase 3, units 1 - 30 (2004)","4"
"129","IT","978-1-4423-5037-3","Italian 3","7","0:11:33","0:11:35","02Q","125","N","Which book are you looking for?","","","Italian Phase 3, units 1 - 30 (2004)","4"
"130","IT","978-1-4423-5037-3","Italian 3","7","0:11:38","0:11:39","02R","126","F","Quale libro cerca?","3","Q","Italian Phase 3, units 1 - 30 (2004)","4"
"131","IT","978-1-4423-5037-3","Italian 3","7","0:11:47","0:11:48","03Q","127","N","It’s a book on Italy.","","","Italian Phase 3, units 1 - 30 (2004)","9,18"
"132","IT","978-1-4423-5037-3","Italian 3","7","0:11:51","0:11:52","03R","128","M","È un libro sull’Italia.","4","S","Italian Phase 3, units 1 - 30 (2004)","9,18"
"133","IT","978-1-4423-5037-3","Italian 3","7","0:13:47","0:13:48","04Q","145","N","The book is on the table.","","","Italian Phase 3, units 1 - 30 (2004)","9"
"134","IT","978-1-4423-5037-3","Italian 3","7","0:13:51","0:13:53","04R","146","F","Il libro è sul tavolo.","5","S","Italian Phase 3, units 1 - 30 (2004)","9"
"135","IT","978-1-4423-5037-3","Italian 3","7","0:16:23","0:16:24","05Q","169","N","Are these your notes?","","","Italian Phase 3, units 1 - 30 (2004)","5"
"136","IT","978-1-4423-5037-3","Italian 3","7","0:16:28","0:16:29","05R","170","F","Sono questi i Suoi appunti?","5","Q","Italian Phase 3, units 1 - 30 (2004)","5"
"137","IT","978-1-4423-5037-3","Italian 3","7","0:17:29","0:17:32","06Q","178","N","They were on the table next to the book.","","","Italian Phase 3, units 1 - 30 (2004)","9"
"138","IT","978-1-4423-5037-3","Italian 3","7","0:17:36","0:17:38","06R","179","F","Erano sul tavolo accanto al libro.","6","S","Italian Phase 3, units 1 - 30 (2004)","9"
"139","IT","978-1-4423-5037-3","Italian 3","7","0:17:55","0:17:56","07Q","181","N","Is this your pen?","","","Italian Phase 3, units 1 - 30 (2004)","3"
"140","IT","978-1-4423-5037-3","Italian 3","7","0:18:00","0:18:01","07R","182","F","Questa è la Sua penna?","5","Q","Italian Phase 3, units 1 - 30 (2004)","3"
"141","IT","978-1-4423-5037-3","Italian 3","7","0:21:11","0:21:13","08Q","209","N","The pen was under the notes.","","","Italian Phase 3, units 1 - 30 (2004)","3,20"
"142","IT","978-1-4423-5037-3","Italian 3","7","0:21:17","0:21:19","08R","210","F","La penna era sotto gli appunti.","6","S","Italian Phase 3, units 1 - 30 (2004)","3,20"
"143","IT","978-1-4423-5037-3","Italian 3","7","0:22:25","0:22:26","09Q","219","N","Here are the notes for the meeting.","","","Italian Phase 3, units 1 - 30 (2004)","10,20"
"144","IT","978-1-4423-5037-3","Italian 3","7","0:22:30","0:22:32","09R","220","F","Ecco gli appunti per la riunione.","6","S","Italian Phase 3, units 1 - 30 (2004)","10,20"
"145","IT","978-1-4423-5037-3","Italian 3","7","0:28:10","0:28:12","10Q","273","N","We’re going to order a half-bottle of this wine.","","","Italian Phase 3, units 1 - 30 (2004)","6,12"
"146","IT","978-1-4423-5037-3","Italian 3","7","0:28:16","0:28:18","10R","274","M","Ordiniamo una mezza bottiglia di questo vino.","7","S","Italian Phase 3, units 1 - 30 (2004)","6,12"
"147","IT","978-1-4423-5037-3","Italian 3","7","0:29:19","0:29:20","11Q","285","N","Here’s the check.","","","Italian Phase 3, units 1 - 30 (2004)","6,11"
"148","IT","978-1-4423-5037-3","Italian 3","7","0:29:23","0:29:24","11R","286","F","Ecco il conto.","3","S","Italian Phase 3, units 1 - 30 (2004)","6,11"
"149","IT","978-1-4423-5037-3","Italian 3","8","0:13:35","0:13:38","01Q","141","N","We have to reserve the hotel rooms soon.","","","Italian Phase 3, units 1 - 30 (2004)","17,18"
"150","IT","978-1-4423-5037-3","Italian 3","8","0:13:42","0:13:45","01R","142","M","Dobbiamo prenotare le camere in albergo presto.","7","S","Italian Phase 3, units 1 - 30 (2004)","17,18"
"151","IT","978-1-4423-5037-3","Italian 3","8","0:13:58","0:13:59","02Q","144","N","You haven’t reserved the rooms yet?","","","Italian Phase 3, units 1 - 30 (2004)","18"
"152","IT","978-1-4423-5037-3","Italian 3","8","0:14:03","0:14:05","02R","145","F","Non hai ancora prenotato le camere?","6","Q","Italian Phase 3, units 1 - 30 (2004)","18"
"153","IT","978-1-4423-5037-3","Italian 3","8","0:15:05","0:15:06","03Q","154","N","We have to do it soon.","","","Italian Phase 3, units 1 - 30 (2004)","1,17"
"154","IT","978-1-4423-5037-3","Italian 3","8","0:15:09","0:15:10","03R","155","F","Lo dobbiamo fare presto.","4","S","Italian Phase 3, units 1 - 30 (2004)","1,17"
"155","IT","978-1-4423-5037-3","Italian 3","8","0:15:24","0:15:25","04Q","157","N","We have to talk.","","","Italian Phase 3, units 1 - 30 (2004)","3,16"
"156","IT","978-1-4423-5037-3","Italian 3","8","0:15:28","0:15:29","04R","158","M","Dobbiamo parlare.","2","S","Italian Phase 3, units 1 - 30 (2004)","3,16"
"157","IT","978-1-4423-5037-3","Italian 3","8","0:15:34","0:15:34","05Q","159","N","About what?","","","Italian Phase 3, units 1 - 30 (2004)","7"
"158","IT","978-1-4423-5037-3","Italian 3","8","0:15:38","0:15:40","05R","160","F","Di che?","2","Q","Italian Phase 3, units 1 - 30 (2004)","7"
"159","IT","978-1-4423-5037-3","Italian 3","8","0:17:24","0:17:25","06Q","175","N","We’re going to talk about our trip.","","","Italian Phase 3, units 1 - 30 (2004)","1,3,18"
