Rec #,Lang,Course,Lesson,Cluster,Qz #,Spkr,Cue,Transliteration,MP3 Snippet File Name,MP3 Audio ISBN,Premium ISBN,Skills
24 ,HE,Hebrew 3,2 ,,02R,M,בוא לקפה!,Bo le'kafe!,9781797114552_Hebrew_3_QZ_024.mp3,9781442331174,9781797114552,6
25 ,HE,Hebrew 3,2 ,,03Q,N,It’s twelve o’clock now.,,9781797114552_Hebrew_3_QZ_025.mp3,9781442331174,9781797114552,"12,17"
26 ,HE,Hebrew 3,2 ,,03R,M,השעה שתים עשרה עכשיו.,Ha'shaa shtem-esre achshav.,9781797114552_Hebrew_3_QZ_026.mp3,9781442331174,9781797114552,"12,17"
27 ,HE,Hebrew 3,2 ,,04Q,N,In the summer it doesn’t rain.,,9781797114552_Hebrew_3_QZ_027.mp3,9781442331174,9781797114552,19
28 ,HE,Hebrew 3,2 ,,04R,M,בקיץ לא יורד גשם.,Ba'kaitz lo yored geshem.,9781797114552_Hebrew_3_QZ_028.mp3,9781442331174,9781797114552,19
29 ,HE,Hebrew 3,2 ,,05Q,N,Yesterday it rained.,,9781797114552_Hebrew_3_QZ_029.mp3,9781442331174,9781797114552,19
30 ,HE,Hebrew 3,2 ,,05R,M,אתמול ירד גשם.,Etmol yarad geshem.,9781797114552_Hebrew_3_QZ_030.mp3,9781442331174,9781797114552,19
31 ,HE,Hebrew 3,2 ,,06Q,N,I like white wine. (f),,9781797114552_Hebrew_3_QZ_031.mp3,9781442331174,9781797114552,6
32 ,HE,Hebrew 3,2 ,,06R,F,אני אוהבת יין לבן.,Ani ohevet yayin lavan.,9781797114552_Hebrew_3_QZ_032.mp3,9781442331174,9781797114552,6
33 ,HE,Hebrew 3,2 ,,07Q,N,A glass of red wine please.,,9781797114552_Hebrew_3_QZ_033.mp3,9781442331174,9781797114552,"6,13,16"
34 ,HE,Hebrew 3,2 ,,07R,F,כוס יין אדום בבקשה.,Kos yayin adom be'vakasha.,9781797114552_Hebrew_3_QZ_034.mp3,9781442331174,9781797114552,"6,13,16"
35 ,HE,Hebrew 3,2 ,,08Q,N,I don’t like red wine. (f),,9781797114552_Hebrew_3_QZ_035.mp3,9781442331174,9781797114552,6
36 ,HE,Hebrew 3,2 ,,08R,F,אני לא אוהבת יין אדום.,Ani lo ohevet yayin adom.,9781797114552_Hebrew_3_QZ_036.mp3,9781442331174,9781797114552,6
37 ,HE,Hebrew 3,2 ,,09Q,N,It doesn't matter.,,9781797114552_Hebrew_3_QZ_037.mp3,9781442331174,9781797114552,7
38 ,HE,Hebrew 3,2 ,,09R,F,לא נורא.,Lo nora.,9781797114552_Hebrew_3_QZ_038.mp3,9781442331174,9781797114552,7
39 ,HE,Hebrew 3,2 ,,10Q,N,It doesn't rain much.,,9781797114552_Hebrew_3_QZ_039.mp3,9781442331174,9781797114552,19
40 ,HE,Hebrew 3,2 ,,10R,F,לא יורד הרבה גשם.,Lo yored harbe geshem.,9781797114552_Hebrew_3_QZ_040.mp3,9781442331174,9781797114552,19
41 ,HE,Hebrew 3,3 ,,01Q,N,I’m flying to there next month. (m),,9781797114552_Hebrew_3_QZ_041.mp3,9781442331174,9781797114552,17
42 ,HE,Hebrew 3,3 ,,01R,M,אני טס לשם בחודש הבא.,Ani tas le'sham ba'chodesh ha'ba.,9781797114552_Hebrew_3_QZ_042.mp3,9781442331174,9781797114552,17
43 ,HE,Hebrew 3,3 ,,02Q,N,Where did you grow up? (m),,9781797114552_Hebrew_3_QZ_043.mp3,9781442331174,9781797114552,7
44 ,HE,Hebrew 3,3 ,,02R,M,איפה גדלת?,Eifo gadalta?,9781797114552_Hebrew_3_QZ_044.mp3,9781442331174,9781797114552,7
45 ,HE,Hebrew 3,3 ,,03Q,N,Did you grow up in San Francisco? (f),,9781797114552_Hebrew_3_QZ_045.mp3,9781442331174,9781797114552,7
46 ,HE,Hebrew 3,3 ,,03R,M,גדלת בסן פרנציסקו?,Gadalt be'San Francisco?,9781797114552_Hebrew_3_QZ_046.mp3,9781442331174,9781797114552,7
47 ,HE,Hebrew 3,3 ,,04Q,N,I grew up in Jerusalem. (m),,9781797114552_Hebrew_3_QZ_047.mp3,9781442331174,9781797114552,7
48 ,HE,Hebrew 3,3 ,,04R,M,גדלתי בירושלים.,Gadalti be'Yerushalaim.,9781797114552_Hebrew_3_QZ_048.mp3,9781442331174,9781797114552,7
49 ,HE,Hebrew 3,3 ,,05Q,N,I would like to show you the photos. (f to pl),,9781797114552_Hebrew_3_QZ_049.mp3,9781442331174,9781797114552,7
50 ,HE,Hebrew 3,3 ,,05R,F,הייתי רוצה להראות לכם את התמונות.,Haeeti rotza le'harot la'chem et ha'tmunot.,9781797114552_Hebrew_3_QZ_050.mp3,9781442331174,9781797114552,7
51 ,HE,Hebrew 3,3 ,,06Q,N,I would like to show them to you. (f),,9781797114552_Hebrew_3_QZ_051.mp3,9781442331174,9781797114552,7
52 ,HE,Hebrew 3,3 ,,06R,F,הייתי רוצה להראות לכם אותן.,Haeeti rotza le'harot la'chem otan.,9781797114552_Hebrew_3_QZ_052.mp3,9781442331174,9781797114552,7
53 ,HE,Hebrew 3,3 ,,07Q,N,I can show them to you. (f),,9781797114552_Hebrew_3_QZ_053.mp3,9781442331174,9781797114552,7
54 ,HE,Hebrew 3,3 ,,07R,F,אני יכולה להראות לך אותן.,Ani yechola le'har'ot lecha otan.,9781797114552_Hebrew_3_QZ_054.mp3,9781442331174,9781797114552,7
55 ,HE,Hebrew 3,3 ,,08Q,N,She is taking Hebrew courses.,,9781797114552_Hebrew_3_QZ_055.mp3,9781442331174,9781797114552,5
56 ,HE,Hebrew 3,3 ,,08R,F,היא לוקחת קורסים לעברית.,Hee lokachat kursim le'Ivrit.,9781797114552_Hebrew_3_QZ_056.mp3,9781442331174,9781797114552,5
57 ,HE,Hebrew 3,3 ,,09Q,N,Here are the photos.,,9781797114552_Hebrew_3_QZ_057.mp3,9781442331174,9781797114552,7
58 ,HE,Hebrew 3,3 ,,09R,F,הינה התמונות.,Hine ha'tmunot.,9781797114552_Hebrew_3_QZ_058.mp3,9781442331174,9781797114552,7
59 ,HE,Hebrew 3,3 ,,10Q,N,It rains a lot there.,,9781797114552_Hebrew_3_QZ_059.mp3,9781442331174,9781797114552,19
60 ,HE,Hebrew 3,3 ,,10R,F,יורד הרבה גשם שם.,Yored harbe geshem sham.,9781797114552_Hebrew_3_QZ_060.mp3,9781442331174,9781797114552,19
61 ,HE,Hebrew 3,4 ,,01Q,N,I work at a bank. (m),,9781797114552_Hebrew_3_QZ_061.mp3,9781442331174,9781797114552,"11,20"
62 ,HE,Hebrew 3,4 ,,01R,M,אני עובד בבנק.,Ani oved be'Bank.,9781797114552_Hebrew_3_QZ_062.mp3,9781442331174,9781797114552,"11,20"
63 ,HE,Hebrew 3,4 ,,02Q,N,"In the winter, it’s very cold.",,9781797114552_Hebrew_3_QZ_063.mp3,9781442331174,9781797114552,19
64 ,HE,Hebrew 3,4 ,,02R,M,בחורף קר מאוד.,Bachoref kar meod.,9781797114552_Hebrew_3_QZ_064.mp3,9781442331174,9781797114552,19
65 ,HE,Hebrew 3,4 ,,03Q,N,My sister is married to an American.,,9781797114552_Hebrew_3_QZ_065.mp3,9781442331174,9781797114552,5
66 ,HE,Hebrew 3,4 ,,03R,M,האחות שלי נשואה לאמריקאי.,Ha'achot sheli nesua le'Amerikaee.,9781797114552_Hebrew_3_QZ_066.mp3,9781442331174,9781797114552,5
67 ,HE,Hebrew 3,4 ,,04Q,N,She teaches a lot of courses.,,9781797114552_Hebrew_3_QZ_067.mp3,9781442331174,9781797114552,"6,20"
68 ,HE,Hebrew 3,4 ,,04R,M,היא מלמדת בהרבה קורסים.,Hee mlamedet b’harbe kursim.,9781797114552_Hebrew_3_QZ_068.mp3,9781442331174,9781797114552,"6,20"
69 ,HE,Hebrew 3,4 ,,05Q,N,She's a Hebrew professor.,,9781797114552_Hebrew_3_QZ_069.mp3,9781442331174,9781797114552,5
70 ,HE,Hebrew 3,4 ,,05R,F,היא פרופסור לעברית.,Hee professor le'Ivrit.,9781797114552_Hebrew_3_QZ_070.mp3,9781442331174,9781797114552,5
71 ,HE,Hebrew 3,4 ,,06Q,N,He's married to an Israeli.,,9781797114552_Hebrew_3_QZ_071.mp3,9781442331174,9781797114552,5
72 ,HE,Hebrew 3,4 ,,06R,F,הוא נשוי לישראלית.,Hu nasui le'Isrelit.,9781797114552_Hebrew_3_QZ_072.mp3,9781442331174,9781797114552,5
73 ,HE,Hebrew 3,4 ,,07Q,N,What does she teach?,,9781797114552_Hebrew_3_QZ_073.mp3,9781442331174,9781797114552,"6,20"
74 ,HE,Hebrew 3,4 ,,07R,F,מה היא מלמדת?,Ma hee mlamedet?,9781797114552_Hebrew_3_QZ_074.mp3,9781442331174,9781797114552,"6,20"
75 ,HE,Hebrew 3,4 ,,08Q,N,It rains but not a lot.,,9781797114552_Hebrew_3_QZ_075.mp3,9781442331174,9781797114552,19
76 ,HE,Hebrew 3,4 ,,08R,F,ורד גשם אבל לא הרבה.,"Yored geshem, aval lo harbe.",9781797114552_Hebrew_3_QZ_076.mp3,9781442331174,9781797114552,19
77 ,HE,Hebrew 3,4 ,,09Q,N,It snows a lot in the winter.,,9781797114552_Hebrew_3_QZ_077.mp3,9781442331174,9781797114552,19
78 ,HE,Hebrew 3,4 ,,09R,F,יורד הרבה שלג בחורף.,Yored harbe sheleg ba'choref.,9781797114552_Hebrew_3_QZ_078.mp3,9781442331174,9781797114552,19
79 ,HE,Hebrew 3,4 ,,10Q,N,It snows.,,9781797114552_Hebrew_3_QZ_079.mp3,9781442331174,9781797114552,19
80 ,HE,Hebrew 3,4 ,,10R,F,יורד שלג.,Yored sheleg.,9781797114552_Hebrew_3_QZ_080.mp3,9781442331174,9781797114552,19
81 ,HE,Hebrew 3,5 ,,01Q,N,English isn't an easy language.,,9781797114552_Hebrew_3_QZ_081.mp3,9781442331174,9781797114552,15
82 ,HE,Hebrew 3,5 ,,01R,M,אנגלית לא שפה קלה.,Anglit lo safa kala.,9781797114552_Hebrew_3_QZ_082.mp3,9781442331174,9781797114552,15
83 ,HE,Hebrew 3,5 ,,02Q,N,My husband is an engineer.,,9781797114552_Hebrew_3_QZ_083.mp3,9781442331174,9781797114552,5
84 ,HE,Hebrew 3,5 ,,02R,M,בעלי מהנדס.,Ba’ali mehandes.,9781797114552_Hebrew_3_QZ_084.mp3,9781442331174,9781797114552,5
85 ,HE,Hebrew 3,5 ,,03Q,N,In the winter it snows a lot there.,,9781797114552_Hebrew_3_QZ_085.mp3,9781442331174,9781797114552,19
86 ,HE,Hebrew 3,5 ,,03R,M,בחורף יורד הרבה שלג שם.,Bachoref yored harbe sheleg sham.,9781797114552_Hebrew_3_QZ_086.mp3,9781442331174,9781797114552,19
87 ,HE,Hebrew 3,5 ,,04Q,N,She's lived there for a long time.,,9781797114552_Hebrew_3_QZ_087.mp3,9781442331174,9781797114552,"5,7"
88 ,HE,Hebrew 3,5 ,,04R,M,היא גרה שם מזמן.,Hee gara sham mizman.,9781797114552_Hebrew_3_QZ_088.mp3,9781442331174,9781797114552,"5,7"
89 ,HE,Hebrew 3,5 ,,05Q,N,He's an engineer.,,9781797114552_Hebrew_3_QZ_089.mp3,9781442331174,9781797114552,20
90 ,HE,Hebrew 3,5 ,,05R,F,הוא מהנדס.,Hu mehandes.,9781797114552_Hebrew_3_QZ_090.mp3,9781442331174,9781797114552,20
91 ,HE,Hebrew 3,5 ,,06Q,N,Hebrew isn't an easy language.,,9781797114552_Hebrew_3_QZ_091.mp3,9781442331174,9781797114552,15
92 ,HE,Hebrew 3,5 ,,06R,F,עברית לא שפה קלה.,Ivrit lo safa kala.,9781797114552_Hebrew_3_QZ_092.mp3,9781442331174,9781797114552,15
93 ,HE,Hebrew 3,5 ,,07Q,N,Hebrew is a difficult language.,,9781797114552_Hebrew_3_QZ_093.mp3,9781442331174,9781797114552,15
94 ,HE,Hebrew 3,5 ,,07R,F,עברית שפה קשה.,Ivrit safa kasha.,9781797114552_Hebrew_3_QZ_094.mp3,9781442331174,9781797114552,15
95 ,HE,Hebrew 3,5 ,,08Q,N,I teach Hebrew courses. (f),,9781797114552_Hebrew_3_QZ_095.mp3,9781442331174,9781797114552,20
96 ,HE,Hebrew 3,5 ,,08R,F,אני מלמדת בקורסים לעברית.,Ani mlamedet be'kursim le'Ivrit.,9781797114552_Hebrew_3_QZ_096.mp3,9781442331174,9781797114552,20
97 ,HE,Hebrew 3,5 ,,09Q,N,Do you have brothers and sisters? (f),,9781797114552_Hebrew_3_QZ_097.mp3,9781442331174,9781797114552,5
98 ,HE,Hebrew 3,5 ,,09R,F,יש לך אחים ואחיות?,Yesh lach achim ve’achayot?,9781797114552_Hebrew_3_QZ_098.mp3,9781442331174,9781797114552,5
99 ,HE,Hebrew 3,5 ,,10Q,N,Do you have any brothers? (m),,9781797114552_Hebrew_3_QZ_099.mp3,9781442331174,9781797114552,5
100 ,HE,Hebrew 3,5 ,,10R,F,יש לך אחים?,Yesh lcha achim?,9781797114552_Hebrew_3_QZ_100.mp3,9781442331174,9781797114552,5
101 ,HE,Hebrew 3,5 ,,11Q,N,I have one brother and one sister.,,9781797114552_Hebrew_3_QZ_101.mp3,9781442331174,9781797114552,"5,12"
102 ,HE,Hebrew 3,5 ,,11R,F,יש לי אח אחד ואחות אחת.,Yesh li ach echad ve’achot achat.,9781797114552_Hebrew_3_QZ_102.mp3,9781442331174,9781797114552,"5,12"
103 ,HE,Hebrew 3,6 ,,01Q,N,We are ready to order now.,,9781797114552_Hebrew_3_QZ_103.mp3,9781442331174,9781797114552,6
104 ,HE,Hebrew 3,6 ,,01R,M,אנחנו מוכנים להזמין עכשיו.,Anachnu muchanim le'hazmin achshav.,9781797114552_Hebrew_3_QZ_104.mp3,9781442331174,9781797114552,6
105 ,HE,Hebrew 3,6 ,,02Q,N,What do you recommend? (f),,9781797114552_Hebrew_3_QZ_105.mp3,9781442331174,9781797114552,"7,16"
106 ,HE,Hebrew 3,6 ,,02R,M,על מה את ממליצה.,Al ma at mamlitza?,9781797114552_Hebrew_3_QZ_106.mp3,9781442331174,9781797114552,"7,16"
107 ,HE,Hebrew 3,6 ,,03Q,N,Are you ready to order? (pl),,9781797114552_Hebrew_3_QZ_107.mp3,9781442331174,9781797114552,"6,16"
108 ,HE,Hebrew 3,6 ,,03R,M,אתם מוכנים להזמין?,Atem muchanim le'hazmin?,9781797114552_Hebrew_3_QZ_108.mp3,9781442331174,9781797114552,"6,16"
109 ,HE,Hebrew 3,6 ,,04Q,N,We’ll order a bottle of this wine.,,9781797114552_Hebrew_3_QZ_109.mp3,9781442331174,9781797114552,6
110 ,HE,Hebrew 3,6 ,,04R,M,אנחנו נזמין בקבוק של היין הזה.,Anachnu nazmin bakbook shel ha'yayin ha'ze.,9781797114552_Hebrew_3_QZ_110.mp3,9781442331174,9781797114552,6
111 ,HE,Hebrew 3,6 ,,05Q,N,A bottle of white wine?,,9781797114552_Hebrew_3_QZ_111.mp3,9781442331174,9781797114552,6
112 ,HE,Hebrew 3,6 ,,05R,F,בקבוק יין לבן?,Bakbook yayin lavan?,9781797114552_Hebrew_3_QZ_112.mp3,9781442331174,9781797114552,6
113 ,HE,Hebrew 3,6 ,,06Q,N,This wine is very good.,,9781797114552_Hebrew_3_QZ_113.mp3,9781442331174,9781797114552,6
114 ,HE,Hebrew 3,6 ,,06R,F,היין הזה טוב מאוד.,Ha'yayin ha'ze tov meod.,9781797114552_Hebrew_3_QZ_114.mp3,9781442331174,9781797114552,6
115 ,HE,Hebrew 3,6 ,,07Q,N,Here's the menu.,,9781797114552_Hebrew_3_QZ_115.mp3,9781442331174,9781797114552,"6,16"
116 ,HE,Hebrew 3,6 ,,07R,F,הינה התפריט.,Hine ha'tafrit.,9781797114552_Hebrew_3_QZ_116.mp3,9781442331174,9781797114552,"6,16"
117 ,HE,Hebrew 3,6 ,,08Q,N,How about we’ll order a bottle of this wine? (f),,9781797114552_Hebrew_3_QZ_117.mp3,9781442331174,9781797114552,6
118 ,HE,Hebrew 3,6 ,,08R,F,מה דעתך שנזמין בקבוק של היין הזה?,Ma da’atech she'nazmin bakbook shel ha'yayin ha'ze?,9781797114552_Hebrew_3_QZ_118.mp3,9781442331174,9781797114552,6
119 ,HE,Hebrew 3,6 ,,09Q,N,I tried to learn English. (f),,9781797114552_Hebrew_3_QZ_119.mp3,9781442331174,9781797114552,15
120 ,HE,Hebrew 3,6 ,,09R,F,ניסיתי ללמוד אנגלית.,Nisiti lilmod Anglit.,9781797114552_Hebrew_3_QZ_120.mp3,9781442331174,9781797114552,15
121 ,HE,Hebrew 3,6 ,,10Q,N,It wasn't easy.,,9781797114552_Hebrew_3_QZ_121.mp3,9781442331174,9781797114552,7
122 ,HE,Hebrew 3,6 ,,10R,F,זה לא היה קל.,Ze lo haya kal.,9781797114552_Hebrew_3_QZ_122.mp3,9781442331174,9781797114552,7
123 ,HE,Hebrew 3,7 ,,01Q,N,I always write in English. (m),,9781797114552_Hebrew_3_QZ_123.mp3,9781442331174,9781797114552,15
124 ,HE,Hebrew 3,7 ,,01R,M,אני תמיד כותב באנגלית.,Ani tamid kotev be'Anglit.,9781797114552_Hebrew_3_QZ_124.mp3,9781442331174,9781797114552,15
125 ,HE,Hebrew 3,7 ,,02Q,N,But the papers ... they're in English!,,9781797114552_Hebrew_3_QZ_125.mp3,9781442331174,9781797114552,15
126 ,HE,Hebrew 3,7 ,,02R,M,אבל הניירות ... הם באנגלית!,Aval ha'ni'yarot ... hem be'Anglit!,9781797114552_Hebrew_3_QZ_126.mp3,9781442331174,9781797114552,15
127 ,HE,Hebrew 3,7 ,,03Q,N,Where was my pen?,,9781797114552_Hebrew_3_QZ_127.mp3,9781442331174,9781797114552,7
128 ,HE,Hebrew 3,7 ,,03R,M,איפה היה העט שלי?,Eifo haya ha'ett sheli?,9781797114552_Hebrew_3_QZ_128.mp3,9781442331174,9781797114552,7
129 ,HE,Hebrew 3,7 ,,04Q,N,Your pen is next to your papers.,,9781797114552_Hebrew_3_QZ_129.mp3,9781442331174,9781797114552,7
130 ,HE,Hebrew 3,7 ,,04R,M,העט שלך על יד הניירות שלך.,Ha'ett shelcha al-yad ha'ni'yarot shelcha.,9781797114552_Hebrew_3_QZ_130.mp3,9781442331174,9781797114552,7
131 ,HE,Hebrew 3,7 ,,05Q,N,"A half bottle of this wine, please.",,9781797114552_Hebrew_3_QZ_131.mp3,9781442331174,9781797114552,"6,13"
132 ,HE,Hebrew 3,7 ,,05R,F,"חצי בקבוק של היין הזה, בבקשה.","Chatzi bakbook shel ha'yayin ha'ze, be'vakasha.",9781797114552_Hebrew_3_QZ_132.mp3,9781442331174,9781797114552,"6,13"
133 ,HE,Hebrew 3,7 ,,06Q,N,"The check, please.",,9781797114552_Hebrew_3_QZ_133.mp3,9781442331174,9781797114552,"6,13,16"
134 ,HE,Hebrew 3,7 ,,06R,F,חשבון בבקשה.,"Cheshbon, be'vakasha.",9781797114552_Hebrew_3_QZ_134.mp3,9781442331174,9781797114552,"6,13,16"
135 ,HE,Hebrew 3,7 ,,07Q,N,Here's the wine list.,,9781797114552_Hebrew_3_QZ_135.mp3,9781442331174,9781797114552,6
136 ,HE,Hebrew 3,7 ,,07R,F,הינהתפריט היינות.,Hine tafrit ha'yeinot.,9781797114552_Hebrew_3_QZ_136.mp3,9781442331174,9781797114552,6
137 ,HE,Hebrew 3,7 ,,08Q,N,"Yes, please. A half bottle.",,9781797114552_Hebrew_3_QZ_137.mp3,9781442331174,9781797114552,"6,13"
138 ,HE,Hebrew 3,7 ,,08R,F,"כן, בבקשה. חצי בקבוק.","Ken, be'vakasha. Chatzi bakbook.",9781797114552_Hebrew_3_QZ_138.mp3,9781442331174,9781797114552,"6,13"
139 ,HE,Hebrew 3,7 ,,09Q,N,This is my pen.,,9781797114552_Hebrew_3_QZ_139.mp3,9781442331174,9781797114552,7
140 ,HE,Hebrew 3,7 ,,09R,F,זה העט שלי.,Ze ha'ett sheli.,9781797114552_Hebrew_3_QZ_140.mp3,9781442331174,9781797114552,7
141 ,HE,Hebrew 3,7 ,,10Q,N,Is this your book? (m),,9781797114552_Hebrew_3_QZ_141.mp3,9781442331174,9781797114552,7
142 ,HE,Hebrew 3,7 ,,10R,F,זה הספר שלך?,Ze ha'sefer shelcha?,9781797114552_Hebrew_3_QZ_142.mp3,9781442331174,9781797114552,7
143 ,HE,Hebrew 3,8 ,,01Q,N,I want to talk to you about our vacation. (m),,9781797114552_Hebrew_3_QZ_143.mp3,9781442331174,9781797114552,18
144 ,HE,Hebrew 3,8 ,,01R,M,אני רוצה לדבר איתך על החופשה שלנו.,Ani rotze le'dabber itach al ha'chufsha shelanu.,9781797114552_Hebrew_3_QZ_144.mp3,9781442331174,9781797114552,18
145 ,HE,Hebrew 3,8 ,,02Q,N,Do you remember that trip? (m),,9781797114552_Hebrew_3_QZ_145.mp3,9781442331174,9781797114552,18
146 ,HE,Hebrew 3,8 ,,02R,M,אתה זוכר את הנסיעה ההיא?,Ata zocher et ha'nesia ha'hee?,9781797114552_Hebrew_3_QZ_146.mp3,9781442331174,9781797114552,18
147 ,HE,Hebrew 3,8 ,,03Q,N,I don't see my pen. (m),,9781797114552_Hebrew_3_QZ_147.mp3,9781442331174,9781797114552,7
148 ,HE,Hebrew 3,8 ,,03R,M,אני לא רואה את העט שלי.,Ani lo ro'e et ha'ett sheli.,9781797114552_Hebrew_3_QZ_148.mp3,9781442331174,9781797114552,7
149 ,HE,Hebrew 3,8 ,,04Q,N,Of course I remember!,,9781797114552_Hebrew_3_QZ_149.mp3,9781442331174,9781797114552,7
150 ,HE,Hebrew 3,8 ,,04R,M,בוודאי שאני זוכר!,Bevadai she'ani zocher!,9781797114552_Hebrew_3_QZ_150.mp3,9781442331174,9781797114552,7
151 ,HE,Hebrew 3,8 ,,05Q,N,Are these papers yours? (m),,9781797114552_Hebrew_3_QZ_151.mp3,9781442331174,9781797114552,7
152 ,HE,Hebrew 3,8 ,,05R,F,הניירות האלה שלך?,Hani'yarot ha'ele shelcha?,9781797114552_Hebrew_3_QZ_152.mp3,9781442331174,9781797114552,7
153 ,HE,Hebrew 3,8 ,,06Q,N,These papers are mine.,,9781797114552_Hebrew_3_QZ_153.mp3,9781442331174,9781797114552,7
154 ,HE,Hebrew 3,8 ,,06R,F,הניירות האלה שלי.,Hani'yarot ha'ele sheli.,9781797114552_Hebrew_3_QZ_154.mp3,9781442331174,9781797114552,7
155 ,HE,Hebrew 3,8 ,,07Q,N,Have you ordered a room? (m),,9781797114552_Hebrew_3_QZ_155.mp3,9781442331174,9781797114552,18
156 ,HE,Hebrew 3,8 ,,07R,F,הזמנת חדר?,Hizmanta cheder?,9781797114552_Hebrew_3_QZ_156.mp3,9781442331174,9781797114552,18
157 ,HE,Hebrew 3,8 ,,08Q,N,It’s necessary to order a room soon.,,9781797114552_Hebrew_3_QZ_157.mp3,9781442331174,9781797114552,18
158 ,HE,Hebrew 3,8 ,,08R,F,צריך להזמין חדר בקרוב.,Tzarich le'hazmin cheder be'karov.,9781797114552_Hebrew_3_QZ_158.mp3,9781442331174,9781797114552,18
159 ,HE,Hebrew 3,8 ,,09Q,N,It was four years ago.,,9781797114552_Hebrew_3_QZ_159.mp3,9781442331174,9781797114552,12
160 ,HE,Hebrew 3,8 ,,09R,F,זה היה לפני ארבע שנים.,Ze haya lifney arba shanim.,9781797114552_Hebrew_3_QZ_160.mp3,9781442331174,9781797114552,12
161 ,HE,Hebrew 3,8 ,,10Q,N,It was wonderful!,,9781797114552_Hebrew_3_QZ_161.mp3,9781442331174,9781797114552,7
