Rec #,Lang ,Course,Lesson,Cluster,Qz #,Spkr,Cue,Transliteration,MP3 Snippet File Name,MP3 Audio ISBN,Premium ISBN,Skills
44,GK,Greek 2,3,,02R,F,Είδαμε το παλιό κάστρο.,Ethame to palió kástro.,9781797115382_Greek_2_QZ_044.mp3,9781442320246,9781797115382,18
45,GK,Greek 2,3,,03Q,N,Athens is bigger.,,9781797115382_Greek_2_QZ_045.mp3,9781442320246,9781797115382,18
46,GK,Greek 2,3,,03R,F,Η Αθήνα είναι πιο μεγάλη.,I Athína íne pió megáli.,9781797115382_Greek_2_QZ_046.mp3,9781442320246,9781797115382,18
47,GK,Greek 2,3,,04Q,N,We stayed with friends.,,9781797115382_Greek_2_QZ_047.mp3,9781442320246,9781797115382,5
48,GK,Greek 2,3,,04R,F,Μείναμε με φίλους.,Míname me fílous.,9781797115382_Greek_2_QZ_048.mp3,9781442320246,9781797115382,5
49,GK,Greek 2,3,,05Q,N,Our older son arrived this morning.,,9781797115382_Greek_2_QZ_049.mp3,9781442320246,9781797115382,"5,17"
50,GK,Greek 2,3,,05R,F,Ο μεγάλος γιος μας έφτασε σήμερα το πρωί.,O megálos gios mas éftase símera to proí.,9781797115382_Greek_2_QZ_050.mp3,9781442320246,9781797115382,"5,17"
51,GK,Greek 2,3,,06Q,N,The older one or the younger one?,,9781797115382_Greek_2_QZ_051.mp3,9781442320246,9781797115382,5
52,GK,Greek 2,3,,06R,M,Ο μεγάλος ή ο μικρός;,O megálos í o mikrós?,9781797115382_Greek_2_QZ_052.mp3,9781442320246,9781797115382,5
53,GK,Greek 2,3,,07Q,N,Does your younger son speak Greek?,,9781797115382_Greek_2_QZ_053.mp3,9781442320246,9781797115382,"5,15"
54,GK,Greek 2,3,,07R,M,Ο μικρός γιος σας μιλάει Ελληνικά;,O mikrós gios sas milái Elliniká?,9781797115382_Greek_2_QZ_054.mp3,9781442320246,9781797115382,"5,15"
55,GK,Greek 2,3,,08Q,N,Which son?,,9781797115382_Greek_2_QZ_055.mp3,9781442320246,9781797115382,5
56,GK,Greek 2,3,,08R,M,Ποιος γιος;,Poiós giós?,9781797115382_Greek_2_QZ_056.mp3,9781442320246,9781797115382,5
57,GK,Greek 2,3,,09Q,N,We spoke English with the waiter.,,9781797115382_Greek_2_QZ_057.mp3,9781442320246,9781797115382,15
58,GK,Greek 2,3,,09R,M,Mιλήσαμε Αγγλικά με το σερβιτόρο.,Milísame Angliká me to servetóro.,9781797115382_Greek_2_QZ_058.mp3,9781442320246,9781797115382,15
59,GK,Greek 2,3,,10Q,N,We didn’t have much time.,,9781797115382_Greek_2_QZ_059.mp3,9781442320246,9781797115382,17
60,GK,Greek 2,3,,10R,M,Δεν είχαμε πολύ καιρό,Then échame polí keró.,9781797115382_Greek_2_QZ_060.mp3,9781442320246,9781797115382,17
61,GK,Greek 2,4,,01Q,N,Have you gone to Mykonos?,,9781797115382_Greek_2_QZ_061.mp3,9781442320246,9781797115382,18
62,GK,Greek 2,4,,01R,F,Έχετε πάει στη Μύκονο;,Echete páe sti Mykono?,9781797115382_Greek_2_QZ_062.mp3,9781442320246,9781797115382,18
63,GK,Greek 2,4,,02Q,N,He’s a friend of mine.,,9781797115382_Greek_2_QZ_063.mp3,9781442320246,9781797115382,5
64,GK,Greek 2,4,,02R,F,Είναι φίλος μου.,Ine fílos mou.,9781797115382_Greek_2_QZ_064.mp3,9781442320246,9781797115382,5
65,GK,Greek 2,4,,03Q,N,His name is Pétro Stefánou.,,9781797115382_Greek_2_QZ_065.mp3,9781442320246,9781797115382,10
66,GK,Greek 2,4,,03R,F,Τον λένε Πέτρο Στεφάνου.,Ton léne Pétro Stefánou.,9781797115382_Greek_2_QZ_066.mp3,9781442320246,9781797115382,10
67,GK,Greek 2,4,,04Q,N,Do you know Mykonos?,,9781797115382_Greek_2_QZ_067.mp3,9781442320246,9781797115382,18
68,GK,Greek 2,4,,04R,F,Ξέρετε τη Μύκονο;,Ksérete ti Mykono?,9781797115382_Greek_2_QZ_068.mp3,9781442320246,9781797115382,18
69,GK,Greek 2,4,,05Q,N,There’s a friend of mine.,,9781797115382_Greek_2_QZ_069.mp3,9781442320246,9781797115382,5
70,GK,Greek 2,4,,05R,F,Να ένας φίλος μου.,Na énas fílos mou.,9781797115382_Greek_2_QZ_070.mp3,9781442320246,9781797115382,5
71,GK,Greek 2,4,,06Q,N,My name is Charles Hunt.,,9781797115382_Greek_2_QZ_071.mp3,9781442320246,9781797115382,"10,16"
72,GK,Greek 2,4,,06R,M,Με λένε Τσαρλς Χαντ.,Me léne Charles Hunt.,9781797115382_Greek_2_QZ_072.mp3,9781442320246,9781797115382,"10,16"
73,GK,Greek 2,4,,07Q,N,Charles is a friend of mine.,,9781797115382_Greek_2_QZ_073.mp3,9781442320246,9781797115382,5
74,GK,Greek 2,4,,07R,M,Ο Τσαρλς είναι φίλος μου,O Charles íne fílos mou.,9781797115382_Greek_2_QZ_074.mp3,9781442320246,9781797115382,5
75,GK,Greek 2,4,,08Q,N,Not yet.,,9781797115382_Greek_2_QZ_075.mp3,9781442320246,9781797115382,17
76,GK,Greek 2,4,,08R,M,Όχι ακόμη.,Ochi akómi.,9781797115382_Greek_2_QZ_076.mp3,9781442320246,9781797115382,17
77,GK,Greek 2,4,,09Q,N,I have to leave.,,9781797115382_Greek_2_QZ_077.mp3,9781442320246,9781797115382,18
78,GK,Greek 2,4,,09R,M,Πρέπει να φύγω.,Prépei na fígo.,9781797115382_Greek_2_QZ_078.mp3,9781442320246,9781797115382,18
79,GK,Greek 2,4,,10Q,N,I haven’t gone there yet.,,9781797115382_Greek_2_QZ_079.mp3,9781442320246,9781797115382,18
80,GK,Greek 2,4,,10R,M,Δεν έχω πάει εκεί ακόμη.,Then echo páe ekí akómi.,9781797115382_Greek_2_QZ_080.mp3,9781442320246,9781797115382,18
81,GK,Greek 2,5,,01Q,N,We can drink a coffee now.,,9781797115382_Greek_2_QZ_081.mp3,9781442320246,9781797115382,6
82,GK,Greek 2,5,,01R,F,Μπορούμε να πιούμε έναν καφέ τώρα.,Boróume na pióume énan kafé tóra.,9781797115382_Greek_2_QZ_082.mp3,9781442320246,9781797115382,6
83,GK,Greek 2,5,,02Q,N,Do you still have a lot of work?,,9781797115382_Greek_2_QZ_083.mp3,9781442320246,9781797115382,20
84,GK,Greek 2,5,,02R,F,Έχετε ακόμη πολλή δουλειά;,Echete akómi pollí thouliá?,9781797115382_Greek_2_QZ_084.mp3,9781442320246,9781797115382,20
85,GK,Greek 2,5,,03Q,N,Do you have time for a coffee?,,9781797115382_Greek_2_QZ_085.mp3,9781442320246,9781797115382,6
86,GK,Greek 2,5,,03R,F,Έχετε καιρό για έναν καφέ;,Echete keró gia énan kafé?,9781797115382_Greek_2_QZ_086.mp3,9781442320246,9781797115382,6
87,GK,Greek 2,5,,04Q,N,His family still lives in Greece.,,9781797115382_Greek_2_QZ_087.mp3,9781442320246,9781797115382,5
88,GK,Greek 2,5,,04R,F,Η οικογένειά του μένει ακόμη στην Ελλάδα.,I ikogénia tou méni akómi stin Ellátha.,9781797115382_Greek_2_QZ_088.mp3,9781442320246,9781797115382,5
89,GK,Greek 2,5,,05Q,N,I always drink wine.,,9781797115382_Greek_2_QZ_089.mp3,9781442320246,9781797115382,6
90,GK,Greek 2,5,,05R,F,Πάντα πίνω κρασί.,Pánda píno krasí.,9781797115382_Greek_2_QZ_090.mp3,9781442320246,9781797115382,6
91,GK,Greek 2,5,,06Q,N,I never drink beer.,,9781797115382_Greek_2_QZ_091.mp3,9781442320246,9781797115382,"6,16"
92,GK,Greek 2,5,,06R,M,Ποτέ δεν πίνω μπύρα.,Poté then píno bíra.,9781797115382_Greek_2_QZ_092.mp3,9781442320246,9781797115382,"6,16"
93,GK,Greek 2,5,,07Q,N,I’m going to see him this evening.,,9781797115382_Greek_2_QZ_093.mp3,9781442320246,9781797115382,17
94,GK,Greek 2,5,,07R,M,Θα τον δω το βράδυ.,Tha ton tho to vráthi.,9781797115382_Greek_2_QZ_094.mp3,9781442320246,9781797115382,17
95,GK,Greek 2,5,,08Q,N,I don’t know his wife.,,9781797115382_Greek_2_QZ_095.mp3,9781442320246,9781797115382,5
96,GK,Greek 2,5,,08R,M,Δεν ξέρω τη γυναίκα του.,Then kséro ti ginéka tou.,9781797115382_Greek_2_QZ_096.mp3,9781442320246,9781797115382,5
97,GK,Greek 2,5,,09Q,N,I don’t know her.,,9781797115382_Greek_2_QZ_097.mp3,9781442320246,9781797115382,10
98,GK,Greek 2,5,,09R,M,Δεν την ξέρω.,Then tin kséro.,9781797115382_Greek_2_QZ_098.mp3,9781442320246,9781797115382,10
99,GK,Greek 2,5,,10Q,N,I saw him yesterday.,,9781797115382_Greek_2_QZ_099.mp3,9781442320246,9781797115382,17
100,GK,Greek 2,5,,10R,M,Τον είδα χθες.,Ton étha chthes.,9781797115382_Greek_2_QZ_100.mp3,9781442320246,9781797115382,17
101,GK,Greek 2,5,,11Q,N,Do you know him?,,9781797115382_Greek_2_QZ_101.mp3,9781442320246,9781797115382,10
102,GK,Greek 2,5,,11R,M,Τον ξέρετε;,Ton ksérete?,9781797115382_Greek_2_QZ_102.mp3,9781442320246,9781797115382,10
103,GK,Greek 2,6,,01Q,N,Since I have seen her it’s a year.,,9781797115382_Greek_2_QZ_103.mp3,9781442320246,9781797115382,17
104,GK,Greek 2,6,,01R,F,Έχω να την δω ένα χρόνο.,Echo na tin tho éna chróno.,9781797115382_Greek_2_QZ_104.mp3,9781442320246,9781797115382,17
105,GK,Greek 2,6,,02Q,N,Her husband is from Boston.,,9781797115382_Greek_2_QZ_105.mp3,9781442320246,9781797115382,5
106,GK,Greek 2,6,,02R,F,O άντρας της είναι από τη Βοστώνη.,O ándras tis íne apó ti Bostóni.,9781797115382_Greek_2_QZ_106.mp3,9781442320246,9781797115382,5
107,GK,Greek 2,6,,03Q,N,She's coming with her husband.,,9781797115382_Greek_2_QZ_107.mp3,9781442320246,9781797115382,5
108,GK,Greek 2,6,,03R,F,Έρχεται με τον άντρα της.,Erchete me ton ándra tis.,9781797115382_Greek_2_QZ_108.mp3,9781442320246,9781797115382,5
109,GK,Greek 2,6,,04Q,N,A friend of mine is coming today. (f),,9781797115382_Greek_2_QZ_109.mp3,9781442320246,9781797115382,5
110,GK,Greek 2,6,,04R,F,Μία φίλη μου έρχεται σήμερα.,Mía fíli mou érchete símera.,9781797115382_Greek_2_QZ_110.mp3,9781442320246,9781797115382,5
111,GK,Greek 2,6,,05Q,N,When are they coming?,,9781797115382_Greek_2_QZ_111.mp3,9781442320246,9781797115382,18
112,GK,Greek 2,6,,05R,F,Πότε έρχονται;,Póte érchonte?,9781797115382_Greek_2_QZ_112.mp3,9781442320246,9781797115382,18
113,GK,Greek 2,6,,06Q,N,Do you still like red wine?,,9781797115382_Greek_2_QZ_113.mp3,9781442320246,9781797115382,6
114,GK,Greek 2,6,,06R,M,Σας αρέσει ακόμη το κόκκινο κρασί;,Sas arési akómi to kókkino krasí?,9781797115382_Greek_2_QZ_114.mp3,9781442320246,9781797115382,6
115,GK,Greek 2,6,,07Q,N,She wants to see her daughter tomorrow.,,9781797115382_Greek_2_QZ_115.mp3,9781442320246,9781797115382,"5,17"
116,GK,Greek 2,6,,07R,M,Θέλει να δει την κόρη της αύριο.,Théli na thi tin kóri tis ávrio.,9781797115382_Greek_2_QZ_116.mp3,9781442320246,9781797115382,"5,17"
117,GK,Greek 2,6,,08Q,N,I don’t like white wine.,,9781797115382_Greek_2_QZ_117.mp3,9781442320246,9781797115382,6
118,GK,Greek 2,6,,08R,M,Δεν μου αρέσει το άσπρο κρασί.,Then mou arési to áspro krasí.,9781797115382_Greek_2_QZ_118.mp3,9781442320246,9781797115382,6
119,GK,Greek 2,6,,09Q,N,I never drink wine.,,9781797115382_Greek_2_QZ_119.mp3,9781442320246,9781797115382,"6,16"
120,GK,Greek 2,6,,09R,M,Δεν πίνω ποτέ κρασί.,Then píno poté krasí.,9781797115382_Greek_2_QZ_120.mp3,9781442320246,9781797115382,"6,16"
121,GK,Greek 2,6,,10Q,N,But I don’t know his wife.,,9781797115382_Greek_2_QZ_121.mp3,9781442320246,9781797115382,5
122,GK,Greek 2,6,,10R,M,Αλλά δεν ξέρω τη γυναίκα του.,Allá then kséro ti ginéka tou.,9781797115382_Greek_2_QZ_122.mp3,9781442320246,9781797115382,5
123,GK,Greek 2,7,,01Q,N,Where are they from?,,9781797115382_Greek_2_QZ_123.mp3,9781442320246,9781797115382,5
124,GK,Greek 2,7,,01R,F,Από που είναι;,Apó poú íne?,9781797115382_Greek_2_QZ_124.mp3,9781442320246,9781797115382,5
125,GK,Greek 2,7,,02Q,N,We can go on foot.,,9781797115382_Greek_2_QZ_125.mp3,9781442320246,9781797115382,1
126,GK,Greek 2,7,,02R,F,Μπορούμε να πάμε με τα πόδια.,Boroúme na páme me ta póthia.,9781797115382_Greek_2_QZ_126.mp3,9781442320246,9781797115382,1
127,GK,Greek 2,7,,03Q,N,We can take a taxi.,,9781797115382_Greek_2_QZ_127.mp3,9781442320246,9781797115382,18
128,GK,Greek 2,7,,03R,F,Mπορούμε να πάρουμε ταξί.,Boroúme na pároume taksí.,9781797115382_Greek_2_QZ_128.mp3,9781442320246,9781797115382,18
129,GK,Greek 2,7,,04Q,N,Since I’ve seen my colleague it’s a year.,,9781797115382_Greek_2_QZ_129.mp3,9781442320246,9781797115382,20
130,GK,Greek 2,7,,04R,F,Έχω να δω τη συνάδελφό μου ένα χρόνο.,Echo na tho ti sináthelfó mou éna chróno.,9781797115382_Greek_2_QZ_130.mp3,9781442320246,9781797115382,20
131,GK,Greek 2,7,,05Q,N,Both are from Boston.,,9781797115382_Greek_2_QZ_131.mp3,9781442320246,9781797115382,5
132,GK,Greek 2,7,,05R,F,Και οι δύο είναι από τη Βοστώνη.,Ke i thío íne apó ti Bostóni.,9781797115382_Greek_2_QZ_132.mp3,9781442320246,9781797115382,5
133,GK,Greek 2,7,,06Q,N,They’ve lived there three years.,,9781797115382_Greek_2_QZ_133.mp3,9781442320246,9781797115382,"5,12"
134,GK,Greek 2,7,,06R,M,Μένουν εκεί τρία χρόνια.,Ménoun ekí tría chrónia.,9781797115382_Greek_2_QZ_134.mp3,9781442320246,9781797115382,"5,12"
135,GK,Greek 2,7,,07Q,N,They live in Cyprus.,,9781797115382_Greek_2_QZ_135.mp3,9781442320246,9781797115382,5
136,GK,Greek 2,7,,07R,M,Μένουν στην Κύπρο.,Ménoun stin Kípro.,9781797115382_Greek_2_QZ_136.mp3,9781442320246,9781797115382,5
137,GK,Greek 2,7,,08Q,N,I take a taxi.,,9781797115382_Greek_2_QZ_137.mp3,9781442320246,9781797115382,"16,18"
138,GK,Greek 2,7,,08R,M,Παίρνω ταξί.,Pérno taksí.,9781797115382_Greek_2_QZ_138.mp3,9781442320246,9781797115382,"16,18"
139,GK,Greek 2,7,,09Q,N,I never take a taxi.,,9781797115382_Greek_2_QZ_139.mp3,9781442320246,9781797115382,18
140,GK,Greek 2,7,,09R,M,Ποτέ δεν παίρνω ταξί.,Poté then pérno taksí.,9781797115382_Greek_2_QZ_140.mp3,9781442320246,9781797115382,18
141,GK,Greek 2,7,,10Q,N,Are we going to go on foot there?,,9781797115382_Greek_2_QZ_141.mp3,9781442320246,9781797115382,"1,16"
142,GK,Greek 2,7,,10R,M,Θα πάμε με τα πόδια εκεί;,Tha páme me ta póthia ekí?,9781797115382_Greek_2_QZ_142.mp3,9781442320246,9781797115382,"1,16"
143,GK,Greek 2,8,,01Q,N,He comes often to visit me.,,9781797115382_Greek_2_QZ_143.mp3,9781442320246,9781797115382,5
144,GK,Greek 2,8,,01R,F,Έρχεται συχνά να με επισκεφτεί.,Erchete sichná na me episkeftí.,9781797115382_Greek_2_QZ_144.mp3,9781442320246,9781797115382,5
145,GK,Greek 2,8,,02Q,N,Both live in Cyprus.,,9781797115382_Greek_2_QZ_145.mp3,9781442320246,9781797115382,5
146,GK,Greek 2,8,,02R,F,Και τα δύο μένουν στην Κύπρο.,Ke ta thío ménoun stin Kípro.,9781797115382_Greek_2_QZ_146.mp3,9781442320246,9781797115382,5
147,GK,Greek 2,8,,03Q,N,We can go by taxi.,,9781797115382_Greek_2_QZ_147.mp3,9781442320246,9781797115382,18
148,GK,Greek 2,8,,03R,F,Μπορούμε να πάμε με ταξί.,Boroúme na páme me taksí.,9781797115382_Greek_2_QZ_148.mp3,9781442320246,9781797115382,18
149,GK,Greek 2,8,,04Q,N,Until what time are the stores open?,,9781797115382_Greek_2_QZ_149.mp3,9781442320246,9781797115382,"14,16"
150,GK,Greek 2,8,,04R,F,Μέχρι τι ώρα είναι ανοιχτά τα μαγαζιά;,Méchri ti óra íne anichtá ta magaziá?,9781797115382_Greek_2_QZ_150.mp3,9781442320246,9781797115382,"14,16"
151,GK,Greek 2,8,,05Q,N,Where's your car?,,9781797115382_Greek_2_QZ_151.mp3,9781442320246,9781797115382,"16,18"
152,GK,Greek 2,8,,05R,F,Που είναι το αυτοκίνητό σου?,Pou íne to aftokínito sou?,9781797115382_Greek_2_QZ_152.mp3,9781442320246,9781797115382,"16,18"
153,GK,Greek 2,8,,06Q,N,A colleague is coming to visit us.,,9781797115382_Greek_2_QZ_153.mp3,9781442320246,9781797115382,20
154,GK,Greek 2,8,,06R,M,Μία συνάδελφος έρχεται να μας επισκεφτεί.,Mia sináthelfos érchete na mas episkeftí.,9781797115382_Greek_2_QZ_154.mp3,9781442320246,9781797115382,20
155,GK,Greek 2,8,,07Q,N,I think until eight.,,9781797115382_Greek_2_QZ_155.mp3,9781442320246,9781797115382,12
156,GK,Greek 2,8,,07R,M,Νομίζω μέχρι τις οκτώ.,Nomízo méchri tis októ.,9781797115382_Greek_2_QZ_156.mp3,9781442320246,9781797115382,12
157,GK,Greek 2,8,,08Q,N,Not often.,,9781797115382_Greek_2_QZ_157.mp3,9781442320246,9781797115382,7
158,GK,Greek 2,8,,08R,M,Όχι συχνά.,Ochi sichná.,9781797115382_Greek_2_QZ_158.mp3,9781442320246,9781797115382,7
159,GK,Greek 2,8,,09Q,N,I often go on foot.,,9781797115382_Greek_2_QZ_159.mp3,9781442320246,9781797115382,1
160,GK,Greek 2,8,,09R,M,Πάω συχνά με τα πόδια.,Páo sichná me ta póthia.,9781797115382_Greek_2_QZ_160.mp3,9781442320246,9781797115382,1
161,GK,Greek 2,8,,10Q,N,Would you like that we go for a drink first?,,9781797115382_Greek_2_QZ_161.mp3,9781442320246,9781797115382,6
162,GK,Greek 2,8,,10R,M,Θα ήθελες να πάμε για ένα ποτό πρώτα;,Tha ítheles na páme gia éna potó próta?,9781797115382_Greek_2_QZ_162.mp3,9781442320246,9781797115382,6
163,GK,Greek 2,9,,01Q,N,Also her husband is coming.,,9781797115382_Greek_2_QZ_163.mp3,9781442320246,9781797115382,5
164,GK,Greek 2,9,,01R,F,Έρχεται και ο άντρας της.,Erchete ke ο ándras tis.,9781797115382_Greek_2_QZ_164.mp3,9781442320246,9781797115382,5
165,GK,Greek 2,9,,02Q,N,Why don’t we go into town together?,,9781797115382_Greek_2_QZ_165.mp3,9781442320246,9781797115382,1
166,GK,Greek 2,9,,02R,F,Γιατí δεν πάμε στο κέντρο μαζί;,Giatí then páme sto kéntro mazí?,9781797115382_Greek_2_QZ_166.mp3,9781442320246,9781797115382,1
167,GK,Greek 2,9,,03Q,N,I got an e-mail from a friend.,,9781797115382_Greek_2_QZ_167.mp3,9781442320246,9781797115382,"3,5"
168,GK,Greek 2,9,,03R,F,Πήρα ένα ι-μεϊλ από ένα φίλο.,Píra éna e-maíl apó éna fílo.,9781797115382_Greek_2_QZ_168.mp3,9781442320246,9781797115382,"3,5"
169,GK,Greek 2,9,,04Q,N,They’re coming at ten to five.,,9781797115382_Greek_2_QZ_169.mp3,9781442320246,9781797115382,12
170,GK,Greek 2,9,,04R,F,Έρχονται στις πέντε παρά δέκα.,Erchonte stis pénde pará théka.,9781797115382_Greek_2_QZ_170.mp3,9781442320246,9781797115382,12
171,GK,Greek 2,9,,05Q,N,He has to buy a few things.,,9781797115382_Greek_2_QZ_171.mp3,9781442320246,9781797115382,14
172,GK,Greek 2,9,,05R,F,Πρέπει να αγοράσει μερικά πράγματα.,Prépei na agorási meriká prágmata.,9781797115382_Greek_2_QZ_172.mp3,9781442320246,9781797115382,14
173,GK,Greek 2,9,,06Q,N,Your children are still in Cyprus?,,9781797115382_Greek_2_QZ_173.mp3,9781442320246,9781797115382,5
