Rec #,Lang,ISBN-13,Course,Unit Num,start,stop,QZ #,line #,spkr,Cue,#of words,Q or S,Course Name (Source),Skills
142,GR,978-1-4423-4865-3,German 1,8,0:08:30,0:08:33,03R,,M,Möchten Sie ein Bier?,4,Q,"German Phase 1, Units 1-30 (2002)","6,13"
143,GR,978-1-4423-4865-3,German 1,8,0:10:26,0:10:28,04Q,113,N,"No, no beer.",,,"German Phase 1, Units 1-30 (2002)","6,12"
144,GR,978-1-4423-4865-3,German 1,8,0:10:29,0:10:33,04R,,F,"Nein, kein Bier.",3,S,"German Phase 1, Units 1-30 (2002)","6,12"
145,GR,978-1-4423-4865-3,German 1,8,0:10:56,0:11:00,05Q,119,N,I would like to drink wine.,,,"German Phase 1, Units 1-30 (2002)","1,6"
146,GR,978-1-4423-4865-3,German 1,8,0:11:02,0:11:05,05R,,M,Ich möchte Wein trinken.,4,S,"German Phase 1, Units 1-30 (2002)","1,6"
147,GR,978-1-4423-4865-3,German 1,8,0:13:46,0:13:50,06Q,149,N,Ask me what I would like to do.,,,"German Phase 1, Units 1-30 (2002)","1,10"
148,GR,978-1-4423-4865-3,German 1,8,0:13:52,0:13:55,06R,,M,Was möchten Sie machen?,4,Q,"German Phase 1, Units 1-30 (2002)","1,10"
149,GR,978-1-4423-4865-3,German 1,8,0:16:00,0:16:04,07Q,173,N,Ask me what I would like to buy.,,,"German Phase 1, Units 1-30 (2002)","10,14"
150,GR,978-1-4423-4865-3,German 1,8,0:16:05,0:16:09,07R,,M,Was möchten Sie kaufen?,4,Q,"German Phase 1, Units 1-30 (2002)","10,14"
151,GR,978-1-4423-4865-3,German 1,8,0:17:42,0:17:44,08Q,191,N,With whom?,,,"German Phase 1, Units 1-30 (2002)",1
152,GR,978-1-4423-4865-3,German 1,8,0:17:45,0:17:48,08R,,M,Mit wem?,2,Q,"German Phase 1, Units 1-30 (2002)",1
153,GR,978-1-4423-4865-3,German 1,8,0:19:09,0:19:10,09Q,205,N,With you.,,,"German Phase 1, Units 1-30 (2002)",1
154,GR,978-1-4423-4865-3,German 1,8,0:19:11,0:19:14,09R,,M,Mit Ihnen.,2,S,"German Phase 1, Units 1-30 (2002)",1
155,GR,978-1-4423-4865-3,German 1,8,0:20:34,0:20:40,10Q,222,N,Try to ask her if she would like to drink something with you.,,,"German Phase 1, Units 1-30 (2002)","1,6"
156,GR,978-1-4423-4865-3,German 1,8,0:20:42,0:20:47,10R,,M,Möchten Sie etwas mit mir trinken?,6,Q,"German Phase 1, Units 1-30 (2002)","1,6"
157,GR,978-1-4423-4865-3,German 1,8,0:21:13,0:21:16,11Q,228,N,Where? In the hotel?,,,"German Phase 1, Units 1-30 (2002)","4,18"
158,GR,978-1-4423-4865-3,German 1,8,0:21:17,0:21:21,11R,,M,Wo? Im Hotel?,3,Q,"German Phase 1, Units 1-30 (2002)","4,18"
159,GR,978-1-4423-4865-3,German 1,8,0:22:49,0:22:52,12Q,243,N,"What would you like to drink, wine or beer?",,,"German Phase 1, Units 1-30 (2002)","1,6"
160,GR,978-1-4423-4865-3,German 1,8,0:22:56,0:23:01,12R,,M,"Was möchten Sie trinken, Wein oder Bier?",7,Q,"German Phase 1, Units 1-30 (2002)","1,6"
161,GR,978-1-4423-4865-3,German 1,9,0:02:57,0:03:00,01Q,50,N,Tell me.,,,"German Phase 1, Units 1-30 (2002)",7
162,GR,978-1-4423-4865-3,German 1,9,0:03:01,0:03:03,01R,,F,Sagen Sie.,2,S,"German Phase 1, Units 1-30 (2002)",7
163,GR,978-1-4423-4865-3,German 1,9,0:06:35,0:06:38,02Q,90,N,I’d like to buy wine.,,,"German Phase 1, Units 1-30 (2002)","6,14"
164,GR,978-1-4423-4865-3,German 1,9,0:06:39,0:06:43,02R,,F,Ich möchte Wein kaufen.,4,S,"German Phase 1, Units 1-30 (2002)","6,14"
165,GR,978-1-4423-4865-3,German 1,9,0:07:55,0:07:58,03Q,103,N,I wouldn’t like to eat anything now.,,,"German Phase 1, Units 1-30 (2002)","1,6,17"
166,GR,978-1-4423-4865-3,German 1,9,0:08:01,0:08:05,03R,,F,Ich möchte jetzt nichts essen.,5,S,"German Phase 1, Units 1-30 (2002)","1,6,17"
167,GR,978-1-4423-4865-3,German 1,9,0:12:30,0:12:31,04Q,147,N,At what time?,,,"German Phase 1, Units 1-30 (2002)","16,17"
168,GR,978-1-4423-4865-3,German 1,9,0:12:32,0:12:35,04R,,F,Um wieviel Uhr?,3,Q,"German Phase 1, Units 1-30 (2002)","16,17"
169,GR,978-1-4423-4865-3,German 1,9,0:15:59,0:16:00,05Q,182,N,At one.,,,"German Phase 1, Units 1-30 (2002)","12,17"
170,GR,978-1-4423-4865-3,German 1,9,0:16:02,0:16:04,05R,,M,Um eins.,2,S,"German Phase 1, Units 1-30 (2002)","12,17"
171,GR,978-1-4423-4865-3,German 1,9,0:16:49,0:16:51,06Q,190,N,At two o’clock.,,,"German Phase 1, Units 1-30 (2002)","12,17"
172,GR,978-1-4423-4865-3,German 1,9,0:16:53,0:16:56,06R,,M,Um zwei Uhr.,3,S,"German Phase 1, Units 1-30 (2002)","12,17"
