Control #,Rec,Lang,ISBN,Course,Unit Num,Start,Stop,Cluster,Qz #,Spkr,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills
29,29,FR,978-1-4423-6785-2,French 4,1,,,U01-04,04Q_C,N,Your wife is a psychologist.,20,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0029.mp3,"5,20"
30,30,FR,978-1-4423-6785-2,French 4,1,,,U01-04,04R_C,F,Votre femme est psychologue.,20,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0030.mp3,"5,20"
31,31,FR,978-1-4423-6785-2,French 4,1,,,U01-04,04Q_D,N,My wife knows a psychologist.,20,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0031.mp3,"5,20"
32,32,FR,978-1-4423-6785-2,French 4,1,,,U01-04,04R_D,M,Ma femme connaît un psychologue.,20,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0032.mp3,"5,20"
33,33,FR,978-1-4423-6785-2,French 4,1,,,U01-05,05Q_A,N,He’s going to leave next week.,25,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0033.mp3,"9,17,18"
34,34,FR,978-1-4423-6785-2,French 4,1,,,U01-05,05R_A,F,Il va partir la semaine prochaine.,25,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0034.mp3,"9,17,18"
35,35,FR,978-1-4423-6785-2,French 4,1,,,U01-05,05Q_B,N,He’s going to stay next week.,25,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0035.mp3,"17,18"
36,36,FR,978-1-4423-6785-2,French 4,1,,,U01-05,05R_B,M,Il va rester la semaine prochaine.,25,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0036.mp3,"17,18"
37,37,FR,978-1-4423-6785-2,French 4,1,,,U01-05,05Q_C,N,She’s going to leave next week.,25,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0037.mp3,"9,17,18"
38,38,FR,978-1-4423-6785-2,French 4,1,,,U01-05,05R_C,M,Elle va partir la semaine prochaine.,25,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0038.mp3,"9,17,18"
39,39,FR,978-1-4423-6785-2,French 4,1,,,U01-05,05Q_D,N,He’s going to leave next year.,25,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0039.mp3,"9,17,18"
40,40,FR,978-1-4423-6785-2,French 4,1,,,U01-05,05R_D,F,Il va partir l’année prochaine.,25,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0040.mp3,"9,17,18"
41,41,FR,978-1-4423-6785-2,French 4,1,,,U01-06,06Q_A,N,Are you going to stay a long time?,30,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0041.mp3,"17,18"
42,42,FR,978-1-4423-6785-2,French 4,1,,,U01-06,06R_A,M,Est-ce que vous allez rester longtemps ?,30,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0042.mp3,"17,18"
43,43,FR,978-1-4423-6785-2,French 4,1,,,U01-06,06Q_B,N,Are you going to speak a long time?,30,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0043.mp3,"15,17"
44,44,FR,978-1-4423-6785-2,French 4,1,,,U01-06,06R_B,M,Est-ce que vous allez parler longtemps ?,30,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0044.mp3,"15,17"
45,45,FR,978-1-4423-6785-2,French 4,1,,,U01-06,06Q_C,N,Are you going to stay here?,30,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0045.mp3,18
46,46,FR,978-1-4423-6785-2,French 4,1,,,U01-06,06R_C,F,Est-ce que vous allez rester ici ?,30,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0046.mp3,18
47,47,FR,978-1-4423-6785-2,French 4,1,,,U01-06,06Q_D,N,Have you lived here for long?,30,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0047.mp3,"7,17"
48,48,FR,978-1-4423-6785-2,French 4,1,,,U01-06,06R_D,F,Est-ce que vous habitez ici depuis longtemps ?,30,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0048.mp3,"7,17"
49,49,FR,978-1-4423-6785-2,French 4,1,,,U01-07,07Q_A,N,I’m going to meet them tomorrow.,35,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0049.mp3,"9,17"
50,50,FR,978-1-4423-6785-2,French 4,1,,,U01-07,07R_A,M,Je vais les rencontrer demain.,35,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0050.mp3,"9,17"
51,51,FR,978-1-4423-6785-2,French 4,1,,,U01-07,07Q_B,N,I’m going to a conference tomorrow.,35,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0051.mp3,"17,20"
52,52,FR,978-1-4423-6785-2,French 4,1,,,U01-07,07R_B,M,Je vais à un congrès demain.,35,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0052.mp3,"17,20"
53,53,FR,978-1-4423-6785-2,French 4,1,,,U01-07,07Q_C,N,I’m going to Paris tomorrow.,35,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0053.mp3,"17,18"
54,54,FR,978-1-4423-6785-2,French 4,1,,,U01-07,07R_C,F,Je vais à Paris demain.,35,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0054.mp3,"17,18"
55,55,FR,978-1-4423-6785-2,French 4,1,,,U01-07,07Q_D,N,I’m going to meet them in front.,35,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0055.mp3,"4,9"
56,56,FR,978-1-4423-6785-2,French 4,1,,,U01-07,07R_D,F,Je vais les rencontrer devant.,35,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0056.mp3,"4,9"
57,57,FR,978-1-4423-6785-2,French 4,1,,,U01-08,08Q_A,N,You met your wife in Paris.,40,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0057.mp3,"5,9,18"
58,58,FR,978-1-4423-6785-2,French 4,1,,,U01-08,08R_A,M,Vous avez rencontré votre femme à Paris.,40,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0058.mp3,"5,9,18"
59,59,FR,978-1-4423-6785-2,French 4,1,,,U01-08,08Q_B,N,You are going to meet your wife in Paris.,40,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0059.mp3,"5,18"
60,60,FR,978-1-4423-6785-2,French 4,1,,,U01-08,08R_B,M,Vous allez rencontrer votre femme à Paris.,40,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0060.mp3,"5,18"
61,61,FR,978-1-4423-6785-2,French 4,1,,,U01-08,08Q_C,N,I met your wife in Paris.,40,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0061.mp3,"5,9,18"
62,62,FR,978-1-4423-6785-2,French 4,1,,,U01-08,08R_C,F,J’ai rencontré votre femme à Paris.,40,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0062.mp3,"5,9,18"
63,63,FR,978-1-4423-6785-2,French 4,1,,,U01-08,08Q_D,N,I met my wife in Paris.,40,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0063.mp3,"5,18"
64,64,FR,978-1-4423-6785-2,French 4,1,,,U01-08,08R_D,M,J’ai rencontré ma femme à Paris.,40,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0064.mp3,"5,18"
65,65,FR,978-1-4423-6785-2,French 4,2,,,U02-01,01Q_A,N,It’s a fascinating article.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0065.mp3,"3,9"
66,66,FR,978-1-4423-6785-2,French 4,2,,,U02-01,01R_A,M,C’est un article passionnant.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0066.mp3,"3,9"
67,67,FR,978-1-4423-6785-2,French 4,2,,,U02-01,01Q_B,N,It was a fascinating article.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0067.mp3,"3,9"
68,68,FR,978-1-4423-6785-2,French 4,2,,,U02-01,01R_B,M,C’était un article passionnant.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0068.mp3,"3,9"
69,69,FR,978-1-4423-6785-2,French 4,2,,,U02-01,01Q_C,N,It’s a fascinating show.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0069.mp3,"1,9"
70,70,FR,978-1-4423-6785-2,French 4,2,,,U02-01,01R_C,F,C’est une émission passionnante.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0070.mp3,"1,9"
71,71,FR,978-1-4423-6785-2,French 4,2,,,U02-01,01Q_D,N,It’s a fascinating conference.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0071.mp3,20
72,72,FR,978-1-4423-6785-2,French 4,2,,,U02-01,01R_D,M,C’est un congrès passionnant.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0072.mp3,20
73,73,FR,978-1-4423-6785-2,French 4,2,,,U02-02,02Q_A,N,Was it long ago?,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0073.mp3,"7,17"
74,74,FR,978-1-4423-6785-2,French 4,2,,,U02-02,02R_A,M,C’était il y a longtemps ?,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0074.mp3,"7,17"
75,75,FR,978-1-4423-6785-2,French 4,2,,,U02-02,02Q_B,N,What year was it?,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0075.mp3,"7,17"
76,76,FR,978-1-4423-6785-2,French 4,2,,,U02-02,02R_B,M,C’était en quelle année ?,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0076.mp3,"7,17"
77,77,FR,978-1-4423-6785-2,French 4,2,,,U02-02,02Q_C,N,When was it?,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0077.mp3,"7,17"
78,78,FR,978-1-4423-6785-2,French 4,2,,,U02-02,02R_C,F,C’était quand ?,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0078.mp3,"7,17"
79,79,FR,978-1-4423-6785-2,French 4,2,,,U02-02,02Q_D,N,Where was it?,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0079.mp3,7
80,80,FR,978-1-4423-6785-2,French 4,2,,,U02-02,02R_D,F,C’était où ?,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0080.mp3,7
81,81,FR,978-1-4423-6785-2,French 4,2,,,U02-03,03Q_A,N,Have you read the article?,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0081.mp3,1
82,82,FR,978-1-4423-6785-2,French 4,2,,,U02-03,03R_A,M,Vous avez lu l’article ?,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0082.mp3,1
83,83,FR,978-1-4423-6785-2,French 4,2,,,U02-03,03Q_B,N,Have you read it?,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0083.mp3,1
84,84,FR,978-1-4423-6785-2,French 4,2,,,U02-03,03R_B,F,Vous l’avez lu ?,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0084.mp3,1
85,85,FR,978-1-4423-6785-2,French 4,2,,,U02-03,03Q_C,N,You haven’t read the article?,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0085.mp3,1
86,86,FR,978-1-4423-6785-2,French 4,2,,,U02-03,03R_C,M,Vous n’avez pas lu l’article ?,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0086.mp3,1
87,87,FR,978-1-4423-6785-2,French 4,2,,,U02-03,03Q_D,N,You haven’t read it?,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0087.mp3,1
88,88,FR,978-1-4423-6785-2,French 4,2,,,U02-03,03R_D,M,Vous ne l’avez pas lu ?,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0088.mp3,1
89,89,FR,978-1-4423-6785-2,French 4,2,,,U02-04,04Q_A,N,I have seen her on TV.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0089.mp3,"3,9"
90,90,FR,978-1-4423-6785-2,French 4,2,,,U02-04,04R_A,M,Je l’ai vue à la télé.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0090.mp3,"3,9"
91,91,FR,978-1-4423-6785-2,French 4,2,,,U02-04,04Q_B,N,You’ve seen her on TV.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0091.mp3,"3,9"
92,92,FR,978-1-4423-6785-2,French 4,2,,,U02-04,04R_B,F,Vous l’avez vue à la télé.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0092.mp3,"3,9"
93,93,FR,978-1-4423-6785-2,French 4,2,,,U02-04,04Q_C,N,I have seen the TV show.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0093.mp3,"3,9"
94,94,FR,978-1-4423-6785-2,French 4,2,,,U02-04,04R_C,F,J’ai vu l’émission de télé.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0094.mp3,"3,9"
95,95,FR,978-1-4423-6785-2,French 4,2,,,U02-04,04Q_D,N,I have not seen her.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0095.mp3,9
96,96,FR,978-1-4423-6785-2,French 4,2,,,U02-04,04R_D,M,Je ne l’ai pas vue.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0096.mp3,9
97,97,FR,978-1-4423-6785-2,French 4,2,,,U02-05,05Q_A,N,in October 1994,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0097.mp3,17
98,98,FR,978-1-4423-6785-2,French 4,2,,,U02-05,05R_A,M,en octobre mille neuf-cent quatre-vingt-quatorze,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0098.mp3,17
99,99,FR,978-1-4423-6785-2,French 4,2,,,U02-05,05Q_B,N,since October 1994,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0099.mp3,17
100,100,FR,978-1-4423-6785-2,French 4,2,,,U02-05,05R_B,F,depuis octobre mille neuf-cent quatre-vingt-quatorze,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0100.mp3,17
101,101,FR,978-1-4423-6785-2,French 4,2,,,U02-05,05Q_C,N,in October 1996,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0101.mp3,17
102,102,FR,978-1-4423-6785-2,French 4,2,,,U02-05,05R_C,F,en octobre mille neuf-cent quatre-vingt-seize,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0102.mp3,17
103,103,FR,978-1-4423-6785-2,French 4,2,,,U02-05,05Q_D,N,in October 1995,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0103.mp3,17
104,104,FR,978-1-4423-6785-2,French 4,2,,,U02-05,05R_D,M,en octobre mille neuf-cent quatre-vingt-quinze,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0104.mp3,17
105,105,FR,978-1-4423-6785-2,French 4,2,,,U02-06,06Q_A,N,That pleases me too.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0105.mp3,13
106,106,FR,978-1-4423-6785-2,French 4,2,,,U02-06,06R_A,F,Ça me plaît aussi.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0106.mp3,13
107,107,FR,978-1-4423-6785-2,French 4,2,,,U02-06,06Q_B,N,That does not please me at all.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0107.mp3,7
108,108,FR,978-1-4423-6785-2,French 4,2,,,U02-06,06R_B,F,Ça ne me plaît pas du tout.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0108.mp3,7
109,109,FR,978-1-4423-6785-2,French 4,2,,,U02-06,06Q_C,N,Please.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0109.mp3,"10,13,16"
110,110,FR,978-1-4423-6785-2,French 4,2,,,U02-06,06R_C,M,S’il vous plaît.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0110.mp3,"10,13,16"
111,111,FR,978-1-4423-6785-2,French 4,2,,,U02-06,06Q_D,N,Paris pleases me a lot.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0111.mp3,18
112,112,FR,978-1-4423-6785-2,French 4,2,,,U02-06,06R_D,M,Paris me plaît beaucoup.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0112.mp3,18
113,113,FR,978-1-4423-6785-2,French 4,2,,,U02-07,07Q_A,N,"I know it, but I have not read it.",,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0113.mp3,1
114,114,FR,978-1-4423-6785-2,French 4,2,,,U02-07,07R_A,F,"Je le connais, mais je ne l’ai pas lu.",,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0114.mp3,1
115,115,FR,978-1-4423-6785-2,French 4,2,,,U02-07,07Q_B,N,"I know her, but I have not seen her.",,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0115.mp3,9
116,116,FR,978-1-4423-6785-2,French 4,2,,,U02-07,07R_B,M,"Je la connais, mais je ne l’ai pas vue.",,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0116.mp3,9
117,117,FR,978-1-4423-6785-2,French 4,2,,,U02-07,07Q_C,N,I don’t know it and I have not read it.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0117.mp3,1
118,118,FR,978-1-4423-6785-2,French 4,2,,,U02-07,07R_C,M,Je ne le connais pas et je ne l’ai pas lu.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0118.mp3,1
119,119,FR,978-1-4423-6785-2,French 4,2,,,U02-07,07Q_D,N,I know it and I have read it.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0119.mp3,1
120,120,FR,978-1-4423-6785-2,French 4,2,,,U02-07,07R_D,M,Je le connais et je l’ai lu.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0120.mp3,1
121,121,FR,978-1-4423-6785-2,French 4,2,,,U02-08,08Q_A,N,We can talk in the kitchen.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0121.mp3,9
122,122,FR,978-1-4423-6785-2,French 4,2,,,U02-08,08R_A,F,On peut parler dans la cuisine.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0122.mp3,9
123,123,FR,978-1-4423-6785-2,French 4,2,,,U02-08,08Q_B,N,We talked in the kitchen.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0123.mp3,"1,9"
124,124,FR,978-1-4423-6785-2,French 4,2,,,U02-08,08R_B,M,On a parlé dans la cuisine.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0124.mp3,"1,9"
125,125,FR,978-1-4423-6785-2,French 4,2,,,U02-08,08Q_C,N,We’re going to talk in the kitchen.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0125.mp3,"1,9"
126,126,FR,978-1-4423-6785-2,French 4,2,,,U02-08,08R_C,F,On va parler dans la cuisine.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0126.mp3,"1,9"
127,127,FR,978-1-4423-6785-2,French 4,2,,,U02-08,08Q_D,N,We want to talk in the kitchen.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0127.mp3,"1,9"
128,128,FR,978-1-4423-6785-2,French 4,2,,,U02-08,08R_D,M,On veut parler dans la cuisine.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0128.mp3,"1,9"
129,129,FR,978-1-4423-6785-2,French 4,3,,,U03-01,01Q_A,N,It doesn’t please my colleagues.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0129.mp3,20
130,130,FR,978-1-4423-6785-2,French 4,3,,,U03-01,01R_A,M,Ça ne plaît pas à mes collègues.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0130.mp3,20
131,131,FR,978-1-4423-6785-2,French 4,3,,,U03-01,01Q_B,N,It’s not pleasing to them.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0131.mp3,7
132,132,FR,978-1-4423-6785-2,French 4,3,,,U03-01,01R_B,M,Ça ne leur plaît pas.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0132.mp3,7
133,133,FR,978-1-4423-6785-2,French 4,3,,,U03-01,01Q_C,N,My colleague is not pleasing to them.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0133.mp3,"9,20"
134,134,FR,978-1-4423-6785-2,French 4,3,,,U03-01,01R_C,F,Ma collègue ne leur plaît pas.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0134.mp3,"9,20"
135,135,FR,978-1-4423-6785-2,French 4,3,,,U03-01,01Q_D,N,This idea is not pleasing to me.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0135.mp3,"7,20"
136,136,FR,978-1-4423-6785-2,French 4,3,,,U03-01,01R_D,M,Cette idée ne me plaît pas.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0136.mp3,"7,20"
137,137,FR,978-1-4423-6785-2,French 4,3,,,U03-02,02Q_A,N,It’s a fascinating city.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0137.mp3,"9,18"
138,138,FR,978-1-4423-6785-2,French 4,3,,,U03-02,02R_A,F,C’est une ville passionnante.,,,"French Phase 4, Units 1-30 (2013)",9781442370555_French_4_QZ_0138.mp3,"9,18"
