Rec #,Lang,ISBN-13,Course,Unit Num,start,stop,QZ #,line #,spkr,Cue,#of words,Q or S,Course Name (Source),Skills
33,SP,978-1-4423-5038-0,Spanish 2,2,0:10:30,0:10:32,06Q,111,N,I’m here on a visit.,,,"Spanish Phase 2, Units 1-30 (2003)",18
34,SP,978-1-4423-5038-0,Spanish 2,2,0:10:36,0:10:38,06R,112,M,Estoy aquí de visita.,4,S,"Spanish Phase 2, Units 1-30 (2003)",18
35,SP,978-1-4423-5038-0,Spanish 2,2,0:14:14,0:14:16,07Q,147,N,I have to work tomorrow morning.,,,"Spanish Phase 2, Units 1-30 (2003)","17,20"
36,SP,978-1-4423-5038-0,Spanish 2,2,0:14:20,0:14:23,07R,148,M,Tengo que trabajar mañana en la mañana.,7,S,"Spanish Phase 2, Units 1-30 (2003)","17,20"
37,SP,978-1-4423-5038-0,Spanish 2,2,0:16:40,0:16:43,08Q,172,N,Do you have time after working?,,,"Spanish Phase 2, Units 1-30 (2003)",17
38,SP,978-1-4423-5038-0,Spanish 2,2,0:16:46,0:16:50,08R,173,F,¿Tienes tiempo después de trabajar?,5,Q,"Spanish Phase 2, Units 1-30 (2003)",17
39,SP,978-1-4423-5038-0,Spanish 2,2,0:16:55,0:16:57,09Q,174,N,Unfortunately not.,,,"Spanish Phase 2, Units 1-30 (2003)",7
40,SP,978-1-4423-5038-0,Spanish 2,2,0:17:00,0:17:03,09R,175,M,Desafortunadamente no.,2,S,"Spanish Phase 2, Units 1-30 (2003)",7
41,SP,978-1-4423-5038-0,Spanish 2,2,0:19:40,0:19:42,10Q,200,N,Not when he arrived.,,,"Spanish Phase 2, Units 1-30 (2003)",18
42,SP,978-1-4423-5038-0,Spanish 2,2,0:19:47,0:19:49,10R,202,M,"Cuando llegó, no.",2,S,"Spanish Phase 2, Units 1-30 (2003)",18
43,SP,978-1-4423-5038-0,Spanish 2,3,0:01:36,0:01:38,01Q,24,N,When did you arrive in Mexico City?,,,"Spanish Phase 2, Units 1-30 (2003)",18
44,SP,978-1-4423-5038-0,Spanish 2,3,0:01:44,0:01:48,01R,26,M,¿Cuándo llegó a la ciudad de México?,7,Q,"Spanish Phase 2, Units 1-30 (2003)",18
45,SP,978-1-4423-5038-0,Spanish 2,3,0:04:34,0:04:37,02Q,50,N,"Yes, I work in an office near here.",,,"Spanish Phase 2, Units 1-30 (2003)",20
46,SP,978-1-4423-5038-0,Spanish 2,3,0:04:41,0:04:46,02R,51,M,"Sí, trabajo en una oficina cerca de aquí.",7,S,"Spanish Phase 2, Units 1-30 (2003)",20
47,SP,978-1-4423-5038-0,Spanish 2,3,0:06:58,0:07:00,03Q,70,N,I’ve had to come alone.,,,"Spanish Phase 2, Units 1-30 (2003)",9
48,SP,978-1-4423-5038-0,Spanish 2,3,0:07:02,0:07:04,03R,71,F,He tenido que venir sola.,5,S,"Spanish Phase 2, Units 1-30 (2003)",9
49,SP,978-1-4423-5038-0,Spanish 2,3,0:08:11,0:08:14,04Q,82,N,"That’s too bad! or, What a shame!",,,"Spanish Phase 2, Units 1-30 (2003)",9
50,SP,978-1-4423-5038-0,Spanish 2,3,0:08:16,0:08:18,04R,83,M,¡Qué lástima!,2,S,"Spanish Phase 2, Units 1-30 (2003)",9
51,SP,978-1-4423-5038-0,Spanish 2,3,0:12:10,0:12:13,05Q,122,N,"By the way, I need a car.",,,"Spanish Phase 2, Units 1-30 (2003)",18
52,SP,978-1-4423-5038-0,Spanish 2,3,0:12:16,0:12:20,05R,123,F,"A propósito, necesito un coche.",5,S,"Spanish Phase 2, Units 1-30 (2003)",18
53,SP,978-1-4423-5038-0,Spanish 2,3,0:13:41,0:13:43,06Q,136,N,The office for renting a car.,,,"Spanish Phase 2, Units 1-30 (2003)",18
54,SP,978-1-4423-5038-0,Spanish 2,3,0:13:49,0:13:53,06R,138,F,La oficina para alquilar un coche.,6,S,"Spanish Phase 2, Units 1-30 (2003)",18
55,SP,978-1-4423-5038-0,Spanish 2,3,0:19:32,0:19:34,07Q,192,N,You don’t drive?,,,"Spanish Phase 2, Units 1-30 (2003)",18
56,SP,978-1-4423-5038-0,Spanish 2,3,0:19:36,0:19:38,07R,193,M,¿No maneja?,2,Q,"Spanish Phase 2, Units 1-30 (2003)",18
57,SP,978-1-4423-5038-0,Spanish 2,3,0:19:47,0:19:49,08Q,194,N,I don’t drive in the city.,,,"Spanish Phase 2, Units 1-30 (2003)",18
58,SP,978-1-4423-5038-0,Spanish 2,3,0:19:51,0:19:54,08R,195,F,No manejo en la ciudad.,5,S,"Spanish Phase 2, Units 1-30 (2003)",18
59,SP,978-1-4423-5038-0,Spanish 2,3,0:26:08,0:26:10,09Q,255,N,Thanks for helping me.,,,"Spanish Phase 2, Units 1-30 (2003)","13,16"
60,SP,978-1-4423-5038-0,Spanish 2,3,0:26:12,0:26:15,09R,256,F,Gracias por ayudarme.,3,S,"Spanish Phase 2, Units 1-30 (2003)","13,16"
61,SP,978-1-4423-5038-0,Spanish 2,3,0:27:05,0:27:06,10Q,264,N,Can you take me there?,,,"Spanish Phase 2, Units 1-30 (2003)",9
62,SP,978-1-4423-5038-0,Spanish 2,3,0:27:08,0:27:11,10R,265,F,¿Puedes llevarme?,2,Q,"Spanish Phase 2, Units 1-30 (2003)",9
63,SP,978-1-4423-5038-0,Spanish 2,3,0:28:01,0:28:03,11Q,275,N,How can I get there?,,,"Spanish Phase 2, Units 1-30 (2003)",7
64,SP,978-1-4423-5038-0,Spanish 2,3,0:28:05,0:28:08,11R,276,F,¿Cómo puedo llegar?,3,Q,"Spanish Phase 2, Units 1-30 (2003)",7
65,SP,978-1-4423-5038-0,Spanish 2,3,0:29:32,0:29:36,12Q,291,N,"After eating, I can go with you.",,,"Spanish Phase 2, Units 1-30 (2003)",6
66,SP,978-1-4423-5038-0,Spanish 2,3,0:29:38,0:29:43,12R,292,M,"Después de comer, puedo ir contigo.",6,S,"Spanish Phase 2, Units 1-30 (2003)",6
67,SP,978-1-4423-5038-0,Spanish 2,4,0:04:14,0:04:15,01Q,53,N,I see her there.,,,"Spanish Phase 2, Units 1-30 (2003)",9
68,SP,978-1-4423-5038-0,Spanish 2,4,0:04:17,0:04:20,01R,54,M,La veo allí.,3,S,"Spanish Phase 2, Units 1-30 (2003)",9
69,SP,978-1-4423-5038-0,Spanish 2,4,0:06:40,0:06:42,02Q,78,N,I’m going to visit a friend of mine.,,,"Spanish Phase 2, Units 1-30 (2003)","5,18"
70,SP,978-1-4423-5038-0,Spanish 2,4,0:06:46,0:06:49,02R,79,M,Voy a visitar a un amigo mío.,7,S,"Spanish Phase 2, Units 1-30 (2003)","5,18"
71,SP,978-1-4423-5038-0,Spanish 2,4,0:12:42,0:12:44,03Q,132,M,After six a.m.,,,"Spanish Phase 2, Units 1-30 (2003)",12
72,SP,978-1-4423-5038-0,Spanish 2,4,0:12:48,0:12:51,03R,133,F,Después de las seis de la mañana.,7,S,"Spanish Phase 2, Units 1-30 (2003)",12
73,SP,978-1-4423-5038-0,Spanish 2,4,0:14:51,0:14:52,04Q,151,N,Yesterday morning.,,,"Spanish Phase 2, Units 1-30 (2003)",17
74,SP,978-1-4423-5038-0,Spanish 2,4,0:14:55,0:14:57,04R,152,F,Ayer en la mañana.,4,S,"Spanish Phase 2, Units 1-30 (2003)",17
75,SP,978-1-4423-5038-0,Spanish 2,4,0:17:40,0:17:43,05Q,179,N,I wish to order a beer.,,,"Spanish Phase 2, Units 1-30 (2003)",6
76,SP,978-1-4423-5038-0,Spanish 2,4,0:17:46,0:17:49,05R,180,M,Quisiera pedir una cerveza.,4,S,"Spanish Phase 2, Units 1-30 (2003)",6
77,SP,978-1-4423-5038-0,Spanish 2,4,0:18:37,0:18:40,06Q,188,N,Do you like red wine?,,,"Spanish Phase 2, Units 1-30 (2003)",6
78,SP,978-1-4423-5038-0,Spanish 2,4,0:18:41,0:18:44,06R,189,M,¿Le gusta el vino tinto?,5,Q,"Spanish Phase 2, Units 1-30 (2003)",6
79,SP,978-1-4423-5038-0,Spanish 2,4,0:20:14,0:20:16,07Q,203,N,I always drink white wine.,,,"Spanish Phase 2, Units 1-30 (2003)",6
80,SP,978-1-4423-5038-0,Spanish 2,4,0:20:20,0:20:22,07R,204,F,Siempre bebo vino blanco.,4,S,"Spanish Phase 2, Units 1-30 (2003)",6
81,SP,978-1-4423-5038-0,Spanish 2,4,0:21:30,0:21:32,08Q,216,N,"No, nothing more.",,,"Spanish Phase 2, Units 1-30 (2003)",9
82,SP,978-1-4423-5038-0,Spanish 2,4,0:21:34,0:21:36,08R,217,F,"No, nada más.",2,S,"Spanish Phase 2, Units 1-30 (2003)",9
83,SP,978-1-4423-5038-0,Spanish 2,4,0:21:50,0:21:53,09Q,220,N,Never is there enough time!,,,"Spanish Phase 2, Units 1-30 (2003)",17
84,SP,978-1-4423-5038-0,Spanish 2,4,0:21:56,0:21:59,09R,221,F,¡Nunca hay suficiente tiempo!,4,S,"Spanish Phase 2, Units 1-30 (2003)",17
85,SP,978-1-4423-5038-0,Spanish 2,4,0:27:49,0:27:51,10Q,281,N,I never drink without eating something.,,,"Spanish Phase 2, Units 1-30 (2003)",6
86,SP,978-1-4423-5038-0,Spanish 2,4,0:27:54,0:27:57,10R,282,M,Nunca bebo sin comer algo.,5,S,"Spanish Phase 2, Units 1-30 (2003)",6
87,SP,978-1-4423-5038-0,Spanish 2,4,0:28:23,0:28:25,11Q,287,N,Four p.m.!,,,"Spanish Phase 2, Units 1-30 (2003)",12
88,SP,978-1-4423-5038-0,Spanish 2,4,0:28:28,0:28:30,11R,288,M,¡Las cuatro de la tarde!,5,S,"Spanish Phase 2, Units 1-30 (2003)",12
89,SP,978-1-4423-5038-0,Spanish 2,5,0:02:24,0:02:26,01Q,32,N,It’s too early to drink wine.,,,"Spanish Phase 2, Units 1-30 (2003)","6,17"
90,SP,978-1-4423-5038-0,Spanish 2,5,0:02:31,0:02:35,01R,33,F,Es demasiado temprano para beber vino.,6,S,"Spanish Phase 2, Units 1-30 (2003)","6,17"
91,SP,978-1-4423-5038-0,Spanish 2,5,0:04:15,0:04:16,02Q,50,N,She’s a friend of mine.,,,"Spanish Phase 2, Units 1-30 (2003)",5
92,SP,978-1-4423-5038-0,Spanish 2,5,0:04:22,0:04:24,02R,52,M,Es amiga mía.,3,S,"Spanish Phase 2, Units 1-30 (2003)",5
93,SP,978-1-4423-5038-0,Spanish 2,5,0:05:37,0:05:40,03Q,64,N,Is he also a friend of yours?,,,"Spanish Phase 2, Units 1-30 (2003)",5
94,SP,978-1-4423-5038-0,Spanish 2,5,0:05:54,0:05:56,03R,65,F,¿También es amigo suyo?,4,Q,"Spanish Phase 2, Units 1-30 (2003)",5
95,SP,978-1-4423-5038-0,Spanish 2,5,0:07:28,0:07:29,04Q,83,N,I would like to meet him.,,,"Spanish Phase 2, Units 1-30 (2003)",9
96,SP,978-1-4423-5038-0,Spanish 2,5,0:07:32,0:07:35,04R,84,M,Me gustaría conocerlo.,3,S,"Spanish Phase 2, Units 1-30 (2003)",9
97,SP,978-1-4423-5038-0,Spanish 2,5,0:09:24,0:09:25,05Q,102,N,He’s a friend of mine.,,,"Spanish Phase 2, Units 1-30 (2003)",5
98,SP,978-1-4423-5038-0,Spanish 2,5,0:09:27,0:09:29,05R,103,F,Es amigo mío.,3,S,"Spanish Phase 2, Units 1-30 (2003)",5
99,SP,978-1-4423-5038-0,Spanish 2,5,0:10:20,0:10:23,06Q,113,N,I have to take something to him.,,,"Spanish Phase 2, Units 1-30 (2003)",9
100,SP,978-1-4423-5038-0,Spanish 2,5,0:10:25,0:10:27,06R,114,F,Tengo que llevarle algo.,4,S,"Spanish Phase 2, Units 1-30 (2003)",9
101,SP,978-1-4423-5038-0,Spanish 2,5,0:11:21,0:11:23,07Q,122,N,What are you going to buy him?,,,"Spanish Phase 2, Units 1-30 (2003)",14
102,SP,978-1-4423-5038-0,Spanish 2,5,0:11:25,0:11:28,07R,123,M,¿Qué va a comprarle?,4,Q,"Spanish Phase 2, Units 1-30 (2003)",14
103,SP,978-1-4423-5038-0,Spanish 2,5,0:16:30,0:16:31,08Q,173,N,We don’t like beer.,,,"Spanish Phase 2, Units 1-30 (2003)",6
104,SP,978-1-4423-5038-0,Spanish 2,5,0:16:34,0:16:37,08R,174,F,No nos gusta la cerveza.,5,S,"Spanish Phase 2, Units 1-30 (2003)",6
105,SP,978-1-4423-5038-0,Spanish 2,5,0:20:07,0:20:09,09Q,208,N,Since when?,,,"Spanish Phase 2, Units 1-30 (2003)",7
106,SP,978-1-4423-5038-0,Spanish 2,5,0:20:11,0:20:13,09R,209,M,¿Desde cuándo?,2,Q,"Spanish Phase 2, Units 1-30 (2003)",7
107,SP,978-1-4423-5038-0,Spanish 2,5,0:22:42,0:22:44,10Q,233,N,We’d like to see more.,,,"Spanish Phase 2, Units 1-30 (2003)",9
108,SP,978-1-4423-5038-0,Spanish 2,5,0:22:47,0:22:49,10R,234,F,Nos gustaría ver más.,4,S,"Spanish Phase 2, Units 1-30 (2003)",9
109,SP,978-1-4423-5038-0,Spanish 2,5,0:24:03,0:24:05,11Q,245,N,How long are you going to stay?,,,"Spanish Phase 2, Units 1-30 (2003)",18
110,SP,978-1-4423-5038-0,Spanish 2,5,0:24:08,0:24:11,11R,246,M,¿Cuánto tiempo van a quedarse?,5,Q,"Spanish Phase 2, Units 1-30 (2003)",18
111,SP,978-1-4423-5038-0,Spanish 2,6,0:02:17,0:02:18,01Q,38,N,I’d like to meet her.,,,"Spanish Phase 2, Units 1-30 (2003)",9
112,SP,978-1-4423-5038-0,Spanish 2,6,0:02:21,0:02:25,01R,39,F,Me gustaría conocerla.,3,S,"Spanish Phase 2, Units 1-30 (2003)",9
113,SP,978-1-4423-5038-0,Spanish 2,6,0:04:00,0:04:02,02Q,54,N,Would you (pl.) like to come tomorrow?,,,"Spanish Phase 2, Units 1-30 (2003)",17
114,SP,978-1-4423-5038-0,Spanish 2,6,0:04:06,0:04:09,02R,55,F,¿Les gustaría venir mañana?,4,Q,"Spanish Phase 2, Units 1-30 (2003)",17
115,SP,978-1-4423-5038-0,Spanish 2,6,0:06:02,0:06:04,03Q,75,N,I wish to order a white wine.,,,"Spanish Phase 2, Units 1-30 (2003)",6
116,SP,978-1-4423-5038-0,Spanish 2,6,0:06:07,0:06:10,03R,76,F,Quisiera pedir un vino blanco.,5,S,"Spanish Phase 2, Units 1-30 (2003)",6
117,SP,978-1-4423-5038-0,Spanish 2,6,0:06:49,0:06:51,04Q,84,N,Do you see that man over there?,,,"Spanish Phase 2, Units 1-30 (2003)",4
118,SP,978-1-4423-5038-0,Spanish 2,6,0:06:54,0:06:57,04R,85,F,¿Ve a ese hombre allí?,5,Q,"Spanish Phase 2, Units 1-30 (2003)",4
119,SP,978-1-4423-5038-0,Spanish 2,6,0:07:19,0:07:21,05Q,88,N,I’d like to meet him.,,,"Spanish Phase 2, Units 1-30 (2003)",9
120,SP,978-1-4423-5038-0,Spanish 2,6,0:07:23,0:07:26,05R,89,F,Me gustaría conocerlo.,3,S,"Spanish Phase 2, Units 1-30 (2003)",9
121,SP,978-1-4423-5038-0,Spanish 2,6,0:12:32,0:12:34,06Q,135,N,I’m only going to stay until next week.,,,"Spanish Phase 2, Units 1-30 (2003)",18
122,SP,978-1-4423-5038-0,Spanish 2,6,0:12:39,0:12:44,06R,136,M,Sólo voy a quedarme hasta la semana entrante.,8,S,"Spanish Phase 2, Units 1-30 (2003)",18
123,SP,978-1-4423-5038-0,Spanish 2,6,0:16:58,0:17:00,07Q,175,N,Do you travel a lot?,,,"Spanish Phase 2, Units 1-30 (2003)",18
124,SP,978-1-4423-5038-0,Spanish 2,6,0:17:02,0:17:04,07R,176,F,¿Viaja mucho?,3,Q,"Spanish Phase 2, Units 1-30 (2003)",18
125,SP,978-1-4423-5038-0,Spanish 2,6,0:17:56,0:17:58,08Q,184,N,Sometimes I have to travel.,,,"Spanish Phase 2, Units 1-30 (2003)",18
126,SP,978-1-4423-5038-0,Spanish 2,6,0:18:02,0:18:04,08R,185,M,A veces tengo que viajar.,5,S,"Spanish Phase 2, Units 1-30 (2003)",18
127,SP,978-1-4423-5038-0,Spanish 2,6,0:22:52,0:22:54,09Q,229,N,How nice!,,,"Spanish Phase 2, Units 1-30 (2003)","7,13"
128,SP,978-1-4423-5038-0,Spanish 2,6,0:22:56,0:22:57,09R,230,F,¡Qué bien!,2,S,"Spanish Phase 2, Units 1-30 (2003)","7,13"
129,SP,978-1-4423-5038-0,Spanish 2,6,0:25:58,0:26:02,10Q,261,N,"I don’t know. Literally, I don’t know it.",,,"Spanish Phase 2, Units 1-30 (2003)",9
130,SP,978-1-4423-5038-0,Spanish 2,6,0:26:04,0:26:06,10R,262,M,No lo sé.,2,S,"Spanish Phase 2, Units 1-30 (2003)",9
131,SP,978-1-4423-5038-0,Spanish 2,6,0:26:13,0:26:15,11Q,263,N,But I know where she’s going to stay.,,,"Spanish Phase 2, Units 1-30 (2003)",18
132,SP,978-1-4423-5038-0,Spanish 2,6,0:26:19,0:26:22,11R,264,M,Pero sé dónde va a quedarse.,6,S,"Spanish Phase 2, Units 1-30 (2003)",18
133,SP,978-1-4423-5038-0,Spanish 2,7,0:03:34,0:03:37,01Q,45,N,I can’t stay a long time.,,,"Spanish Phase 2, Units 1-30 (2003)","17,18"
134,SP,978-1-4423-5038-0,Spanish 2,7,0:03:40,0:03:43,01R,46,M,No puedo quedarme mucho tiempo.,5,S,"Spanish Phase 2, Units 1-30 (2003)","17,18"
135,SP,978-1-4423-5038-0,Spanish 2,7,0:04:35,0:04:37,02Q,55,N,You travel a lot!,,,"Spanish Phase 2, Units 1-30 (2003)",18
136,SP,978-1-4423-5038-0,Spanish 2,7,0:04:39,0:04:41,02R,56,M,¡Viaja mucho!,2,S,"Spanish Phase 2, Units 1-30 (2003)",18
137,SP,978-1-4423-5038-0,Spanish 2,7,0:07:06,0:07:08,03Q,81,N,I wish to order a coffee.,,,"Spanish Phase 2, Units 1-30 (2003)","6,16"
138,SP,978-1-4423-5038-0,Spanish 2,7,0:07:11,0:07:13,03R,82,F,Quisiera pedir un café.,4,S,"Spanish Phase 2, Units 1-30 (2003)","6,16"
139,SP,978-1-4423-5038-0,Spanish 2,7,0:07:35,0:07:36,04Q,86,N,I’m hungry.,,,"Spanish Phase 2, Units 1-30 (2003)","6,16"
140,SP,978-1-4423-5038-0,Spanish 2,7,0:07:38,0:07:40,04R,87,F,Tengo hambre.,2,S,"Spanish Phase 2, Units 1-30 (2003)","6,16"
141,SP,978-1-4423-5038-0,Spanish 2,7,0:08:20,0:08:22,05Q,96,N,You should eat.,,,"Spanish Phase 2, Units 1-30 (2003)",6
142,SP,978-1-4423-5038-0,Spanish 2,7,0:08:24,0:08:25,05R,97,M,Debe comer.,2,S,"Spanish Phase 2, Units 1-30 (2003)",6
143,SP,978-1-4423-5038-0,Spanish 2,7,0:12:49,0:12:52,06Q,140,N,I’m going to visit her next week.,,,"Spanish Phase 2, Units 1-30 (2003)",18
144,SP,978-1-4423-5038-0,Spanish 2,7,0:12:55,0:12:59,06R,141,F,Voy a visitarla la semana entrante.,6,S,"Spanish Phase 2, Units 1-30 (2003)",18
145,SP,978-1-4423-5038-0,Spanish 2,7,0:13:14,0:13:17,07Q,144,N,I’m going to stay four days.,,,"Spanish Phase 2, Units 1-30 (2003)","12,18"
146,SP,978-1-4423-5038-0,Spanish 2,7,0:13:20,0:13:23,07R,145,F,Voy a quedarme cuatro días.,5,S,"Spanish Phase 2, Units 1-30 (2003)","12,18"
147,SP,978-1-4423-5038-0,Spanish 2,7,0:14:30,0:14:32,08Q,157,N,Sometimes we like to travel.,,,"Spanish Phase 2, Units 1-30 (2003)",18
148,SP,978-1-4423-5038-0,Spanish 2,7,0:14:36,0:14:38,08R,158,F,A veces nos gusta viajar.,5,S,"Spanish Phase 2, Units 1-30 (2003)",18
149,SP,978-1-4423-5038-0,Spanish 2,7,0:17:56,0:17:59,09Q,188,N,"Another co-worker, John, arrives tomorrow.",,,"Spanish Phase 2, Units 1-30 (2003)","17,18,20"
150,SP,978-1-4423-5038-0,Spanish 2,7,0:18:04,0:18:09,09R,189,M,"Otro compañero de trabajo, John, llega mañana.",7,S,"Spanish Phase 2, Units 1-30 (2003)","17,18,20"
151,SP,978-1-4423-5038-0,Spanish 2,7,0:18:14,0:18:16,10Q,190,N,I work with them.,,,"Spanish Phase 2, Units 1-30 (2003)",20
152,SP,978-1-4423-5038-0,Spanish 2,7,0:18:18,0:18:20,10R,191,M,Trabajo con ellos.,3,S,"Spanish Phase 2, Units 1-30 (2003)",20
153,SP,978-1-4423-5038-0,Spanish 2,8,0:03:12,0:03:15,01Q,43,N,"Excuse me, but I should leave now.",,,"Spanish Phase 2, Units 1-30 (2003)","13,16,17"
154,SP,978-1-4423-5038-0,Spanish 2,8,0:03:18,0:03:21,01R,44,M,"Perdón, pero debo irme ahora.",5,S,"Spanish Phase 2, Units 1-30 (2003)","13,16,17"
155,SP,978-1-4423-5038-0,Spanish 2,8,0:03:26,0:03:29,02Q,45,N,They arrive in an hour.,,,"Spanish Phase 2, Units 1-30 (2003)","17,18"
156,SP,978-1-4423-5038-0,Spanish 2,8,0:03:31,0:03:33,02R,46,M,Llegan en una hora.,4,S,"Spanish Phase 2, Units 1-30 (2003)","17,18"
157,SP,978-1-4423-5038-0,Spanish 2,8,0:05:41,0:05:43,03Q,68,N,He’s going to the U.S.,,,"Spanish Phase 2, Units 1-30 (2003)",9
158,SP,978-1-4423-5038-0,Spanish 2,8,0:05:47,0:05:50,03R,69,F,Va a los Estados Unidos.,5,S,"Spanish Phase 2, Units 1-30 (2003)",9
159,SP,978-1-4423-5038-0,Spanish 2,8,0:06:24,0:06:26,04Q,76,N,They travel a lot.,,,"Spanish Phase 2, Units 1-30 (2003)",18
160,SP,978-1-4423-5038-0,Spanish 2,8,0:06:28,0:06:31,04R,77,F,Viajan mucho.,2,S,"Spanish Phase 2, Units 1-30 (2003)",18
161,SP,978-1-4423-5038-0,Spanish 2,8,0:09:02,0:09:04,05Q,99,N,I have a gift.,,,"Spanish Phase 2, Units 1-30 (2003)",14
