Rec #,Lang,ISBN-13,Course,Unit Num,start,stop,QZ #,line #,spkr,Cue,#of words,Q or S,Course Name (Source),Skills
64,GR,978-1-4423-5034-2,German 2,3,0:19:30,0:19:33,9R,213,F,Meine Freundin Ingrid kommt zu Besuch.,6,S,"German Phase 2, Units 1-30 (2003)","1,5,18"
65,GR,978-1-4423-5034-2,German 2,3,0:21:36,0:21:38,10Q,234,N,Would you like a glass of wine?,,,"German Phase 2, Units 1-30 (2003)","6,13"
66,GR,978-1-4423-5034-2,German 2,3,0:21:41,0:21:43,10R,235,M,Möchten Sie ein Glas Wein?,5,Q,"German Phase 2, Units 1-30 (2003)","6,13"
67,GR,978-1-4423-5034-2,German 2,4,0:04:18,0:04:20,1Q,62,N,We would like very much to come along.,,,"German Phase 2, Units 1-30 (2003)","1,12"
68,GR,978-1-4423-5034-2,German 2,4,0:04:26,0:04:27,1R,63,F,Wir möchten gern mitkommen.,4,S,"German Phase 2, Units 1-30 (2003)","1,12"
69,GR,978-1-4423-5034-2,German 2,4,0:05:56,0:05:58,2Q,79,N,How long is she staying?,,,"German Phase 2, Units 1-30 (2003)","17,18"
70,GR,978-1-4423-5034-2,German 2,4,0:06:01,0:06:02,2R,80,M,Wie lange bleibt sie?,4,Q,"German Phase 2, Units 1-30 (2003)","17,18"
71,GR,978-1-4423-5034-2,German 2,4,0:06:23,0:06:25,3Q,84,N,If she has time.,,,"German Phase 2, Units 1-30 (2003)",17
72,GR,978-1-4423-5034-2,German 2,4,0:06:28,0:06:31,3R,85,F,Wenn sie Zeit hat.,4,S,"German Phase 2, Units 1-30 (2003)",17
73,GR,978-1-4423-5034-2,German 2,4,0:08:39,0:08:41,4Q,107,N,But we didn’t visit the museum.,,,"German Phase 2, Units 1-30 (2003)","1,18"
74,GR,978-1-4423-5034-2,German 2,4,0:08:48,0:08:51,4R,109,F,Aber wir haben das Museum nicht besichtigt.,7,S,"German Phase 2, Units 1-30 (2003)","1,18"
75,GR,978-1-4423-5034-2,German 2,4,0:09:35,0:09:36,5Q,117,N,I’m going to drink red wine.,,,"German Phase 2, Units 1-30 (2003)","1,6"
76,GR,978-1-4423-5034-2,German 2,4,0:09:41,0:09:42,5R,118,F,Ich trinke Rotwein.,3,S,"German Phase 2, Units 1-30 (2003)","1,6"
77,GR,978-1-4423-5034-2,German 2,4,0:10:49,0:10:51,6Q,129,N,A colleague is coming for a visit.,,,"German Phase 2, Units 1-30 (2003)","18,20"
78,GR,978-1-4423-5034-2,German 2,4,0:10:55,0:10:57,6R,130,F,Eine Kollegin kommt zu Besuch.,5,S,"German Phase 2, Units 1-30 (2003)","18,20"
79,GR,978-1-4423-5034-2,German 2,4,0:11:10,0:11:12,7Q,133,N,She’s coming with her husband.,,,"German Phase 2, Units 1-30 (2003)","5,18"
80,GR,978-1-4423-5034-2,German 2,4,0:11:15,0:11:17,7R,134,F,Sie kommt mit ihrem Mann.,5,S,"German Phase 2, Units 1-30 (2003)","5,18"
81,GR,978-1-4423-5034-2,German 2,4,0:11:49,0:11:52,8Q,139,N,She comes from America.,,,"German Phase 2, Units 1-30 (2003)","1,18"
82,GR,978-1-4423-5034-2,German 2,4,0:11:54,0:11:56,8R,140,F,Sie kommt aus Amerika.,4,S,"German Phase 2, Units 1-30 (2003)","1,18"
83,GR,978-1-4423-5034-2,German 2,4,0:13:51,0:13:54,9Q,159,N,She’s been living there already since three years.,,,"German Phase 2, Units 1-30 (2003)","1,12"
84,GR,978-1-4423-5034-2,German 2,4,0:13:59,0:14:01,9R,160,F,Sie wohnt schon seit drei Jahren dort.,7,S,"German Phase 2, Units 1-30 (2003)","1,12"
85,GR,978-1-4423-5034-2,German 2,4,0:14:46,0:14:49,10Q,168,N,She’s lived since one year in Washington.,,,"German Phase 2, Units 1-30 (2003)","12,18"
86,GR,978-1-4423-5034-2,German 2,4,0:14:53,0:14:56,10R,169,F,Sie wohnt seit einem Jahr in Washington.,7,S,"German Phase 2, Units 1-30 (2003)","12,18"
87,GR,978-1-4423-5034-2,German 2,4,0:15:40,0:15:42,11Q,177,N,You don’t know her.,,,"German Phase 2, Units 1-30 (2003)","7,10"
88,GR,978-1-4423-5034-2,German 2,4,0:15:45,0:15:47,11R,178,F,Sie kennen sie nicht.,4,S,"German Phase 2, Units 1-30 (2003)","7,10"
89,GR,978-1-4423-5034-2,German 2,4,0:23:51,0:23:53,12Q,264,N,How about a glass of wine?,,,"German Phase 2, Units 1-30 (2003)","6,13"
90,GR,978-1-4423-5034-2,German 2,4,0:23:57,0:23:59,12R,265,M,Wie wär’s mit einem Glas Wein?,6,Q,"German Phase 2, Units 1-30 (2003)","6,13"
91,GR,978-1-4423-5034-2,German 2,5,0:03:31,0:03:33,1Q,48,N,You know her perhaps.,,,"German Phase 2, Units 1-30 (2003)","7,10"
92,GR,978-1-4423-5034-2,German 2,5,0:03:36,0:03:37,1R,49,F,Sie kennen sie vielleicht.,4,S,"German Phase 2, Units 1-30 (2003)","7,10"
93,GR,978-1-4423-5034-2,German 2,5,0:03:54,0:03:56,2Q,52,N,I’ve known her since a year.,,,"German Phase 2, Units 1-30 (2003)",17
94,GR,978-1-4423-5034-2,German 2,5,0:04:00,0:04:02,2R,53,F,Ich kenne sie seit einem Jahr.,6,S,"German Phase 2, Units 1-30 (2003)",17
95,GR,978-1-4423-5034-2,German 2,5,0:05:59,0:06:02,3Q,72,N,I would like very much a glass of white wine.,,,"German Phase 2, Units 1-30 (2003)",6
96,GR,978-1-4423-5034-2,German 2,5,0:06:06,0:06:08,3R,73,M,Ich möchte gern ein Glas Weißwein.,6,S,"German Phase 2, Units 1-30 (2003)",6
97,GR,978-1-4423-5034-2,German 2,5,0:11:18,0:11:20,4Q,123,N,A male colleague is coming for a visit.,,,"German Phase 2, Units 1-30 (2003)","18,20"
98,GR,978-1-4423-5034-2,German 2,5,0:11:23,0:11:25,4R,124,M,Ein Kollege kommt zu Besuch.,5,S,"German Phase 2, Units 1-30 (2003)","18,20"
99,GR,978-1-4423-5034-2,German 2,5,0:13:12,0:13:14,5Q,140,N,They’re both Americans.,,,"German Phase 2, Units 1-30 (2003)","9,10"
100,GR,978-1-4423-5034-2,German 2,5,0:13:17,0:13:19,5R,141,M,Sie sind beide Amerikaner.,4,S,"German Phase 2, Units 1-30 (2003)","9,10"
101,GR,978-1-4423-5034-2,German 2,5,0:14:28,0:14:29,6Q,152,N,And they both speak German.,,,"German Phase 2, Units 1-30 (2003)",9
102,GR,978-1-4423-5034-2,German 2,5,0:14:37,0:14:39,6R,154,M,Und sie sprechen beide Deutsch.,5,S,"German Phase 2, Units 1-30 (2003)",9
103,GR,978-1-4423-5034-2,German 2,5,0:18:16,0:18:19,7Q,192,N,We could all drink a glass of wine together.,,,"German Phase 2, Units 1-30 (2003)","1,6"
104,GR,978-1-4423-5034-2,German 2,5,0:18:12,0:18:15,7R,191,M,Wir könnten alle zusammen ein Glas Wein trinken.,8,S,"German Phase 2, Units 1-30 (2003)","1,6"
105,GR,978-1-4423-5034-2,German 2,5,0:22:21,0:22:23,8Q,233,N,The subway goes often.,,,"German Phase 2, Units 1-30 (2003)","4,18"
106,GR,978-1-4423-5034-2,German 2,5,0:22:26,0:22:28,8R,234,F,Die U-Bahn fährt oft.,4,S,"German Phase 2, Units 1-30 (2003)","4,18"
107,GR,978-1-4423-5034-2,German 2,5,0:24:10,0:24:11,9Q,249,N,Let’s go on foot.,,,"German Phase 2, Units 1-30 (2003)","1,4"
108,GR,978-1-4423-5034-2,German 2,5,0:24:14,0:24:16,9R,250,F,Gehen wir zu Fuß.,4,S,"German Phase 2, Units 1-30 (2003)","1,4"
109,GR,978-1-4423-5034-2,German 2,5,0:25:42,0:25:44,10Q,263,N,My car is at home.,,,"German Phase 2, Units 1-30 (2003)","9,18"
110,GR,978-1-4423-5034-2,German 2,5,0:25:47,0:25:49,10R,264,F,Mein Auto ist zu Hause.,5,S,"German Phase 2, Units 1-30 (2003)","9,18"
111,GR,978-1-4423-5034-2,German 2,5,0:26:10,0:26:12,11Q,269,N,Not far from here.,,,"German Phase 2, Units 1-30 (2003)","4,18"
112,GR,978-1-4423-5034-2,German 2,5,0:26:15,0:26:16,11R,270,M,Nicht weit von hier.,4,S,"German Phase 2, Units 1-30 (2003)","4,18"
113,GR,978-1-4423-5034-2,German 2,5,0:27:44,0:27:45,12Q,286,N,Do you have your car here?,,,"German Phase 2, Units 1-30 (2003)","4,18"
114,GR,978-1-4423-5034-2,German 2,5,0:27:48,0:27:50,12R,287,F,Haben Sie Ihr Auto hier?,5,Q,"German Phase 2, Units 1-30 (2003)","4,18"
115,GR,978-1-4423-5034-2,German 2,6,0:02:30,0:02:32,1Q,39,N,She’s a colleague of mine.,,,"German Phase 2, Units 1-30 (2003)",20
116,GR,978-1-4423-5034-2,German 2,6,0:02:36,0:02:38,1R,40,F,Sie ist eine Kollegin von mir.,6,S,"German Phase 2, Units 1-30 (2003)",20
117,GR,978-1-4423-5034-2,German 2,6,0:02:57,0:02:59,2Q,43,N,I’ve known her since four years.,,,"German Phase 2, Units 1-30 (2003)","12,17"
118,GR,978-1-4423-5034-2,German 2,6,0:03:02,0:03:08,2R,44,F,Ich kenne sie seit vier Jahren.,6,S,"German Phase 2, Units 1-30 (2003)","12,17"
119,GR,978-1-4423-5034-2,German 2,6,0:03:16,0:03:18,3Q,46,N,She’s coming together with her husband.,,,"German Phase 2, Units 1-30 (2003)","1,5,18"
120,GR,978-1-4423-5034-2,German 2,6,0:03:22,0:03:24,3R,47,F,Sie kommt zusammen mit ihrem Mann.,6,S,"German Phase 2, Units 1-30 (2003)","1,5,18"
121,GR,978-1-4423-5034-2,German 2,6,0:05:03,0:05:07,4Q,62,N,A colleague (m) of mine from Berlin is coming for a visit.,,,"German Phase 2, Units 1-30 (2003)","18,20"
122,GR,978-1-4423-5034-2,German 2,6,0:05:12,0:05:14,4R,63,M,Ein Kollege von mir aus Berlin kommt zu Besuch.,9,S,"German Phase 2, Units 1-30 (2003)","18,20"
123,GR,978-1-4423-5034-2,German 2,6,0:06:01,0:06:02,5Q,71,N,We work together.,,,"German Phase 2, Units 1-30 (2003)",20
124,GR,978-1-4423-5034-2,German 2,6,0:06:07,0:06:08,5R,72,M,Wir arbeiten zusammen.,3,S,"German Phase 2, Units 1-30 (2003)",20
125,GR,978-1-4423-5034-2,German 2,6,0:07:19,0:07:21,6Q,84,N,How often does the subway go?,,,"German Phase 2, Units 1-30 (2003)","4,17,18"
126,GR,978-1-4423-5034-2,German 2,6,0:07:23,0:07:27,6R,85,F,Wie oft fährt die U-Bahn?,5,Q,"German Phase 2, Units 1-30 (2003)","4,17,18"
127,GR,978-1-4423-5034-2,German 2,6,0:11:00,0:11:03,7Q,124,N,They both have been living in Basel since a year.,,,"German Phase 2, Units 1-30 (2003)","10,17,18"
128,GR,978-1-4423-5034-2,German 2,6,0:11:08,0:11:12,7R,125,M,Sie wohnen beide seit einem Jahr in Basel.,8,S,"German Phase 2, Units 1-30 (2003)","10,17,18"
129,GR,978-1-4423-5034-2,German 2,6,0:14:11,0:14:14,8Q,155,N,Let’s go by car.,,,"German Phase 2, Units 1-30 (2003)","4,18"
130,GR,978-1-4423-5034-2,German 2,6,0:14:16,0:14:18,8R,156,F,Fahren wir mit dem Auto.,5,S,"German Phase 2, Units 1-30 (2003)","4,18"
131,GR,978-1-4423-5034-2,German 2,6,0:14:37,0:14:39,9Q,159,N,We can go by subway.,,,"German Phase 2, Units 1-30 (2003)","4,18"
132,GR,978-1-4423-5034-2,German 2,6,0:14:42,0:14:44,9R,160,F,Wir können mit der U-Bahn fahren.,6,S,"German Phase 2, Units 1-30 (2003)","4,18"
133,GR,978-1-4423-5034-2,German 2,6,0:18:55,0:18:56,10Q,203,N,For whom?,,,"German Phase 2, Units 1-30 (2003)",7
134,GR,978-1-4423-5034-2,German 2,6,0:18:57,0:18:58,10R,204,M,Für wen?,2,Q,"German Phase 2, Units 1-30 (2003)",7
135,GR,978-1-4423-5034-2,German 2,6,0:23:18,0:23:20,11Q,250,N,Afterwards is too late for me.,,,"German Phase 2, Units 1-30 (2003)","7,17"
136,GR,978-1-4423-5034-2,German 2,6,0:23:23,0:23:26,11R,251,F,Nachher ist zu spät für mich.,6,S,"German Phase 2, Units 1-30 (2003)","7,17"
137,GR,978-1-4423-5034-2,German 2,7,0:02:13,0:02:14,1Q,38,N,"No, I don’t know him.",,,"German Phase 2, Units 1-30 (2003)","7,10"
138,GR,978-1-4423-5034-2,German 2,7,0:02:18,0:02:20,1R,39,F,"Nein, ich kenne ihn nicht.",5,S,"German Phase 2, Units 1-30 (2003)","7,10"
139,GR,978-1-4423-5034-2,German 2,7,0:04:38,0:04:40,2Q,61,N,We have to drink a glass of wine together.,,,"German Phase 2, Units 1-30 (2003)","1,6"
140,GR,978-1-4423-5034-2,German 2,7,0:04:45,0:04:48,2R,63,F,Wir müssen zusammen ein Glas Wein trinken.,7,S,"German Phase 2, Units 1-30 (2003)","1,6"
141,GR,978-1-4423-5034-2,German 2,7,0:05:10,0:05:12,3Q,68,N,Let’s go into town this evening.,,,"German Phase 2, Units 1-30 (2003)","1,17,18"
142,GR,978-1-4423-5034-2,German 2,7,0:05:15,0:05:17,3R,69,M,Gehen wir heute Abend in die Stadt.,7,S,"German Phase 2, Units 1-30 (2003)","1,17,18"
143,GR,978-1-4423-5034-2,German 2,7,0:06:56,0:06:57,4Q,88,N,At three P.M.,,,"German Phase 2, Units 1-30 (2003)","12,17"
144,GR,978-1-4423-5034-2,German 2,7,0:07:00,0:07:02,4R,89,M,Um fünfzehn Uhr.,3,S,"German Phase 2, Units 1-30 (2003)","12,17"
145,GR,978-1-4423-5034-2,German 2,7,0:08:47,0:08:49,5Q,106,N,Are you staying home today?,,,"German Phase 2, Units 1-30 (2003)","1,17,18"
146,GR,978-1-4423-5034-2,German 2,7,0:08:53,0:08:55,5R,107,M,Bleiben Sie heute zu Hause?,5,Q,"German Phase 2, Units 1-30 (2003)","1,17,18"
147,GR,978-1-4423-5034-2,German 2,7,0:09:59,0:10:01,6Q,117,N,I would like to buy a book afterwards.,,,"German Phase 2, Units 1-30 (2003)","1,14,17"
148,GR,978-1-4423-5034-2,German 2,7,0:10:05,0:10:07,6R,118,F,Ich möchte nachher ein Buch kaufen.,6,S,"German Phase 2, Units 1-30 (2003)","1,14,17"
149,GR,978-1-4423-5034-2,German 2,7,0:13:35,0:13:37,7Q,154,N,Here’s a letter for you.,,,"German Phase 2, Units 1-30 (2003)","3,13"
150,GR,978-1-4423-5034-2,German 2,7,0:13:40,0:13:42,7R,155,F,Hier ist ein Brief für Sie.,6,S,"German Phase 2, Units 1-30 (2003)","3,13"
151,GR,978-1-4423-5034-2,German 2,7,0:13:58,0:14:00,8Q,158,N,A letter for whom?,,,"German Phase 2, Units 1-30 (2003)",3
152,GR,978-1-4423-5034-2,German 2,7,0:14:03,0:14:04,8R,159,M,Ein Brief für wen?,4,Q,"German Phase 2, Units 1-30 (2003)",3
153,GR,978-1-4423-5034-2,German 2,7,0:22:19,0:22:22,9Q,239,N,They are arriving on Monday at five P.M.,,,"German Phase 2, Units 1-30 (2003)","12,17,18"
154,GR,978-1-4423-5034-2,German 2,7,0:22:27,0:22:29,9R,240,M,Sie kommen am Montag um siebzehn Uhr an.,8,S,"German Phase 2, Units 1-30 (2003)","12,17,18"
155,GR,978-1-4423-5034-2,German 2,7,0:23:31,0:23:33,10Q,250,N,At ten to five in the afternoon.,,,"German Phase 2, Units 1-30 (2003)","12,17"
156,GR,978-1-4423-5034-2,German 2,7,0:23:36,0:23:39,10R,251,M,Um zehn vor fünf nachmittags.,5,S,"German Phase 2, Units 1-30 (2003)","12,17"
157,GR,978-1-4423-5034-2,German 2,8,0:04:11,0:04:13,1Q,59,N,Are you coming into town with me?,,,"German Phase 2, Units 1-30 (2003)","1,18"
158,GR,978-1-4423-5034-2,German 2,8,0:04:18,0:04:20,1R,61,F,Kommen Sie mit mir in die Stadt?,7,Q,"German Phase 2, Units 1-30 (2003)","1,18"
159,GR,978-1-4423-5034-2,German 2,8,0:05:31,0:05:33,2Q,73,N,Would you like to drink something beforehand?,,,"German Phase 2, Units 1-30 (2003)","1,6"
160,GR,978-1-4423-5034-2,German 2,8,0:05:41,0:05:43,2R,75,F,Möchten Sie vorher etwas trinken?,5,Q,"German Phase 2, Units 1-30 (2003)","1,6"
161,GR,978-1-4423-5034-2,German 2,8,0:07:29,0:07:31,3Q,92,N,At ten to five in the afternoon.,,,"German Phase 2, Units 1-30 (2003)","12,17"
162,GR,978-1-4423-5034-2,German 2,8,0:07:35,0:07:37,3R,93,M,Um zehn vor fünf nachmittags.,5,S,"German Phase 2, Units 1-30 (2003)","12,17"
163,GR,978-1-4423-5034-2,German 2,8,0:12:37,0:12:39,4Q,151,N,We can go together to a restaurant.,,,"German Phase 2, Units 1-30 (2003)","1,6"
