"Control #","Rec","Lang","ISBN","Course","Unit Num","Start","Stop","Cluster","Qz #","Spkr","Cue","#of words","Q or S","Course Name (Source)","Snippet Name","Skills"
"91","91","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-04","04Q_B","N","She hasn’t changed the money.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0091.mp3","11"
"92","92","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-04","04R_B","M","Non ha cambiato i soldi.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0092.mp3","11"
"93","93","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-04","04Q_C","N","I haven’t yet found the money.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0093.mp3","11"
"94","94","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-04","04R_C","M","Non ho ancora trovato i soldi.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0094.mp3","11"
"95","95","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-04","04Q_D","N","I haven’t yet bought the cookies.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0095.mp3","6,14"
"96","96","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-04","04R_D","M","Non ho ancora comprato i biscotti.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0096.mp3","6,14"
"97","97","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-05","05Q_A","N","Don’t you worry.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0097.mp3","7,13"
"98","98","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-05","05R_A","M","Non si preoccupi.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0098.mp3","7,13"
"99","99","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-05","05Q_B","N","It’s not a problem.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0099.mp3","16"
"100","100","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-05","05R_B","M","Non è un problema.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0100.mp3","16"
"101","101","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-05","05Q_C","N","I didn’t hurt myself.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0101.mp3","5"
"102","102","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-05","05R_C","F","Non mi sono fatta male.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0102.mp3","5"
"103","103","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-05","05Q_D","N","I will no longer be here.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0103.mp3","9,16"
"104","104","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-05","05R_D","F","Non sarò più qui.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0104.mp3","9,16"
"105","105","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-06","06Q_A","N","There is no need to do the grocery shopping.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0105.mp3","1,14"
"106","106","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-06","06R_A","F","Non c’è bisogno di fare la spesa.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0106.mp3","1,14"
"107","107","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-06","06Q_B","N","There is no need for much patience","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0107.mp3","7,12"
"108","108","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-06","06R_B","F","Non c’è bisogno di molta pazienza.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0108.mp3","7,12"
"109","109","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-06","06Q_C","N","One needs to do the grocery shopping this morning.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0109.mp3","1,6,14,17"
"110","110","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-06","06R_C","F","C’è bisogno di fare la spesa stamattina.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0110.mp3","1,6,14,17"
"111","111","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-06","06Q_D","N","You don’t need the cart anymore.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0111.mp3","18"
"112","112","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-06","06R_D","M","Non ha più bisogno del carrello.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0112.mp3","18"
"113","113","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-07","07Q_A","N","You can recover your euro.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0113.mp3","11"
"114","114","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-07","07R_A","M","Può riavere il suo euro.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0114.mp3","11"
"115","115","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-07","07Q_B","N","You can recover your cart.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0115.mp3","18"
"116","116","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-07","07R_B","M","Può riavere il suo carrello.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0116.mp3","18"
"117","117","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-07","07Q_C","N","You can go straight home.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0117.mp3","4"
"118","118","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-07","07R_C","M","Può andare direttamente a casa.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0118.mp3","4"
"119","119","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-07","07Q_D","N","You can buy something with your euro.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0119.mp3","11,14"
"120","120","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-07","07R_D","M","Può comprare qualcosa con il suo euro.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0120.mp3","11,14"
"121","121","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-08","08Q_A","N","Does one pay for a cart?","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0121.mp3","11,12,14,18"
"122","122","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-08","08R_A","F","Si paga per un carrello?","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0122.mp3","11,12,14,18"
"123","123","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-08","08Q_B","N","Does one pay to do the grocery shopping?","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0123.mp3","1,11,14,20"
"124","124","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-08","08R_B","F","Si paga per fare la spesa?","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0124.mp3","1,11,14,20"
"125","125","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-08","08Q_C","N","Does one pay one euro for a cart?","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0125.mp3","11,12,14,18"
"126","126","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-08","08R_C","F","Si paga un euro per un carrello?","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0126.mp3","11,12,14,18"
"127","127","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-08","08Q_D","N","One can only pay in cash?","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0127.mp3","11,12,14"
"128","128","IT","9781442392045","Pimsleur Italian Level 5","2","","","U02-08","08R_D","F","Si può pagare solamente in contanti?","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0128.mp3","11,12,14"
"129","129","IT","9781442392045","Pimsleur Italian Level 5","3","","","U03-01","01Q_A","N","We have more than I thought at home.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0129.mp3","9"
"130","130","IT","9781442392045","Pimsleur Italian Level 5","3","","","U03-01","01R_A","F","Abbiamo più di quello che pensavo a casa.","","","Pimsleur Italian Level 5 MP3","9781508230922_Italian_5_QZ_0130.mp3","9"
