Rec #,Lang,Course     ,Lesson,Cluster,Qz #,Spkr,Cue                                              ,Transliteration,MP3 Snippet File Name                     ,MP3 Audio ISBN,Premium ISBN ,Skills
34   ,NO  ,Norwegian 2,2     ,       ,07R ,M   ,Han er norsk.                                    ,               ,9781508296799_Norwegian_Level_2_QM_034.mp3,9781508231295 ,9781508296799,"5,9"
35   ,NO  ,Norwegian 2,2     ,       ,08Q ,N   ,I would like to go into town.                    ,               ,9781508296799_Norwegian_Level_2_QM_035.mp3,9781508231295 ,9781508296799,18
36   ,NO  ,Norwegian 2,2     ,       ,08R ,M   ,Jeg vil gjerne dra til byen.                     ,               ,9781508296799_Norwegian_Level_2_QM_036.mp3,9781508231295 ,9781508296799,18
37   ,NO  ,Norwegian 2,2     ,       ,09Q ,N   ,She�s Swedish.                                   ,               ,9781508296799_Norwegian_Level_2_QM_037.mp3,9781508231295 ,9781508296799,9
38   ,NO  ,Norwegian 2,2     ,       ,09R ,M   ,Hun er svensk.                                   ,               ,9781508296799_Norwegian_Level_2_QM_038.mp3,9781508231295 ,9781508296799,9
39   ,NO  ,Norwegian 2,2     ,       ,10Q ,N   ,I�ve eaten.                                      ,               ,9781508296799_Norwegian_Level_2_QM_039.mp3,9781508231295 ,9781508296799,6
40   ,NO  ,Norwegian 2,2     ,       ,10R ,M   ,Jeg har spist.                                   ,               ,9781508296799_Norwegian_Level_2_QM_040.mp3,9781508231295 ,9781508296799,6
41   ,NO  ,Norwegian 2,3     ,       ,01Q ,N   ,Did you visit friends?                           ,               ,9781508296799_Norwegian_Level_2_QM_041.mp3,9781508231295 ,9781508296799,"5,18"
42   ,NO  ,Norwegian 2,3     ,       ,01R ,F   ,Bes�kte du venner?                               ,               ,9781508296799_Norwegian_Level_2_QM_042.mp3,9781508231295 ,9781508296799,"5,18"
43   ,NO  ,Norwegian 2,3     ,       ,02Q ,N   ,One more cup of coffee?                          ,               ,9781508296799_Norwegian_Level_2_QM_043.mp3,9781508231295 ,9781508296799,6
44   ,NO  ,Norwegian 2,3     ,       ,02R ,F   ,En kopp kaffe til?                               ,               ,9781508296799_Norwegian_Level_2_QM_044.mp3,9781508231295 ,9781508296799,6
45   ,NO  ,Norwegian 2,3     ,       ,03Q ,N   ,I didn�t visit the art museum yesterday.         ,               ,9781508296799_Norwegian_Level_2_QM_045.mp3,9781508231295 ,9781508296799,"1,18"
46   ,NO  ,Norwegian 2,3     ,       ,03R ,F   ,Jeg bes�kte ikke kunstmuseet i g�r.              ,               ,9781508296799_Norwegian_Level_2_QM_046.mp3,9781508231295 ,9781508296799,"1,18"
47   ,NO  ,Norwegian 2,3     ,       ,04Q ,N   ,I can�t come along.                              ,               ,9781508296799_Norwegian_Level_2_QM_047.mp3,9781508231295 ,9781508296799,"9,18"
48   ,NO  ,Norwegian 2,3     ,       ,04R ,F   ,Jeg kan ikke v�re med.                           ,               ,9781508296799_Norwegian_Level_2_QM_048.mp3,9781508231295 ,9781508296799,"9,18"
49   ,NO  ,Norwegian 2,3     ,       ,05Q ,N   ,I have to drive into town.                       ,               ,9781508296799_Norwegian_Level_2_QM_049.mp3,9781508231295 ,9781508296799,18
50   ,NO  ,Norwegian 2,3     ,       ,05R ,F   ,Jeg m� kj�re til byen.                           ,               ,9781508296799_Norwegian_Level_2_QM_050.mp3,9781508231295 ,9781508296799,18
51   ,NO  ,Norwegian 2,3     ,       ,06Q ,N   ,I don�t know Beate.                              ,               ,9781508296799_Norwegian_Level_2_QM_051.mp3,9781508231295 ,9781508296799,9
52   ,NO  ,Norwegian 2,3     ,       ,06R ,M   ,Jeg kjenner ikke Beate.                          ,               ,9781508296799_Norwegian_Level_2_QM_052.mp3,9781508231295 ,9781508296799,9
53   ,NO  ,Norwegian 2,3     ,       ,07Q ,N   ,I didn�t go sightseeing.                         ,               ,9781508296799_Norwegian_Level_2_QM_053.mp3,9781508231295 ,9781508296799,"1,18"
54   ,NO  ,Norwegian 2,3     ,       ,07R ,M   ,Jeg dro ikke p� sightseeing.                     ,               ,9781508296799_Norwegian_Level_2_QM_054.mp3,9781508231295 ,9781508296799,"1,18"
55   ,NO  ,Norwegian 2,3     ,       ,08Q ,N   ,I have been in Porsgrunn for one day.            ,               ,9781508296799_Norwegian_Level_2_QM_055.mp3,9781508231295 ,9781508296799,"12,17"
56   ,NO  ,Norwegian 2,3     ,       ,08R ,M   ,Jeg har v�rt i Porsgrunn i en dag.               ,               ,9781508296799_Norwegian_Level_2_QM_056.mp3,9781508231295 ,9781508296799,"12,17"
57   ,NO  ,Norwegian 2,3     ,       ,09Q ,N   ,I don�t know of Porsgrunn.                       ,               ,9781508296799_Norwegian_Level_2_QM_057.mp3,9781508231295 ,9781508296799,18
58   ,NO  ,Norwegian 2,3     ,       ,09R ,M   ,Jeg kjenner ikke til Porsgrunn.                  ,               ,9781508296799_Norwegian_Level_2_QM_058.mp3,9781508231295 ,9781508296799,18
59   ,NO  ,Norwegian 2,3     ,       ,10Q ,N   ,Can�t you come along?                            ,               ,9781508296799_Norwegian_Level_2_QM_059.mp3,9781508231295 ,9781508296799,18
60   ,NO  ,Norwegian 2,3     ,       ,10R ,M   ,Kan du ikke v�re med?                            ,               ,9781508296799_Norwegian_Level_2_QM_060.mp3,9781508231295 ,9781508296799,18
61   ,NO  ,Norwegian 2,4     ,       ,01Q ,N   ,It�s on Parliament Street.                       ,               ,9781508296799_Norwegian_Level_2_QM_061.mp3,9781508231295 ,9781508296799,4
62   ,NO  ,Norwegian 2,4     ,       ,01R ,F   ,Den er i�Stortingsgata.                          ,               ,9781508296799_Norwegian_Level_2_QM_062.mp3,9781508231295 ,9781508296799,4
63   ,NO  ,Norwegian 2,4     ,       ,02Q ,N   ,You don�t know her                               ,               ,9781508296799_Norwegian_Level_2_QM_063.mp3,9781508231295 ,9781508296799,9
64   ,NO  ,Norwegian 2,4     ,       ,02R ,F   ,Du kjenner ikke henne.                           ,               ,9781508296799_Norwegian_Level_2_QM_064.mp3,9781508231295 ,9781508296799,9
65   ,NO  ,Norwegian 2,4     ,       ,03Q ,N   ,She is coming for a visit this afternoon         ,               ,9781508296799_Norwegian_Level_2_QM_065.mp3,9781508231295 ,9781508296799,18
66   ,NO  ,Norwegian 2,4     ,       ,03R ,F   ,Hun kommer p� bes�k i ettermiddag.               ,               ,9781508296799_Norwegian_Level_2_QM_066.mp3,9781508231295 ,9781508296799,18
67   ,NO  ,Norwegian 2,4     ,       ,04Q ,N   ,She has lived there for five years.              ,               ,9781508296799_Norwegian_Level_2_QM_067.mp3,9781508231295 ,9781508296799,12
68   ,NO  ,Norwegian 2,4     ,       ,04R ,F   ,Hun har bodd der i fem �r.                       ,               ,9781508296799_Norwegian_Level_2_QM_068.mp3,9781508231295 ,9781508296799,12
69   ,NO  ,Norwegian 2,4     ,       ,05Q ,N   ,What�s her name?                                 ,               ,9781508296799_Norwegian_Level_2_QM_069.mp3,9781508231295 ,9781508296799,"10,13,16"
70   ,NO  ,Norwegian 2,4     ,       ,05R ,F   ,Hva heter hun?                                   ,               ,9781508296799_Norwegian_Level_2_QM_070.mp3,9781508231295 ,9781508296799,"10,13,16"
71   ,NO  ,Norwegian 2,4     ,       ,06Q ,N   ,Who is your colleague?                           ,               ,9781508296799_Norwegian_Level_2_QM_071.mp3,9781508231295 ,9781508296799,7
72   ,NO  ,Norwegian 2,4     ,       ,06R ,M   ,Hvem er kollegaen din?                           ,               ,9781508296799_Norwegian_Level_2_QM_072.mp3,9781508231295 ,9781508296799,7
73   ,NO  ,Norwegian 2,4     ,       ,07Q ,N   ,If she has time.                                 ,               ,9781508296799_Norwegian_Level_2_QM_073.mp3,9781508231295 ,9781508296799,17
74   ,NO  ,Norwegian 2,4     ,       ,07R ,M   ,Hvis hun har tid.                                ,               ,9781508296799_Norwegian_Level_2_QM_074.mp3,9781508231295 ,9781508296799,17
75   ,NO  ,Norwegian 2,4     ,       ,08Q ,N   ,I know her.                                      ,               ,9781508296799_Norwegian_Level_2_QM_075.mp3,9781508231295 ,9781508296799,9
76   ,NO  ,Norwegian 2,4     ,       ,08R ,M   ,Jeg kjenner henne.                               ,               ,9781508296799_Norwegian_Level_2_QM_076.mp3,9781508231295 ,9781508296799,9
77   ,NO  ,Norwegian 2,4     ,       ,09Q ,N   ,I know where it is.                              ,               ,9781508296799_Norwegian_Level_2_QM_077.mp3,9781508231295 ,9781508296799,"4,16"
78   ,NO  ,Norwegian 2,4     ,       ,09R ,M   ,Jeg vet hvor den er.                             ,               ,9781508296799_Norwegian_Level_2_QM_078.mp3,9781508231295 ,9781508296799,"4,16"
79   ,NO  ,Norwegian 2,4     ,       ,10Q ,N   ,Her husband is Swedish.                          ,               ,9781508296799_Norwegian_Level_2_QM_079.mp3,9781508231295 ,9781508296799,5
80   ,NO  ,Norwegian 2,4     ,       ,10R ,M   ,Mannen hennes er svensk.                         ,               ,9781508296799_Norwegian_Level_2_QM_080.mp3,9781508231295 ,9781508296799,5
81   ,NO  ,Norwegian 2,5     ,       ,01Q ,N   ,Both arrived yesterday.                          ,               ,9781508296799_Norwegian_Level_2_QM_081.mp3,9781508231295 ,9781508296799,18
82   ,NO  ,Norwegian 2,5     ,       ,01R ,F   ,Begge kom i g�r.                                 ,               ,9781508296799_Norwegian_Level_2_QM_082.mp3,9781508231295 ,9781508296799,18
83   ,NO  ,Norwegian 2,5     ,       ,02Q ,N   ,Both speak only English.                         ,               ,9781508296799_Norwegian_Level_2_QM_083.mp3,9781508231295 ,9781508296799,"7,15"
84   ,NO  ,Norwegian 2,5     ,       ,02R ,F   ,Begge snakker bare engelsk.                      ,               ,9781508296799_Norwegian_Level_2_QM_084.mp3,9781508231295 ,9781508296799,"7,15"
85   ,NO  ,Norwegian 2,5     ,       ,03Q ,N   ,Both speak Norwegian.                            ,               ,9781508296799_Norwegian_Level_2_QM_085.mp3,9781508231295 ,9781508296799,"7,15"
86   ,NO  ,Norwegian 2,5     ,       ,03R ,F   ,Begge snakker norsk.                             ,               ,9781508296799_Norwegian_Level_2_QM_086.mp3,9781508231295 ,9781508296799,"7,15"
87   ,NO  ,Norwegian 2,5     ,       ,04Q ,N   ,The town is far from here.                       ,               ,9781508296799_Norwegian_Level_2_QM_087.mp3,9781508231295 ,9781508296799,4
88   ,NO  ,Norwegian 2,5     ,       ,04R ,F   ,Byen er langt herfra.                            ,               ,9781508296799_Norwegian_Level_2_QM_088.mp3,9781508231295 ,9781508296799,4
89   ,NO  ,Norwegian 2,5     ,       ,05Q ,N   ,They are both American.                          ,               ,9781508296799_Norwegian_Level_2_QM_089.mp3,9781508231295 ,9781508296799,"5,9"
90   ,NO  ,Norwegian 2,5     ,       ,05R ,F   ,De er begge amerikanske.                         ,               ,9781508296799_Norwegian_Level_2_QM_090.mp3,9781508231295 ,9781508296799,"5,9"
91   ,NO  ,Norwegian 2,5     ,       ,06Q ,N   ,They are both from America.                      ,               ,9781508296799_Norwegian_Level_2_QM_091.mp3,9781508231295 ,9781508296799,"5,9"
92   ,NO  ,Norwegian 2,5     ,       ,06R ,M   ,De er begge fra America.                         ,               ,9781508296799_Norwegian_Level_2_QM_092.mp3,9781508231295 ,9781508296799,"5,9"
93   ,NO  ,Norwegian 2,5     ,       ,07Q ,N   ,That�s not far from here.                        ,               ,9781508296799_Norwegian_Level_2_QM_093.mp3,9781508231295 ,9781508296799,4
94   ,NO  ,Norwegian 2,5     ,       ,07R ,M   ,Det er ikke langt herfra.                        ,               ,9781508296799_Norwegian_Level_2_QM_094.mp3,9781508231295 ,9781508296799,4
95   ,NO  ,Norwegian 2,5     ,       ,08Q ,N   ,Not me.                                          ,               ,9781508296799_Norwegian_Level_2_QM_095.mp3,9781508231295 ,9781508296799,7
96   ,NO  ,Norwegian 2,5     ,       ,08R ,M   ,Ikke jeg.                                        ,               ,9781508296799_Norwegian_Level_2_QM_096.mp3,9781508231295 ,9781508296799,7
97   ,NO  ,Norwegian 2,5     ,       ,09Q ,N   ,I don�t want to walk.                            ,               ,9781508296799_Norwegian_Level_2_QM_097.mp3,9781508231295 ,9781508296799,1
98   ,NO  ,Norwegian 2,5     ,       ,09R ,M   ,Jeg vil ikke g�.                                 ,               ,9781508296799_Norwegian_Level_2_QM_098.mp3,9781508231295 ,9781508296799,1
99   ,NO  ,Norwegian 2,5     ,       ,10Q ,N   ,I don�t want to wait.                            ,               ,9781508296799_Norwegian_Level_2_QM_099.mp3,9781508231295 ,9781508296799,"9,16"
100  ,NO  ,Norwegian 2,5     ,       ,10R ,M   ,Jeg vil ikke vente.                              ,               ,9781508296799_Norwegian_Level_2_QM_100.mp3,9781508231295 ,9781508296799,"9,16"
101  ,NO  ,Norwegian 2,5     ,       ,11Q ,N   ,Let�s drive.                                     ,               ,9781508296799_Norwegian_Level_2_QM_101.mp3,9781508231295 ,9781508296799,18
102  ,NO  ,Norwegian 2,5     ,       ,11R ,M   ,La oss kj�re.                                    ,               ,9781508296799_Norwegian_Level_2_QM_102.mp3,9781508231295 ,9781508296799,18
103  ,NO  ,Norwegian 2,6     ,       ,01Q ,N   ,The bus goes often.                              ,               ,9781508296799_Norwegian_Level_2_QM_103.mp3,9781508231295 ,9781508296799,18
104  ,NO  ,Norwegian 2,6     ,       ,01R ,F   ,Bussen g�r ofte.                                 ,               ,9781508296799_Norwegian_Level_2_QM_104.mp3,9781508231295 ,9781508296799,18
105  ,NO  ,Norwegian 2,6     ,       ,02Q ,N   ,It�s not far into town.                          ,               ,9781508296799_Norwegian_Level_2_QM_105.mp3,9781508231295 ,9781508296799,4
106  ,NO  ,Norwegian 2,6     ,       ,02R ,F   ,Det er ikke langt til byen.                      ,               ,9781508296799_Norwegian_Level_2_QM_106.mp3,9781508231295 ,9781508296799,4
107  ,NO  ,Norwegian 2,6     ,       ,03Q ,N   ,Afterwards is too late.                          ,               ,9781508296799_Norwegian_Level_2_QM_107.mp3,9781508231295 ,9781508296799,17
108  ,NO  ,Norwegian 2,6     ,       ,03R ,F   ,Etterp� er for sent.                             ,               ,9781508296799_Norwegian_Level_2_QM_108.mp3,9781508231295 ,9781508296799,17
109  ,NO  ,Norwegian 2,6     ,       ,04Q ,N   ,How about before?                                ,               ,9781508296799_Norwegian_Level_2_QM_109.mp3,9781508231295 ,9781508296799,7
110  ,NO  ,Norwegian 2,6     ,       ,04R ,F   ,Hva med f�r?                                     ,               ,9781508296799_Norwegian_Level_2_QM_110.mp3,9781508231295 ,9781508296799,7
111  ,NO  ,Norwegian 2,6     ,       ,05Q ,N   ,How often does the bus go?                       ,               ,9781508296799_Norwegian_Level_2_QM_111.mp3,9781508231295 ,9781508296799,18
112  ,NO  ,Norwegian 2,6     ,       ,05R ,F   ,Hvor ofte g�r bussen?                            ,               ,9781508296799_Norwegian_Level_2_QM_112.mp3,9781508231295 ,9781508296799,18
113  ,NO  ,Norwegian 2,6     ,       ,06Q ,N   ,I don�t know his wife.                           ,               ,9781508296799_Norwegian_Level_2_QM_113.mp3,9781508231295 ,9781508296799,"5,10,16"
114  ,NO  ,Norwegian 2,6     ,       ,06R ,F   ,Jeg kjenner ikke kona hans.                      ,               ,9781508296799_Norwegian_Level_2_QM_114.mp3,9781508231295 ,9781508296799,"5,10,16"
115  ,NO  ,Norwegian 2,6     ,       ,07Q ,N   ,Let�s take the bus.                              ,               ,9781508296799_Norwegian_Level_2_QM_115.mp3,9781508231295 ,9781508296799,18
116  ,NO  ,Norwegian 2,6     ,       ,07R ,M   ,La oss ta bussen.                                ,               ,9781508296799_Norwegian_Level_2_QM_116.mp3,9781508231295 ,9781508296799,18
117  ,NO  ,Norwegian 2,6     ,       ,08Q ,N   ,For whom?                                        ,               ,9781508296799_Norwegian_Level_2_QM_117.mp3,9781508231295 ,9781508296799,7
118  ,NO  ,Norwegian 2,6     ,       ,08R ,M   ,Til hvem?                                        ,               ,9781508296799_Norwegian_Level_2_QM_118.mp3,9781508231295 ,9781508296799,7
119  ,NO  ,Norwegian 2,6     ,       ,09Q ,N   ,Do you really want to walk?                      ,               ,9781508296799_Norwegian_Level_2_QM_119.mp3,9781508231295 ,9781508296799,1
120  ,NO  ,Norwegian 2,6     ,       ,09R ,M   ,Vil du virkelig g�?                              ,               ,9781508296799_Norwegian_Level_2_QM_120.mp3,9781508231295 ,9781508296799,1
121  ,NO  ,Norwegian 2,6     ,       ,10Q ,N   ,I believe that the bus goes from here.           ,               ,9781508296799_Norwegian_Level_2_QM_121.mp3,9781508231295 ,9781508296799,18
122  ,NO  ,Norwegian 2,6     ,       ,10R ,M   ,Jeg tror at bussen g�r herfra.                   ,               ,9781508296799_Norwegian_Level_2_QM_122.mp3,9781508231295 ,9781508296799,18
123  ,NO  ,Norwegian 2,7     ,       ,01Q ,N   ,They are arriving on Monday.                     ,               ,9781508296799_Norwegian_Level_2_QM_123.mp3,9781508231295 ,9781508296799,17
124  ,NO  ,Norwegian 2,7     ,       ,01R ,F   ,De ankommer p� mandag.                           ,               ,9781508296799_Norwegian_Level_2_QM_124.mp3,9781508231295 ,9781508296799,17
125  ,NO  ,Norwegian 2,7     ,       ,02Q ,N   ,It�s a package from America.                     ,               ,9781508296799_Norwegian_Level_2_QM_125.mp3,9781508231295 ,9781508296799,"3,9"
126  ,NO  ,Norwegian 2,7     ,       ,02R ,F   ,Det er en pakke fra Amerika.                     ,               ,9781508296799_Norwegian_Level_2_QM_126.mp3,9781508231295 ,9781508296799,"3,9"
127  ,NO  ,Norwegian 2,7     ,       ,03Q ,N   ,He and his wife are friends of mine.             ,               ,9781508296799_Norwegian_Level_2_QM_127.mp3,9781508231295 ,9781508296799,"5,10,16"
128  ,NO  ,Norwegian 2,7     ,       ,03R ,F   ,Han og kona hans er venner av meg.               ,               ,9781508296799_Norwegian_Level_2_QM_128.mp3,9781508231295 ,9781508296799,"5,10,16"
129  ,NO  ,Norwegian 2,7     ,       ,04Q ,N   ,I walk often.                                    ,               ,9781508296799_Norwegian_Level_2_QM_129.mp3,9781508231295 ,9781508296799,1
130  ,NO  ,Norwegian 2,7     ,       ,04R ,F   ,Jeg g�r ofte.                                    ,               ,9781508296799_Norwegian_Level_2_QM_130.mp3,9781508231295 ,9781508296799,1
131  ,NO  ,Norwegian 2,7     ,       ,05Q ,N   ,I�m not going to stay at home.                   ,               ,9781508296799_Norwegian_Level_2_QM_131.mp3,9781508231295 ,9781508296799,"9,18"
132  ,NO  ,Norwegian 2,7     ,       ,05R ,F   ,Jeg skal ikke v�re hjemme.                       ,               ,9781508296799_Norwegian_Level_2_QM_132.mp3,9781508231295 ,9781508296799,"9,18"
133  ,NO  ,Norwegian 2,7     ,       ,06Q ,N   ,He�s coming together with his wife.              ,               ,9781508296799_Norwegian_Level_2_QM_133.mp3,9781508231295 ,9781508296799,"5,16"
134  ,NO  ,Norwegian 2,7     ,       ,06R ,F   ,Han kommer sammen med kona si.                   ,               ,9781508296799_Norwegian_Level_2_QM_134.mp3,9781508231295 ,9781508296799,"5,16"
135  ,NO  ,Norwegian 2,7     ,       ,07Q ,N   ,Let�s walk together.                             ,               ,9781508296799_Norwegian_Level_2_QM_135.mp3,9781508231295 ,9781508296799,1
136  ,NO  ,Norwegian 2,7     ,       ,07R ,M   ,La oss g� sammen.                                ,               ,9781508296799_Norwegian_Level_2_QM_136.mp3,9781508231295 ,9781508296799,1
137  ,NO  ,Norwegian 2,7     ,       ,08Q ,N   ,Are you going to stay at home today?             ,               ,9781508296799_Norwegian_Level_2_QM_137.mp3,9781508231295 ,9781508296799,18
138  ,NO  ,Norwegian 2,7     ,       ,08R ,M   ,Skal du v�re hjemme i dag?                       ,               ,9781508296799_Norwegian_Level_2_QM_138.mp3,9781508231295 ,9781508296799,18
139  ,NO  ,Norwegian 2,7     ,       ,09Q ,N   ,Ten past five?                                   ,               ,9781508296799_Norwegian_Level_2_QM_139.mp3,9781508231295 ,9781508296799,12
140  ,NO  ,Norwegian 2,7     ,       ,09R ,M   ,Ti over fem?                                     ,               ,9781508296799_Norwegian_Level_2_QM_140.mp3,9781508231295 ,9781508296799,12
141  ,NO  ,Norwegian 2,7     ,       ,10Q ,N   ,When are you going into town?                    ,               ,9781508296799_Norwegian_Level_2_QM_141.mp3,9781508231295 ,9781508296799,"1,18"
142  ,NO  ,Norwegian 2,7     ,       ,10R ,M   ,N�r skal du dra til byen?                        ,               ,9781508296799_Norwegian_Level_2_QM_142.mp3,9781508231295 ,9781508296799,"1,18"
143  ,NO  ,Norwegian 2,8     ,       ,01Q ,N   ,He does not like to travel.                      ,               ,9781508296799_Norwegian_Level_2_QM_143.mp3,9781508231295 ,9781508296799,18
144  ,NO  ,Norwegian 2,8     ,       ,01R ,F   ,Han liker ikke � reise.                          ,               ,9781508296799_Norwegian_Level_2_QM_144.mp3,9781508231295 ,9781508296799,18
145  ,NO  ,Norwegian 2,8     ,       ,02Q ,N   ,He would rather stay at home.                    ,               ,9781508296799_Norwegian_Level_2_QM_145.mp3,9781508231295 ,9781508296799,"9,18"
146  ,NO  ,Norwegian 2,8     ,       ,02R ,F   ,Han vil heller v�re hjemme.                      ,               ,9781508296799_Norwegian_Level_2_QM_146.mp3,9781508231295 ,9781508296799,"9,18"
147  ,NO  ,Norwegian 2,8     ,       ,03Q ,N   ,She�s arriving Friday evening.                   ,               ,9781508296799_Norwegian_Level_2_QM_147.mp3,9781508231295 ,9781508296799,17
