Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,start,stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet name,Skills
20,20,MA,9781442369269,Mandarin 4,1,,,10R,,M,我有一点儿累。,wǒ yǒu yì diǎnr lèi.,5,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_020.mp3,"8,9"
21,21,MA,9781442369269,Mandarin 4,2,,,01Q,,N,"After eating breakfast, I’d like to go sightseeing.",,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_021.mp3,"6,18"
22,22,MA,9781442369269,Mandarin 4,2,,,01R,,M,"吃了早饭以后, 我想去观光。","chī le zǎo fàn yǐ hòu, wǒ xiǎng qù guān guāng.",11,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_022.mp3,"6,18"
23,23,MA,9781442369269,Mandarin 4,2,,,02Q,,N,Does your room come with breakfast?,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_023.mp3,"6,16,18"
24,24,MA,9781442369269,Mandarin 4,2,,,02R,,F,你的房间带不带早饭?,nǐ de fáng jiān dài bú dài zǎo fàn?,9,Q,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_024.mp3,"6,16,18"
25,25,MA,9781442369269,Mandarin 4,2,,,03Q,,N,Welcome to Shanghai.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_025.mp3,"7,13,18"
26,26,MA,9781442369269,Mandarin 4,2,,,03R,,F,欢迎来上海.,huān yíng lái shàng hǎi.,5,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_026.mp3,"7,13,18"
27,27,MA,9781442369269,Mandarin 4,2,,,04Q,,N,Here is your room card.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_027.mp3,"9,16,18"
28,28,MA,9781442369269,Mandarin 4,2,,,04R,,F,这是你的房卡。,zhè shì nǐ de fáng kǎ.,6,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_028.mp3,"9,16,18"
29,29,MA,9781442369269,Mandarin 4,2,,,05Q,,N,My room comes with a river view.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_029.mp3,"9,16,18"
30,30,MA,9781442369269,Mandarin 4,2,,,05R,,M,我的房间带江景。,wǒ de fáng jiān dài jiāng jǐng.,7,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_030.mp3,"9,16,18"
31,31,MA,9781442369269,Mandarin 4,2,,,06Q,,N,I reserved a room that comes with a river view.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_031.mp3,"9,18"
32,32,MA,9781442369269,Mandarin 4,2,,,06R,,M,我订了一个带江景的房间。,wǒ dìng le yí gè dài jiāng jǐng de fáng jiān.,11,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_032.mp3,"9,18"
33,33,MA,9781442369269,Mandarin 4,2,,,07Q,,N,I will eat breakfast with the tour guide.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_033.mp3,"6,18"
34,34,MA,9781442369269,Mandarin 4,2,,,07R,,M,我跟导游一起吃早饭。,wǒ gēn dǎo yóu yì qǐ chī zǎo fàn.,9,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_034.mp3,"6,18"
35,35,MA,9781442369269,Mandarin 4,2,,,08Q,,N,I need to rest.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_035.mp3,"8,9"
36,36,MA,9781442369269,Mandarin 4,2,,,08R,,M,我需要休息。,wǒ xū yào xiū xi.,5,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_036.mp3,"8,9"
37,37,MA,9781442369269,Mandarin 4,2,,,09Q,,N,I’d like to go downtown to eat breakfast tomorrow.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_037.mp3,"6,17,18"
38,38,MA,9781442369269,Mandarin 4,2,,,09R,,M,我明天想去市中心吃早饭。,wǒ míng tiān xiǎng qù shì zhōng xīn chī zǎo fàn.,11,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_038.mp3,"6,17,18"
39,39,MA,9781442369269,Mandarin 4,2,,,10Q,,N,I hear the Huangpu River is very beautiful.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_039.mp3,18
40,40,MA,9781442369269,Mandarin 4,2,,,10R,,M,我听说黄浦江很美。,wǒ tīng shuō huáng pǔ jiāng hěn měi.,8,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_040.mp3,18
41,41,MA,9781442369269,Mandarin 4,3,,,01Q,,N,Inside Lake Heart Pavilion there is a teahouse.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_041.mp3,"6,18"
42,42,MA,9781442369269,Mandarin 4,3,,,01R,,F,湖心亭里有一个茶馆。,hú xīn tíng li yǒu yí gè chá guǎn.,9,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_042.mp3,"6,18"
43,43,MA,9781442369269,Mandarin 4,3,,,02Q,,N,Lake Heart Pavilion has two hundred years of history.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_043.mp3,"12,18"
44,44,MA,9781442369269,Mandarin 4,3,,,02R,,F,湖心亭有两百年的历史。,hú xīn tíng yǒu liǎng bǎi nián de lì shǐ.,10,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_044.mp3,"12,18"
45,45,MA,9781442369269,Mandarin 4,3,,,03Q,,N,On the Huangpu River there are a lot of bridges.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_045.mp3,"9,18"
46,46,MA,9781442369269,Mandarin 4,3,,,03R,,F,黄浦江上有很多桥。,huáng pǔ jiāng shàng yǒu hěn duō qiáo.,8,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_046.mp3,"9,18"
47,47,MA,9781442369269,Mandarin 4,3,,,04Q,,N,The architecture is very interesting.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_047.mp3,9
48,48,MA,9781442369269,Mandarin 4,3,,,04R,,M,建筑很有意思。,jiàn zhù hěn yǒu yì si.,6,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_048.mp3,9
49,49,MA,9781442369269,Mandarin 4,3,,,05Q,,N,Outside the hotel it’s very lively.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_049.mp3,"9,18"
50,50,MA,9781442369269,Mandarin 4,3,,,05R,,M,酒店外很热闹。,jiǔ diàn wài hěn rè nào.,6,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_050.mp3,"9,18"
51,51,MA,9781442369269,Mandarin 4,3,,,06Q,,N,But this morning I’m not tired.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_051.mp3,"8,9"
52,52,MA,9781442369269,Mandarin 4,3,,,06R,,M,可是今天早上我不累。,kě shì jīn tiān zǎo shàng wǒ bú lèi.,9,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_052.mp3,"8,9"
53,53,MA,9781442369269,Mandarin 4,3,,,07Q,,N,Did you sleep well?,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_053.mp3,8
54,54,MA,9781442369269,Mandarin 4,3,,,07R,,F,你睡得好吗?,nǐ shuì de hǎo ma?,5,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_054.mp3,8
55,55,MA,9781442369269,Mandarin 4,3,,,08Q,,N,Inside the hotel it’s very quiet.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_055.mp3,"9,18"
56,56,MA,9781442369269,Mandarin 4,3,,,08R,,F,酒店里很安静。,jǐu diàn li hěn ān jìng.,6,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_056.mp3,"9,18"
57,57,MA,9781442369269,Mandarin 4,3,,,09Q,,N,I like traditional architecture.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_057.mp3,9
58,58,MA,9781442369269,Mandarin 4,3,,,09R,,M,我喜欢传统建筑。,wǒ xǐ huan chuán tǒng jiàn zhù.,7,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_058.mp3,9
59,59,MA,9781442369269,Mandarin 4,3,,,10Q,,N,Are the Yu Gardens close to the downtown?,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_059.mp3,"4,18"
60,60,MA,9781442369269,Mandarin 4,3,,,10R,,M,豫园离市中心近吗?,yù yuán lí shì zhōng xīn jìn ma?,8,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_060.mp3,"4,18"
61,61,MA,9781442369269,Mandarin 4,4,,,01Q,,N,"After eating dinner, I need to rest.",,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_061.mp3,"6,8"
62,62,MA,9781442369269,Mandarin 4,4,,,01R,,M,吃了晚饭以后我需要休息。,"chī le wǎn fàn yǐ hòu, wǒ xū yào xiū xi.",11,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_062.mp3,"6,8"
63,63,MA,9781442369269,Mandarin 4,4,,,02Q,,N,The architecture is both very modern and very traditional.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_063.mp3,9
64,64,MA,9781442369269,Mandarin 4,4,,,02R,,F,它的建筑既很现代化又很传统。,tā de jiàn zhù jì hěn xiàn dài huà yòu hěn chuán tǒng.,13,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_064.mp3,9
65,65,MA,9781442369269,Mandarin 4,4,,,03Q,,N,The Jinmao Tower is a skyscraper.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_065.mp3,"9,18"
66,66,MA,9781442369269,Mandarin 4,4,,,03R,,F,金茂大厦是一座摩天大楼。,jīn mào dà shà shì yí zuò mó tiān dà lóu.,11,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_066.mp3,"9,18"
67,67,MA,9781442369269,Mandarin 4,4,,,04Q,,N,Today where would Mr. Zhong like to go to enjoy himself?,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_067.mp3,"1,17"
68,68,MA,9781442369269,Mandarin 4,4,,,04R,,F,今天钟先生想去哪儿玩儿?,jīn tiān zhōng xiān sheng xiǎng qù nǎr wár?,9,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_068.mp3,"1,17"
69,69,MA,9781442369269,Mandarin 4,4,,,05Q,,N,Nine Bends Bridge is both very interesting and very beautiful.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_069.mp3,18
70,70,MA,9781442369269,Mandarin 4,4,,,05R,,M,九曲桥既很有意思又很美。,jiǔ qū qiáo jì hěn yǒu yì si yòu hěn měi.,11,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_070.mp3,18
71,71,MA,9781442369269,Mandarin 4,4,,,06Q,,N,It’s not far from the Yu Gardens.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_071.mp3,"4,18"
72,72,MA,9781442369269,Mandarin 4,4,,,06R,,F,离豫园不远。,lí yù yuán bù yuǎn.,5,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_072.mp3,"4,18"
73,73,MA,9781442369269,Mandarin 4,4,,,07Q,,N,Did you enjoy yourself?,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_073.mp3,1
74,74,MA,9781442369269,Mandarin 4,4,,,07R,,F,你玩儿得好吗?,nǐ wár de hǎo ma?,5,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_074.mp3,1
75,75,MA,9781442369269,Mandarin 4,4,,,08Q,,N,Please take a picture of me.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_075.mp3,13
76,76,MA,9781442369269,Mandarin 4,4,,,08R,,M,请给我拍一张照片。,qǐng gěi wǒ pāi yì zhāng zhào piàn.,8,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_076.mp3,13
77,77,MA,9781442369269,Mandarin 4,4,,,09Q,,N,I’ll take a picture of you.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_077.mp3,7
78,78,MA,9781442369269,Mandarin 4,4,,,09R,,F,我给你拍一张照片。,wǒ gěi nǐ pāi yì zhāng zhào piàn.,8,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_078.mp3,7
79,79,MA,9781442369269,Mandarin 4,4,,,10Q,,N,I enjoyed myself very much today.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_079.mp3,"13,17,18"
80,80,MA,9781442369269,Mandarin 4,4,,,10R,,M,我今天玩儿得很好。,wǒ jīn tiān wár de hěn hǎo.,7,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_080.mp3,"13,17,18"
81,81,MA,9781442369269,Mandarin 4,5,,,01Q,,N,The Buddhist temple is not very far from here.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_081.mp3,"4,18"
82,82,MA,9781442369269,Mandarin 4,5,,,01R,,F,佛寺离这儿不是很远。,fó sì lí zhèr bú shì hěn yuǎn.,8,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_082.mp3,"4,18"
83,83,MA,9781442369269,Mandarin 4,5,,,02Q,,N,Does Nanxiang have any Buddhist temples?,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_083.mp3,18
84,84,MA,9781442369269,Mandarin 4,5,,,02R,,F,南翔有佛寺吗?,nán xiáng yǒu fó sì ma?,6,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_084.mp3,18
85,85,MA,9781442369269,Mandarin 4,5,,,03Q,,N,We’ll take subway line number 11.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_085.mp3,"4,16,18"
86,86,MA,9781442369269,Mandarin 4,5,,,03R,,M,我们坐地铁十一号线。,wǒ men zuò dì tiě shí yī hào xiàn.,9,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_086.mp3,"4,16,18"
87,87,MA,9781442369269,Mandarin 4,5,,,04Q,,N,I’d like to have a look at the historic sites.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_087.mp3,"16,18"
88,88,MA,9781442369269,Mandarin 4,5,,,04R,,F,我想看看历史古迹。,wǒ xiǎng kàn kan lì shǐ gǔ jì.,8,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_088.mp3,"16,18"
89,89,MA,9781442369269,Mandarin 4,5,,,05Q,,N,I’d like to go to the suburbs to look around.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_089.mp3,"16,18"
90,90,MA,9781442369269,Mandarin 4,5,,,05R,,F,我想去郊区看看。,wǒ xiǎng qù jiāo qū kàn kan.,7,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_090.mp3,"16,18"
91,91,MA,9781442369269,Mandarin 4,5,,,06Q,,N,"If you take the subway, it’s not far.",,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_091.mp3,"4,16,18"
92,92,MA,9781442369269,Mandarin 4,5,,,06R,,M,坐地铁去不远。,zuò dì tiě qù bù yuǎn.,6,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_092.mp3,"4,16,18"
93,93,MA,9781442369269,Mandarin 4,5,,,07Q,,N,Which line?,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_093.mp3,"4,16,18"
94,94,MA,9781442369269,Mandarin 4,5,,,07R,,F,几号线?,jǐ hào xiàn?,3,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_094.mp3,"4,16,18"
95,95,MA,9781442369269,Mandarin 4,6,,,01Q,,N,Is Anting near Nanxiang?,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_095.mp3,"4,18"
96,96,MA,9781442369269,Mandarin 4,6,,,01R,,F,安亭在南翔的附近吗？,ān tíng zài nán xiáng de fù jìn ma?,9,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_096.mp3,"4,18"
97,97,MA,9781442369269,Mandarin 4,6,,,02Q,,N,Was the pagoda also built in the sixteenth century?,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_097.mp3,"12,17"
98,98,MA,9781442369269,Mandarin 4,6,,,02R,,F,宝塔也是十六世纪建的吗？,bǎo tǎ yě shì shí liù shì jì jiàn de ma?,11,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_098.mp3,"12,17"
99,99,MA,9781442369269,Mandarin 4,6,,,03Q,,N,Near the Buddhist temple there is an ancient well.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_099.mp3,"9,18"
100,100,MA,9781442369269,Mandarin 4,6,,,03R,,M,佛寺附近有一口古井。,fó sì fǔ jìn yǒu yì kǒu gǔ jǐng.,9,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_100.mp3,"9,18"
101,11,MA,9781442369269,Mandarin 4,6,,,04Q,,N,The Buddhist Temple was rebuilt in the 21st century.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_101.mp3,9
102,102,MA,9781442369269,Mandarin 4,6,,,04R,,M,佛寺是二十一世纪重建的。,fó sì shì èr shí yī shì jì chóng jiàn de.,11,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_102.mp3,9
103,13,MA,9781442369269,Mandarin 4,6,,,05Q,,N,Guyiyuan’s bamboos are very numerous.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_103.mp3,9
104,104,MA,9781442369269,Mandarin 4,6,,,05R,,M,古猗园的竹子很多。,gǔ yī yuán de zhú zi hěn duō.,8,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_104.mp3,9
105,15,MA,9781442369269,Mandarin 4,6,,,06Q,,N,Guyiyuan was built in the 16th century.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_105.mp3,"9,18"
106,106,MA,9781442369269,Mandarin 4,6,,,06R,,F,古猗园是十六世纪建的。,gǔ yī yuán shì shí liù shì jì jiàn de.,10,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_106.mp3,"9,18"
107,107,MA,9781442369269,Mandarin 4,6,,,07Q,,N,Jinmao Tower was built in the twentieth century.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_107.mp3,"9,18"
108,108,MA,9781442369269,Mandarin 4,6,,,07R,,F,金茂大厦是二十世纪建的。,jīn mào dà shà shì èr shí shì jì jiàn de.,11,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_108.mp3,"9,18"
109,109,MA,9781442369269,Mandarin 4,6,,,08Q,,N,"Near Old Street, there are very many historic sites.",,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_109.mp3,"9,18"
110,110,MA,9781442369269,Mandarin 4,6,,,08R,,M,老街附近有很多历史古迹。,lǎo jiē fù jìn yǒu hěn duō lì shǐ gŭ jì.,11,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_110.mp3,"9,18"
111,111,MA,9781442369269,Mandarin 4,6,,,09Q,,N,Your digital camera is very thin.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_111.mp3,9
112,112,MA,9781442369269,Mandarin 4,6,,,09R,,F,你的数码相机很薄。,nǐ de shù mǎ xiàng jī hěn báo.,8,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_112.mp3,9
113,113,MA,9781442369269,Mandarin 4,6,,,10Q,,N,"The Shanghai suburbs, have many traditional gardens.",,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_113.mp3,"9,18"
114,114,MA,9781442369269,Mandarin 4,6,,,10R,,M,上海郊区有很多传统园林。,shàng hǎi jiāo qū yǒu hěn duō chuán tǒng yuán lín.,10,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_114.mp3,"9,18"
