Rec #,Lang,ISBN-13,Course,Unit Num,start,stop,QZ #,line #,spkr,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills
29,SP,9781508283683,Spanish 2,2,00:00.000,00:00.000,03Q,0,N,Unfortunately not.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_029.mp3,7
30,SP,9781508283683,Spanish 2,2,00:00.000,00:00.000,03R,0,F,Desafortunadamente no.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_030.mp3,7
31,SP,9781508283683,Spanish 2,2,00:00.000,00:00.000,04Q,0,N,I’m here on a visit.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_031.mp3,18
32,SP,9781508283683,Spanish 2,2,00:00.000,00:00.000,04R,0,M,Estoy aquí de visita.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_032.mp3,18
33,SP,9781508283683,Spanish 2,2,00:00.000,00:00.000,05Q,0,N,I arrived yesterday in the afternoon.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_033.mp3,18
34,SP,9781508283683,Spanish 2,2,00:00.000,00:00.000,05R,0,M,Llegué ayer en la tarde.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_034.mp3,18
35,SP,9781508283683,Spanish 2,2,00:00.000,00:00.000,06Q,0,N,I don’t know the city.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_035.mp3,"16,18"
36,SP,9781508283683,Spanish 2,2,00:00.000,00:00.000,06R,0,M,No conozco la ciudad.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_036.mp3,"16,18"
37,SP,9781508283683,Spanish 2,2,00:00.000,00:00.000,07Q,0,N,I have to work tomorrow morning.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_037.mp3,"17,20"
38,SP,9781508283683,Spanish 2,2,00:00.000,00:00.000,07R,0,F,Tengo que trabajar mañana en la mañana.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_038.mp3,"17,20"
39,SP,9781508283683,Spanish 2,2,00:00.000,00:00.000,08Q,0,N,I have to visit someone.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_039.mp3,1
40,SP,9781508283683,Spanish 2,2,00:00.000,00:00.000,08R,0,M,Tengo que visitar a alguien.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_040.mp3,1
41,SP,9781508283683,Spanish 2,2,00:00.000,00:00.000,09Q,0,N,He works with me.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_041.mp3,20
42,SP,9781508283683,Spanish 2,2,00:00.000,00:00.000,09R,0,F,Trabaja conmigo.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_042.mp3,20
43,SP,9781508283683,Spanish 2,2,00:00.000,00:00.000,10Q,0,N,Let’s go to visit my friend now.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_043.mp3,"1,5"
44,SP,9781508283683,Spanish 2,2,00:00.000,00:00.000,10R,0,F,Vamos a visitar a mi amigo ahora.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_044.mp3,"1,5"
45,SP,9781508283683,Spanish 2,2,00:00.000,00:00.000,11Q,0,N,Let’s go right now.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_045.mp3,1
46,SP,9781508283683,Spanish 2,2,00:00.000,00:00.000,11R,0,F,Vamos ahorita.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_046.mp3,1
47,SP,9781508283683,Spanish 2,3,00:00.000,00:00.000,01Q,0,N,To the car rental office.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_047.mp3,18
48,SP,9781508283683,Spanish 2,3,00:00.000,00:00.000,01R,0,M,A la oficina para alquilar un carro.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_048.mp3,18
49,SP,9781508283683,Spanish 2,3,00:00.000,00:00.000,02Q,0,N,He’s in his office right now.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_049.mp3,20
50,SP,9781508283683,Spanish 2,3,00:00.000,00:00.000,02R,0,F,Está en su oficina ahorita.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_050.mp3,20
51,SP,9781508283683,Spanish 2,3,00:00.000,00:00.000,03Q,0,N,Are you here for your work?,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_051.mp3,20
52,SP,9781508283683,Spanish 2,3,00:00.000,00:00.000,03R,0,M,¿Estás aquí por tu trabajo?,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_052.mp3,20
53,SP,9781508283683,Spanish 2,3,00:00.000,00:00.000,04Q,0,N,My wife arrived.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_053.mp3,"5,18"
54,SP,9781508283683,Spanish 2,3,00:00.000,00:00.000,04R,0,M,Mi esposa llegó.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_054.mp3,"5,18"
55,SP,9781508283683,Spanish 2,3,00:00.000,00:00.000,05Q,0,N,Can you take me?,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_055.mp3,"1,16"
56,SP,9781508283683,Spanish 2,3,00:00.000,00:00.000,05R,0,F,¿Puedes llevarme?,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_056.mp3,"1,16"
57,SP,9781508283683,Spanish 2,3,00:00.000,00:00.000,06Q,0,N,I need to rent a car.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_057.mp3,"16,18"
58,SP,9781508283683,Spanish 2,3,00:00.000,00:00.000,06R,0,F,Necesito alquilar un carro.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_058.mp3,"16,18"
59,SP,9781508283683,Spanish 2,3,00:00.000,00:00.000,07Q,0,N,You don’t drive?,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_059.mp3,"1,18"
60,SP,9781508283683,Spanish 2,3,00:00.000,00:00.000,07R,0,M,¿No manejas?,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_060.mp3,"1,18"
61,SP,9781508283683,Spanish 2,3,00:00.000,00:00.000,08Q,0,N,I don’t drive in the city.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_061.mp3,"1,18"
62,SP,9781508283683,Spanish 2,3,00:00.000,00:00.000,08R,0,M,No manejo en la ciudad.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_062.mp3,"1,18"
63,SP,9781508283683,Spanish 2,3,00:00.000,00:00.000,09Q,0,N,I don’t like to drive in the city.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_063.mp3,"1,18"
64,SP,9781508283683,Spanish 2,3,00:00.000,00:00.000,09R,0,M,No me gusta manejar en la ciudad.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_064.mp3,"1,18"
65,SP,9781508283683,Spanish 2,3,00:00.000,00:00.000,10Q,0,N,You don’t want to drive?,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_065.mp3,18
66,SP,9781508283683,Spanish 2,3,00:00.000,00:00.000,10R,0,M,¿No quieres manejar?,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_066.mp3,18
67,SP,9781508283683,Spanish 2,3,00:00.000,00:00.000,11Q,0,N,What a shame!,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_067.mp3,7
68,SP,9781508283683,Spanish 2,3,00:00.000,00:00.000,11R,0,F,¡Qué lástima!,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_068.mp3,7
69,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,01Q,0,N,At five PM.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_069.mp3,"12,17"
70,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,01R,0,F,A las cinco de la tarde.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_070.mp3,"12,17"
71,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,02Q,0,N,At five AM.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_071.mp3,"12,17"
72,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,02R,0,F,A las cinco de la mañana.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_072.mp3,"12,17"
73,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,03Q,0,N,Here’s his address.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_073.mp3,"4,16"
74,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,03R,0,F,Aquí está su direccíon.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_074.mp3,"4,16"
75,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,04Q,0,N,Now I see it.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_075.mp3,7
76,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,04R,0,M,Ahora lo veo.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_076.mp3,7
77,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,05Q,0,N,After four PM.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_077.mp3,"12,17"
78,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,05R,0,F,Después de las cuatro de la tarde.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_078.mp3,"12,17"
79,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,06Q,0,N,In that case I’d want a beer.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_079.mp3,6
80,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,06R,0,M,Entonces quisiera una cerveza.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_080.mp3,6
81,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,07Q,0,N,That person over there can help you.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_081.mp3,"7,16"
82,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,07R,0,M,Esa persona allí puede ayudarte.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_082.mp3,"7,16"
83,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,08Q,0,N,That’s my car.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_083.mp3,18
84,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,08R,0,F,Ese es mi carro.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_084.mp3,18
85,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,09Q,0,N,I’ve had to drive a lot.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_085.mp3,"1,18"
86,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,09R,0,F,He tenido que manejar mucho.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_086.mp3,"1,18"
87,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,10Q,0,N,I drive too much.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_087.mp3,"1,18"
88,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,10R,0,F,Manejo demasiado.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_088.mp3,"1,18"
89,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,11Q,0,N,I have to leave without eating.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_089.mp3,6
90,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,11R,0,F,Tengo que irme sin comer.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_090.mp3,6
91,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,12Q,0,N,Do you want anything else?,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_091.mp3,7
92,SP,9781508283683,Spanish 2,4,00:00.000,00:00.000,12R,0,F,¿Quieres algo más?,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_092.mp3,7
93,SP,9781508283683,Spanish 2,5,00:00.000,00:00.000,01Q,0,N,How long are you going to stay?,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_093.mp3,"10,18"
94,SP,9781508283683,Spanish 2,5,00:00.000,00:00.000,01R,0,M,¿Cuánto tiempo van a quedarse?,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_094.mp3,"10,18"
95,SP,9781508283683,Spanish 2,5,00:00.000,00:00.000,02Q,0,N,She’s a friend of mine.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_095.mp3,5
96,SP,9781508283683,Spanish 2,5,00:00.000,00:00.000,02R,0,F,Es una amiga mía.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_096.mp3,5
97,SP,9781508283683,Spanish 2,5,00:00.000,00:00.000,03Q,0,N,Until tomorrow in the evening.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_097.mp3,17
98,SP,9781508283683,Spanish 2,5,00:00.000,00:00.000,03R,0,M,Hasta mañana en la noche.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_098.mp3,17
99,SP,9781508283683,Spanish 2,5,00:00.000,00:00.000,04Q,0,N,I would like to meet her.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_099.mp3,"5,7,10"
100,SP,9781508283683,Spanish 2,5,00:00.000,00:00.000,04R,0,M,Me gustaría conocerla.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_100.mp3,"5,7,10"
101,SP,9781508283683,Spanish 2,5,00:00.000,00:00.000,05Q,0,N,There is no time for to meet them.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_101.mp3,"1,17"
102,SP,9781508283683,Spanish 2,5,00:00.000,00:00.000,05R,0,F,No hay tiempo para conocerlos.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_102.mp3,"1,17"
103,SP,9781508283683,Spanish 2,5,00:00.000,00:00.000,06Q,0,N,We haven’t seen much yet.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_103.mp3,1
104,SP,9781508283683,Spanish 2,5,00:00.000,00:00.000,06R,0,F,No hemos visto mucho todavía.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_104.mp3,1
105,SP,9781508283683,Spanish 2,5,00:00.000,00:00.000,07Q,0,N,We don’t like soda.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_105.mp3,6
106,SP,9781508283683,Spanish 2,5,00:00.000,00:00.000,07R,0,M,No nos gusta el refresco.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_106.mp3,6
107,SP,9781508283683,Spanish 2,5,00:00.000,00:00.000,08Q,0,N,You aren’t going to stay much time.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_107.mp3,18
108,SP,9781508283683,Spanish 2,5,00:00.000,00:00.000,08R,0,M,No van a quedarse mucho tiempo.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_108.mp3,18
109,SP,9781508283683,Spanish 2,5,00:00.000,00:00.000,09Q,0,N,I have to take to him something.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_109.mp3,7
110,SP,9781508283683,Spanish 2,5,00:00.000,00:00.000,09R,0,F,Tengo que llevarle algo.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_110.mp3,7
111,SP,9781508283683,Spanish 2,5,00:00.000,00:00.000,10Q,0,N,She wants to buy for him something.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_111.mp3,14
112,SP,9781508283683,Spanish 2,5,00:00.000,00:00.000,10R,0,F,Quiere comprarle algo.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_112.mp3,14
113,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,01Q,0,N,Sometimes I have to travel.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_113.mp3,18
114,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,01R,0,F,A veces tengo que viajar.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_114.mp3,18
115,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,02Q,0,N,How long are you going to stay?,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_115.mp3,18
116,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,02R,0,M,¿Cuánto tiempo vas a quedarte?,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_116.mp3,18
117,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,03Q,0,N,Since when are you in the city?,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_117.mp3,18
118,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,03R,0,M,¿Desde cuándo estás en la ciudad?,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_118.mp3,18
119,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,04Q,0,N,Would you like to come tomorrow?,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_119.mp3,"17,18"
120,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,04R,0,F,¿Les gustaría venir mañana?,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_120.mp3,"17,18"
121,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,05Q,0,N,I arrived yesterday in the morning.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_121.mp3,"17,18"
122,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,05R,0,F,Llegué ayer en la mañana.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_122.mp3,"17,18"
123,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,06Q,0,N,We invite you to the house.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_123.mp3,1
124,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,06R,0,M,Los invitamos a la casa.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_124.mp3,1
125,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,07Q,0,N,I invite you to my house.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_125.mp3,1
126,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,07R,0,F,Los invito a mi casa.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_126.mp3,1
127,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,08Q,0,N,I’d like to stay more time.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_127.mp3,18
128,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,08R,0,F,Me gustaría quedarme más tiempo.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_128.mp3,18
129,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,09Q,0,N,I don’t know it.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_129.mp3,7
130,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,09R,0,M,No lo sé.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_130.mp3,7
131,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,10Q,0,N,I can’t go next week.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_131.mp3,"1,17"
132,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,10R,0,F,No puedo ir la semana entrante.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_132.mp3,"1,17"
133,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,11Q,0,N,I have to leave next week.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_133.mp3,18
134,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,11R,0,M,Tengo que irme la semana entrante.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_134.mp3,18
135,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,12Q,0,N,You’re going to stay.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_135.mp3,18
136,SP,9781508283683,Spanish 2,6,00:00.000,00:00.000,12R,0,F,Vas a quedarte.,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_136.mp3,18
137,SP,9781508283683,Spanish 2,7,00:00.000,00:00.000,01Q,0,N,At what time should I arrive?,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_137.mp3,"10,16,18"
138,SP,9781508283683,Spanish 2,7,00:00.000,00:00.000,01R,0,F,A qué hora debería llegar?,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_138.mp3,"10,16,18"
139,SP,9781508283683,Spanish 2,7,00:00.000,00:00.000,02Q,0,N,How do I get to your house?,n/a,n/a,Spanish Level 2 Core Update,9781508283683_Spanish_2_QZ_139.mp3,"4,10,16"
